Time	Left	Right	Total	Trigger
0	5.351	0.389	5.74	0
0.110000000000014	5.171	0.323	5.493	0
0.209999999999923	4.993	0.281	5.274	0
0.309999999999945	4.984	0.308	5.292	0
0.409999999999968	4.99	0.346	5.336	0
0.509999999999991	4.951	0.356	5.307	0
0.610000000000014	5.012	0.359	5.372	0
0.709999999999923	5.161	0.346	5.507	0
0.809999999999945	5.345	0.338	5.684	0
0.909999999999968	5.302	0.359	5.661	0
1.00999999999999	5.321	0.374	5.695	0
1.12	5.435	0.383	5.818	0
1.22000000000003	5.478	0.407	5.886	0
1.31999999999994	5.462	0.442	5.904	0
1.41999999999996	5.466	0.463	5.929	0
1.51999999999998	5.504	0.476	5.98	0
1.62	5.58	0.497	6.077	0
1.72000000000003	5.64	0.517	6.158	0
1.81999999999994	5.647	0.525	6.172	0
1.92999999999995	5.688	0.501	6.19	0
2.02999999999997	5.754	0.472	6.226	0
2.13	5.724	0.474	6.198	0
2.23000000000002	5.684	0.493	6.177	0
2.32999999999993	5.638	0.518	6.156	0
2.42999999999995	5.593	0.538	6.131	0
2.52999999999997	5.529	0.553	6.082	0
2.63	5.511	0.542	6.053	0
2.73000000000002	5.533	0.538	6.071	0
2.82999999999993	5.557	0.548	6.104	0
2.93999999999994	5.6	0.551	6.151	0
3.03999999999996	5.68	0.551	6.23	0
3.13999999999999	5.812	0.545	6.357	0
3.24000000000001	5.899	0.53	6.429	0
3.33999999999992	5.884	0.525	6.41	0
3.43999999999994	5.746	0.535	6.281	0
3.53999999999996	5.672	0.54	6.212	0
3.63999999999999	5.69	0.539	6.229	0
3.74000000000001	5.78	0.536	6.316	0
3.85000000000002	5.884	0.536	6.42	0
3.94999999999993	5.927	0.531	6.458	0
4.04999999999995	5.869	0.517	6.386	0
4.14999999999998	5.795	0.502	6.298	0
4.25	5.771	0.496	6.268	0
4.35000000000002	5.67	0.492	6.163	1
4.44999999999993	5.48	0.487	5.967	1
4.54999999999995	5.365	0.502	5.867	1
4.64999999999998	5.331	0.526	5.857	1
4.75	5.404	0.534	5.938	1
4.86000000000001	5.438	0.532	5.97	1
4.95999999999992	5.467	0.533	5.999	1
5.05999999999995	5.535	0.535	6.07	1
5.15999999999997	5.595	0.527	6.122	1
5.25999999999999	5.6	0.508	6.108	1
5.36000000000001	5.605	0.481	6.086	1
5.45999999999992	5.626	0.47	6.096	1
5.55999999999995	5.608	0.469	6.077	1
5.65999999999997	5.61	0.469	6.079	1
5.75999999999999	5.648	0.474	6.122	1
5.87	5.603	0.456	6.059	1
5.97000000000003	5.569	0.43	5.999	1
6.06999999999994	5.605	0.428	6.033	1
6.16999999999996	5.13	0.446	5.576	1
6.26999999999998	4.867	0.451	5.318	1
6.37	5.387	0.454	5.841	1
6.47000000000003	6.438	0.939	7.377	1
6.56999999999994	7.101	2.236	9.337	1
6.66999999999996	7.343	3.167	10.51	1
6.76999999999998	7.533	3.882	11.415	1
6.88	7.823	5.091	12.914	1
6.98000000000002	8.509	6.314	14.823	1
7.07999999999993	11.438	7.652	19.09	1
