Time	Left	Right	Total	Trigger
0	4.855	2.254	7.109	0
0.0999999999999091	4.316	1.997	6.313	0
0.199999999999932	1.647	1.623	3.27	0
0.299999999999955	1.775	1.46	3.236	0
0.399999999999977	3.154	2.331	5.485	0
0.5	5.053	3.733	8.786	0
0.599999999999909	5.348	4.526	9.875	0
0.699999999999932	3.745	4.027	7.771	0
0.809999999999945	2.348	3.175	5.524	0
0.909999999999968	1.944	2.351	4.295	0
1.00999999999999	1.833	1.631	3.464	0
1.11000000000001	1.91	1.278	3.188	0
1.20999999999992	2.253	1.345	3.598	0
1.30999999999995	2.546	1.495	4.04	0
1.40999999999997	2.581	1.503	4.083	0
1.50999999999999	2.879	1.593	4.472	0
1.61000000000001	2.942	1.82	4.762	0
1.70999999999992	2.882	1.919	4.801	0
1.81999999999994	2.755	1.833	4.588	0
1.91999999999996	2.713	1.75	4.463	1
2.01999999999998	2.802	1.793	4.594	1
2.12	2.805	1.875	4.68	1
2.21999999999991	2.596	1.819	4.414	1
2.31999999999994	2.35	1.678	4.027	1
2.41999999999996	2.213	1.635	3.848	1
2.51999999999998	2.079	1.628	3.707	1
2.62	2.087	1.646	3.733	1
2.71999999999991	2.348	1.794	4.142	1
2.82999999999993	2.748	2.01	4.757	1
2.92999999999995	2.693	2.132	4.825	1
3.02999999999997	2.691	2.144	4.835	1
3.13	2.588	2.136	4.725	1
3.23000000000002	2.458	2.075	4.532	1
3.32999999999993	2.654	2.037	4.691	1
3.42999999999995	3.065	2.159	5.224	1
3.52999999999997	3.714	2.285	6	1
3.63	4.739	2.594	7.333	1
3.74000000000001	5.836	3.171	9.007	1
3.83999999999992	6.632	3.813	10.444	1
3.93999999999994	7.082	4.427	11.509	1
4.03999999999996	7.434	5.079	12.512	1
4.13999999999999	7.799	5.978	13.777	1
4.24000000000001	8.221	6.93	15.151	1
4.33999999999992	8.993	7.658	16.651	1
4.43999999999994	10.289	8.509	18.798	1
4.53999999999996	12.187	9.63	21.817	1
4.63999999999999	15.15	10.844	25.994	1
4.75	18.246	12.633	30.879	1
4.84999999999991	21.251	15.474	36.725	1
4.94999999999993	24.162	18.416	42.579	1
5.04999999999995	25.824	19.843	45.667	1
5.14999999999998	27.403	20.809	48.212	1
5.25	29.507	22.439	51.946	1
5.34999999999991	31.387	23.855	55.243	1
5.44999999999993	33.635	25.468	59.104	1
5.55999999999995	40.561	27.847	68.407	1
5.65999999999997	43.98	30.949	74.929	1
5.75999999999999	47.192	34.32	81.512	1
5.86000000000001	51.161	37.643	88.804	1
5.95999999999992	55.249	41.253	96.502	1
6.05999999999995	58.877	44.292	103.168	1
6.15999999999997	62.624	46.834	109.458	1
6.25999999999999	65.438	49.976	115.413	1
6.36000000000001	66.767	52.495	119.261	1
6.45999999999992	68.902	56.801	125.703	1
6.56999999999994	72.585	59.052	131.637	1
6.66999999999996	76.772	62.772	139.544	1
6.76999999999998	81.74	68.079	149.819	1
6.87	88.663	72.2	160.864	1
6.96999999999991	93.547	77.104	170.651	1
7.06999999999994	100	83.762	183.762	1
7.16999999999996	103.849	87.871	191.72	1
7.26999999999998	105.915	88.841	194.756	1
7.37	106.537	88.983	195.521	1
7.46999999999991	105.667	88.64	194.307	1
7.57999999999993	106.469	88.984	195.453	1
7.67999999999995	110.344	92.155	202.499	1
7.77999999999997	113.932	96.076	210.008	1
7.88	114.96	97.662	212.622	1
7.98000000000002	115.076	97.226	212.303	1
8.07999999999993	115.771	97.33	213.1	1
8.17999999999995	119.617	99.593	219.211	1
8.27999999999997	123.824	103.61	227.435	1
8.38	127.111	106.873	233.984	1
8.49000000000001	129.848	107.463	237.31	1
8.58999999999992	133.837	108.824	242.661	1
8.68999999999994	135.906	111.928	247.833	1
8.78999999999996	136.896	114.092	250.988	1
8.88999999999999	138.561	115.246	253.807	1
8.99000000000001	139.911	115.518	255.429	1
9.08999999999992	141.661	115.825	257.487	1
9.18999999999994	143.712	116.491	260.203	1
9.28999999999996	146.32	117.923	264.243	1
9.38999999999999	149.425	122.896	272.32	1
9.5	151.622	123.634	275.256	1
9.59999999999991	153.637	123.981	277.618	1
9.69999999999993	154.165	124.695	278.86	1
9.79999999999995	154.763	125.885	280.648	1
9.89999999999998	155.617	127.331	282.948	1
10	157.07	129.581	286.651	1
10.0999999999999	159.598	133.776	293.373	1
10.1999999999999	162.654	138.882	301.536	1
10.3	164.996	142.967	307.962	1
10.4	167.39	147.406	314.796	1
10.51	170.19	151.922	322.112	1
10.61	171.103	153.971	325.074	1
10.7099999999999	170.656	154.903	325.559	1
10.8099999999999	172.026	156.698	328.724	1
10.91	176.468	159.431	335.899	1
11.01	179.143	163.721	342.864	1
11.11	181.326	168.63	349.956	1
11.2099999999999	182.285	171.394	353.679	1
11.3199999999999	184.757	173.431	358.188	1
11.42	187.935	176.793	364.728	1
11.52	189.406	178.776	368.183	1
11.62	189.51	177.713	367.223	1
11.7199999999999	190.163	176.924	367.087	1
11.8199999999999	192.563	180.442	373.005	1
11.92	194.399	185.543	379.943	0
12.02	195.251	188.346	383.597	0
12.12	196.27	190.271	386.541	0
12.2199999999999	196.759	191.977	388.737	0
12.3199999999999	197.839	193.547	391.386	0
12.4299999999999	201.707	199.062	400.769	0
12.53	206.785	206.482	413.266	0
12.63	209.714	209.605	419.32	0
12.73	210.877	209.888	420.766	0
12.8299999999999	213.347	213.064	426.411	0
12.9299999999999	216.502	216.37	432.872	0
13.03	217.43	214.304	431.734	0
13.13	216.75	210.677	427.427	0
13.24	216.887	212.045	428.932	0
13.3399999999999	218.8	217.57	436.37	0
13.4399999999999	221.669	223.195	444.864	0
13.54	224.649	226.84	451.489	0
13.64	230.605	228.779	459.384	0
13.74	233.878	228.351	462.228	0
13.8399999999999	236.571	227.271	463.841	0
13.9399999999999	239.569	230.986	470.555	0
14.04	242.981	237.545	480.526	0
14.14	247.589	241.905	489.493	0
14.25	255.187	245.031	500.217	0
14.3499999999999	264.437	250.291	514.728	0
14.4499999999999	271.214	256.7	527.914	0
