Time	Left	Right	Total	Trigger
0	0.69	0.221	0.91	0
0.100000000000136	0.673	0.235	0.908	0
0.200000000000045	0.666	0.241	0.907	0
0.299999999999955	0.685	0.232	0.918	0
0.400000000000091	0.705	0.231	0.936	0
0.5	0.714	0.236	0.95	0
0.600000000000136	0.725	0.232	0.957	0
0.710000000000036	0.75	0.225	0.975	0
0.809999999999945	0.787	0.224	1.011	0
0.910000000000082	0.818	0.227	1.046	0
1.00999999999999	0.793	0.236	1.029	0
1.11000000000013	0.757	0.225	0.982	0
1.21000000000004	0.753	0.2	0.952	0
1.30999999999995	0.751	0.207	0.959	0
1.41000000000008	0.744	0.238	0.982	0
1.50999999999999	0.739	0.264	1.003	0
1.61000000000013	0.747	0.275	1.021	0
1.72000000000003	0.748	0.27	1.018	1
1.81999999999994	0.736	0.256	0.992	1
1.92000000000007	0.734	0.241	0.975	1
2.01999999999998	0.732	0.233	0.966	1
2.12000000000012	0.702	0.234	0.936	1
2.22000000000003	0.699	0.23	0.928	1
2.31999999999994	0.695	0.228	0.923	1
2.42000000000007	0.691	0.243	0.935	1
2.51999999999998	0.689	0.263	0.952	1
2.63000000000011	0.705	0.273	0.978	1
2.73000000000002	0.709	0.273	0.982	1
2.83000000000015	0.705	0.265	0.97	1
2.93000000000006	0.72	0.266	0.986	1
3.02999999999997	0.725	0.262	0.987	1
3.13000000000011	0.768	0.268	1.036	1
3.23000000000002	0.9	0.329	1.229	1
3.33000000000015	1.005	0.361	1.366	1
3.43000000000006	0.964	0.353	1.317	1
3.52999999999997	1.548	0.309	1.857	1
3.6400000000001	4.242	0.387	4.628	1
3.74000000000001	14.229	4.975	19.205	1
3.84000000000015	35.468	24.076	59.545	1
3.94000000000005	52.472	39.212	91.684	1
4.03999999999996	55.108	35.842	90.951	1
4.1400000000001	58.001	36.431	94.432	1
4.24000000000001	69.298	51.519	120.817	1
4.34000000000015	86.857	74.851	161.708	1
4.44000000000005	105.803	97.599	203.402	1
4.53999999999996	118.363	112.346	230.709	1
4.65000000000009	124.081	119.232	243.313	1
4.75	130.252	123.115	253.367	1
4.85000000000014	137.361	130.564	267.926	1
4.95000000000005	148.678	143.38	292.058	1
5.04999999999995	163.359	158.225	321.585	1
5.15000000000009	174.375	170.828	345.203	1
5.25	180.725	178.786	359.512	1
5.35000000000014	186.209	185.727	371.936	1
5.45000000000005	193.046	193.969	387.015	1
5.54999999999995	205.371	206.334	411.705	1
5.66000000000008	220.789	221.262	442.05	1
5.75999999999999	232.194	232.821	465.015	1
5.86000000000013	239.886	242.051	481.937	1
5.96000000000004	245.148	250.435	495.583	1
6.05999999999995	249.797	258.821	508.619	1
6.16000000000008	254.39	264.816	519.206	1
6.25999999999999	259.385	271.676	531.061	1
6.36000000000013	266.012	275.893	541.905	1
6.47000000000003	273.456	277.605	551.06	1
6.56999999999994	279.193	278.736	557.928	1
6.67000000000007	283.494	279.209	562.704	1
6.76999999999998	287.482	272.853	560.335	1
6.87000000000012	290.142	257.826	547.968	1
6.97000000000003	289.176	247.738	536.914	1
7.06999999999994	283.222	243.495	526.717	1
7.17000000000007	269.105	223.718	492.823	1
7.26999999999998	241.599	181.895	423.494	1
7.37000000000012	207.893	141.406	349.299	1
7.48000000000002	153.069	107.864	260.934	1
7.58000000000015	122.422	72.276	194.699	1
7.68000000000006	97.03	51.385	148.415	1
7.77999999999997	83.535	46.324	129.858	1
7.88000000000011	80.018	43.112	123.13	1
7.98000000000002	73.732	40.252	113.984	1
8.08000000000015	61.088	36.413	97.501	1
8.18000000000006	48.768	30.945	79.713	1
8.27999999999997	38.724	25.434	64.158	1
8.3900000000001	30.146	19.986	50.132	1
8.49000000000001	24.228	15.006	39.235	1
8.59000000000015	20.238	11.361	31.599	1
8.69000000000005	17.074	9.16	26.234	1
8.78999999999996	14.114	8.175	22.29	1
8.8900000000001	13.698	7.732	21.43	1
8.99000000000001	12.968	7.42	20.388	1
9.09000000000015	12.344	6.486	18.83	1
9.19000000000005	13.492	5.983	19.475	1
9.28999999999996	15.78	6.201	21.98	1
9.3900000000001	17.101	6.985	24.086	1
9.5	17.201	7.75	24.95	1
9.60000000000014	17.015	8.19	25.205	1
9.70000000000005	16.013	8.375	24.388	1
9.79999999999995	13.507	7.9	21.408	1
9.90000000000009	10.345	5.99	16.335	1
10	8.168	2.845	11.013	1
10.1000000000001	6.517	0.754	7.271	1
10.2	4.829	0.42	5.249	1
10.3	2.72	0.401	3.121	1
10.4100000000001	1.54	0.42	1.961	1
10.51	1.15	0.51	1.66	1
10.6100000000001	0.804	0.572	1.376	1
10.71	0.559	0.508	1.067	1
10.8099999999999	0.533	0.371	0.904	1
