Time	Left	Right	Total	Trigger
0	0.47	0.473	0.943	0
0.1099999999999	0.458	0.471	0.93	0
0.210000000000036	0.458	0.474	0.933	0
0.309999999999945	0.49	0.476	0.966	0
0.409999999999854	0.486	0.472	0.958	0
0.509999999999991	0.471	0.47	0.941	0
0.6099999999999	0.47	0.474	0.944	0
0.710000000000036	0.463	0.473	0.936	0
0.809999999999945	0.431	0.468	0.899	0
0.909999999999854	0.358	0.471	0.829	0
1.00999999999999	0.293	0.483	0.777	0
1.11999999999989	0.278	0.492	0.77	0
1.22000000000003	0.279	0.497	0.776	0
1.31999999999994	0.281	0.495	0.776	0
1.41999999999985	0.286	0.504	0.79	0
1.51999999999998	0.296	0.511	0.807	0
1.61999999999989	0.281	0.514	0.796	0
1.72000000000003	0.266	0.521	0.787	0
1.81999999999994	0.281	0.529	0.809	0
1.91999999999985	0.321	0.533	0.854	0
2.01999999999998	0.366	0.533	0.898	0
2.12999999999988	0.376	0.526	0.902	0
2.23000000000002	0.343	0.522	0.865	0
2.32999999999993	0.307	0.529	0.836	0
2.42999999999984	0.301	0.536	0.837	0
2.52999999999997	0.311	0.539	0.85	0
2.62999999999988	0.32	0.547	0.867	0
2.73000000000002	0.314	0.545	0.859	0
2.82999999999993	0.309	0.531	0.84	1
2.92999999999984	0.315	0.536	0.851	1
3.03999999999996	0.344	0.548	0.892	1
3.13999999999987	0.357	0.542	0.9	1
3.24000000000001	0.37	0.536	0.906	1
3.33999999999992	0.381	0.533	0.914	1
3.43999999999983	0.362	0.521	0.884	1
3.53999999999996	0.335	0.52	0.855	1
3.63999999999987	0.331	0.527	0.859	1
3.74000000000001	0.354	0.534	0.888	1
3.83999999999992	0.382	0.538	0.92	1
3.95000000000005	0.401	0.535	0.936	1
4.04999999999995	0.41	0.536	0.946	1
4.14999999999986	0.418	0.546	0.964	1
4.25	0.433	0.542	0.975	1
4.34999999999991	0.469	0.532	1.001	1
4.45000000000005	0.494	0.524	1.019	1
4.54999999999995	0.553	0.504	1.058	1
4.64999999999986	0.579	0.485	1.064	1
4.75	0.556	0.478	1.034	1
4.8599999999999	0.542	0.47	1.012	1
4.96000000000004	0.554	0.466	1.02	1
5.05999999999995	0.646	0.464	1.11	1
5.15999999999985	1.079	0.447	1.526	1
5.25999999999999	1.849	0.439	2.288	1
5.3599999999999	2.803	0.444	3.247	1
5.46000000000004	3.981	0.448	4.429	1
5.55999999999995	5.01	0.488	5.498	1
5.65999999999985	6.365	1.275	7.64	1
5.75999999999999	7.364	3.637	11.001	1
5.86999999999989	9.285	6.059	15.344	1
5.97000000000003	13.133	8.077	21.211	1
6.06999999999994	19.746	12.562	32.308	1
6.16999999999985	29.288	18.378	47.665	1
6.26999999999998	38.42	24.362	62.782	1
6.36999999999989	44.139	31.779	75.917	1
6.47000000000003	45.648	36.811	82.458	1
6.56999999999994	44.075	36.828	80.903	1
6.66999999999985	43.382	36.19	79.572	1
6.76999999999998	45.41	38.42	83.83	1
6.87999999999988	48.46	42.014	90.474	1
6.98000000000002	54.148	45.219	99.368	1
7.07999999999993	58.147	48.503	106.651	1
7.17999999999984	62.999	58.819	121.818	1
7.27999999999997	67.271	63.136	130.407	1
7.37999999999988	69.619	64.395	134.014	1
7.48000000000002	70.36	63.449	133.809	1
7.57999999999993	71.253	63.339	134.592	1
7.67999999999984	73.717	66.157	139.875	1
7.77999999999997	76.516	71.089	147.606	1
7.88999999999987	78.073	75.453	153.527	1
7.99000000000001	78.955	77.398	156.353	1
8.08999999999992	80.445	78.136	158.581	1
8.18999999999983	83.001	79.684	162.685	1
8.28999999999996	86.588	82.62	169.208	1
8.38999999999987	91.624	86.882	178.506	1
8.49000000000001	92.152	90.905	183.057	1
