Time	Left	Right	Total	Trigger
0	-0.394	0.649	0.256	0
0.100000000000136	-0.396	0.662	0.267	0
0.200000000000045	-0.384	0.67	0.286	0
0.300000000000182	-0.37	0.66	0.29	0
0.400000000000091	-0.373	0.638	0.266	0
0.5	-0.389	0.628	0.239	0
0.600000000000136	-0.392	0.636	0.244	0
0.710000000000036	-0.402	0.655	0.253	0
0.810000000000173	-0.409	0.658	0.249	0
0.910000000000082	-0.405	0.645	0.24	0
1.00999999999999	-0.398	0.655	0.257	0
1.11000000000013	-0.388	0.666	0.278	0
1.21000000000004	-0.387	0.672	0.285	0
1.31000000000017	-0.382	0.672	0.29	0
1.41000000000008	-0.375	0.671	0.296	0
1.50999999999999	-0.374	0.671	0.297	0
1.61000000000013	-0.37	0.672	0.301	0
1.72000000000003	-0.371	0.662	0.291	0
1.82000000000016	-0.338	0.648	0.309	0
1.92000000000007	-0.308	0.645	0.337	0
2.01999999999998	-0.305	0.641	0.336	0
2.12000000000012	-0.322	0.621	0.298	0
2.22000000000003	-0.315	0.606	0.291	0
2.32000000000016	-0.303	0.606	0.303	0
2.42000000000007	-0.317	0.594	0.277	0
2.51999999999998	-0.337	0.581	0.244	0
2.62000000000012	-0.358	0.585	0.227	0
2.73000000000002	-0.37	0.599	0.229	0
2.83000000000015	-0.351	0.615	0.264	0
2.93000000000006	-0.348	0.622	0.274	0
3.02999999999997	-0.384	0.619	0.234	1
3.13000000000011	-0.406	0.621	0.215	1
3.23000000000002	-0.398	0.639	0.241	1
3.33000000000015	-0.384	0.643	0.259	1
3.43000000000006	-0.378	0.628	0.25	1
3.52999999999997	-0.374	0.623	0.25	1
3.6400000000001	-0.352	0.643	0.291	1
3.74000000000001	-0.315	0.663	0.348	1
3.84000000000015	-0.274	0.669	0.395	1
3.94000000000005	-0.241	0.688	0.447	1
4.03999999999996	-0.218	0.678	0.46	1
4.1400000000001	0.668	1.008	1.675	1
4.24000000000001	4.576	4.67	9.245	1
4.34000000000015	13.767	17.435	31.202	1
4.44000000000005	44.065	30.222	74.287	1
4.55000000000018	52.096	31.488	83.584	1
4.65000000000009	62.831	34.319	97.15	1
4.75	83.367	51.785	135.152	1
4.85000000000014	104.713	75.739	180.453	1
4.95000000000005	116.316	91.149	207.465	1
5.05000000000018	123.051	99.717	222.769	1
5.15000000000009	131.35	108.475	239.825	1
5.25	145.426	122.865	268.29	1
5.35000000000014	164.514	143.773	308.287	1
5.46000000000004	179.171	158.762	337.934	1
5.56000000000017	185.311	163.524	348.836	1
5.66000000000008	187.067	165.818	352.886	1
5.75999999999999	189.662	170.404	360.066	1
5.86000000000013	206.853	178.947	385.801	1
5.96000000000004	213.439	190.635	404.074	1
6.06000000000017	216.343	198.077	414.42	1
6.16000000000008	226.061	204.444	430.505	1
6.25999999999999	240.879	219.364	460.243	1
6.36000000000013	254.672	238.888	493.56	1
6.47000000000003	265.357	253.258	518.615	1
6.57000000000016	273.782	260.93	534.712	1
6.67000000000007	284.01	267.935	551.945	1
6.76999999999998	295.422	275.168	570.59	1
6.87000000000012	302.892	274.418	577.31	1
6.97000000000003	301.121	259.71	560.831	1
7.07000000000016	284.952	229.749	514.701	1
7.17000000000007	205.925	185.419	391.344	1
7.26999999999998	147.873	129.254	277.127	1
7.37000000000012	82.346	67.507	149.853	1
7.48000000000002	30.227	21.758	51.986	1
7.58000000000015	7.187	3.438	10.626	1
7.68000000000006	1.686	-0.125	1.56	1
7.77999999999997	0.382	-0.344	0.038	1
7.88000000000011	0.141	-0.378	-0.238	1
7.98000000000002	0.052	-0.409	-0.357	1
8.08000000000015	-0.004	-0.328	-0.332	1
8.18000000000006	-0.066	-0.224	-0.29	1
8.27999999999997	-0.041	-0.141	-0.182	1
8.38000000000011	0.011	-0.104	-0.094	1
8.49000000000001	-0.027	-0.102	-0.129	1
8.59000000000015	-0.007	-0.103	-0.11	1
8.69000000000005	-0.019	-0.111	-0.131	1
8.78999999999996	-0.072	-0.082	-0.154	1
8.8900000000001	-0.069	-0.021	-0.091	1
8.99000000000001	-0.024	0.008	-0.017	1
9.09000000000015	-0.012	0.002	-0.01	1
9.19000000000005	-0.028	0.015	-0.013	1
9.30000000000018	-0.03	0.038	0.008	1
9.40000000000009	0.104	0.034	0.138	1
9.5	0.357	0.042	0.399	1
9.60000000000014	0.468	0.085	0.552	1
9.70000000000005	0.342	0.108	0.449	1
9.80000000000018	0.112	0.103	0.215	1
9.90000000000009	0.135	0.121	0.256	1
10	0.179	0.135	0.314	1
10.1000000000001	0.172	0.147	0.319	1
10.2	0.155	0.171	0.326	1
10.3100000000002	0.137	0.175	0.312	1
10.4100000000001	0.086	0.159	0.245	1
10.51	0.039	0.158	0.198	1
10.6100000000001	0.015	0.175	0.19	1
10.71	0.016	0.197	0.213	1
10.8100000000002	0.04	0.209	0.249	1
10.9100000000001	0.066	0.207	0.273	1
11.01	0.069	0.213	0.282	1
11.1100000000001	0.075	0.227	0.302	1
11.22	0.138	0.234	0.371	1
11.3200000000002	0.154	0.234	0.388	1
