Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
9,0.0284238,0.043319,0.0103204,0.0299091,0.0143119,0.0315362,0.0334854,0.0260921,0.0302232,0.0372289,0.0243109,0.0111603,0.0241892,0.0296988,0.0232166,0.041707,0.0345824,0.0342757,0.023842,0.0421262,0.0372648,0.0799619,0.0345734,0.010614,0.0347467,0.0546443,0.028592,0.0886348,0.0895247,0.0537837,0.0386868,0.0272298,0.045926,0.0237488,0.025951,0.0347575,0.00885591,0.0143462,0.0189877,0.0107398,0.0127012,0.0151634,0.0139782,0.0108299,0.0116142,0.014551
10,0.0290455,0.0420262,0.0112219,0.0271226,0.0136179,0.0313723,0.03319,0.0262065,0.029654,0.0378057,0.025148,0.0078072,0.0259381,0.0313787,0.0224219,0.0457231,0.0360492,0.0369395,0.0236933,0.0431932,0.0375208,0.0804907,0.0339731,0.0100488,0.0338859,0.0544651,0.0296339,0.0888545,0.0898263,0.0529199,0.0388947,0.0280406,0.0463672,0.0252022,0.028365,0.0353638,0.0106805,0.0192252,0.0223411,0.0135931,0.0125245,0.0146431,0.0128044,0.0113991,0.0115628,0.0135675
11,0.0296064,0.0410079,0.0118018,0.0249776,0.0134812,0.0310776,0.0325915,0.0261835,0.0290169,0.0384564,0.0258622,0.00537114,0.0291749,0.0326632,0.0215888,0.0490714,0.0371585,0.0395131,0.0241712,0.0442968,0.0378846,0.0811073,0.0335499,0.00963119,0.0330773,0.0542411,0.0305351,0.0889323,0.0899639,0.0521782,0.0391666,0.0286425,0.0468164,0.026409,0.030657,0.0357738,0.0120471,0.0232619,0.0249652,0.0156376,0.0120675,0.0135086,0.0113309,0.0117688,0.0113682,0.0110058
12,0.0300046,0.0403846,0.0121778,0.0240186,0.0135389,0.0310862,0.0317729,0.0261182,0.0284275,0.0391995,0.0263219,0.00410679,0.0320493,0.0330906,0.0209787,0.0515582,0.0381912,0.0417603,0.0244328,0.0447441,0.0383788,0.0818314,0.0333666,0.00933458,0.0323088,0.0538892,0.0311016,0.0889085,0.0900315,0.051583,0.0394537,0.0290176,0.0471325,0.0271703,0.0324078,0.0359173,0.0128779,0.0260845,0.0267186,0.0168322,0.011405,0.0119809,0.00985047,0.0119722,0.0110765,0.0093306
13,0.0303771,0.0401826,0.0122827,0.0235394,0.0136289,0.0314082,0.0307515,0.026102,0.0278143,0.040035,0.0264918,0.00316253,0.033289,0.0320316,0.0204726,0.0530188,0.0393108,0.0438567,0.0241204,0.0443846,0.0390504,0.0825743,0.0333307,0.00897974,0.0314953,0.0534158,0.0312422,0.0888294,0.0901427,0.0510503,0.0396697,0.0291159,0.0472093,0.027277,0.0337695,0.035805,0.0131444,0.0275047,0.0275513,0.0172951,0.0105743,0.0107926,0.00846114,0.0121381,0.0106884,0.00912982
14,0.030694,0.040233,0.012194,0.0230137,0.0137409,0.0316086,0.0298546,0.0257893,0.0271981,0.0409318,0.0263295,0.00271628,0.033242,0.0297324,0.0196878,0.0531238,0.0399104,0.0460491,0.0233358,0.043551,0.0397492,0.0833235,0.033493,0.00858577,0.0307212,0.0528646,0.0310625,0.0886934,0.0903647,0.0505957,0.0397271,0.0288146,0.0469629,0.0267726,0.0347099,0.0354526,0.0129294,0.0276645,0.0276005,0.0172583,0.00959693,0.00989529,0.00726265,0.0122587,0.0101759,0.00994446
15,0.0307939,0.0404695,0.0120087,0.0220236,0.0140697,0.0312707,0.029383,0.0252334,0.0265799,0.041821,0.0258663,0.00331809,0.0328075,0.0276169,0.0187627,0.051441,0.0390016,0.0478695,0.0225867,0.0426355,0.0404408,0.0841916,0.0338946,0.00817769,0.0299665,0.0522667,0.0305083,0.0885676,0.0900283,0.0502022,0.0396887,0.0285536,0.0463681,0.0258089,0.0350659,0.0349262,0.012335,0.0269589,0.0268485,0.0169225,0.00835624,0.0089718,0.0062201,0.01208,0.00959366,0.0111793
16,0.0306855,0.0408941,0.0117097,0.0207993,0.0146477,0.0307148,0.0295904,0.0244918,0.0258489,0.0427681,0.0251236,0.00407931,0.0320769,0.0258865,0.0177667,0.0482285,0.0365604,0.0485708,0.0223063,0.0420262,0.0411295,0.0850969,0.0344233,0.00776118,0.0292404,0.0516379,0.0296105,0.0884238,0.0894432,0.0498187,0.0396044,0.0281853,0.0455481,0.0245296,0.034891,0.0343139,0.0113714,0.0258694,0.0254992,0.0163607,0.00683789,0.00756075,0.00534427,0.0115736,0.0089612,0.0130768
17,0.0303945,0.0414688,0.0113125,0.0197305,0.015189,0.0301188,0.0303161,0.0237312,0.0250766,0.0439284,0.0241324,0.00480739,0.0312659,0.0246609,0.0170042,0.0444094,0.0339173,0.0477672,0.0220318,0.0414098,0.0419504,0.086025,0.0351003,0.00737167,0.0285366,0.0509812,0.028372,0.0882062,0.0885858,0.0494048,0.0393475,0.0275601,0.0448323,0.0231788,0.0341994,0.0337296,0.0101186,0.0246587,0.0237102,0.0156713,0.00524615,0.00637184,0.00478991,0.0107489,0.00828853,0.0153303
18,0.0299677,0.0422555,0.0108203,0.0190183,0.015695,0.0295384,0.0309999,0.0228856,0.0243358,0.0452808,0.0229384,0.00591146,0.0301472,0.024235,0.0165015,0.0405936,0.0320233,0.0454774,0.0211584,0.0403654,0.0426788,0.0870515,0.0359546,0.00715444,0.0278475,0.0503144,0.0268491,0.0880027,0.0876965,0.0490463,0.0388081,0.0268141,0.0441726,0.022147,0.0327458,0.0333785,0.00873707,0.0232107,0.0217098,0.0148463,0.00403353,0.0058447,0.00463852,0.00993801,0.00780465,0.0170199
19,0.0294395,0.0433057,0.0104436,0.0188856,0.0167896,0.0292175,0.0312039,0.0218963,0.0235469,0.0459611,0.0216103,0.00794912,0.0289789,0.0247061,0.0162806,0.0368107,0.0307788,0.0418602,0.0196429,0.0387199,0.0433062,0.0880641,0.0369988,0.00721191,0.0270441,0.0498445,0.0251487,0.0878654,0.0867944,0.048795,0.0380491,0.0259375,0.04204,0.0212198,0.0310959,0.0333052,0.00748213,0.0216563,0.019574,0.0137814,0.00394163,0.00631672,0.00510676,0.00931903,0.00781173,0.0181071
20,0.0287879,0.0443729,0.0102111,0.0198523,0.0182614,0.0294265,0.0308699,0.0207878,0.0226219,0.0457874,0.0202331,0.0105896,0.027858,0.0251389,0.0164457,0.0328612,0.0295588,0.0374336,0.0176815,0.0362321,0.0439457,0.0889599,0.0381569,0.00743722,0.0262633,0.0496298,0.0234046,0.0874939,0.0858216,0.0485858,0.0370459,0.0250825,0.0401052,0.0203668,0.0297421,0.033411,0.00643911,0.0199412,0.0173675,0.0124934,0.00524362,0.00751117,0.00643483,0.00904561,0.00821185,0.0186025
21,0.0280368,0.0451302,0.00980385,0.0206441,0.019937,0.030283,0.0300161,0.0196523,0.0217051,0.0457932,0.0189237,0.0130867,0.0270481,0.0253424,0.0168492,0.0289736,0.0279741,0.0321704,0.0154577,0.0335684,0.0444154,0.0896675,0.0394476,0.00796899,0.0255174,0.0492819,0.0216223,0.0870451,0.0848658,0.0483892,0.0361203,0.0244287,0.0387989,0.0195184,0.0290078,0.0334205,0.00598578,0.0181086,0.0155887,0.0110593,0.00723323,0.00933103,0.00844978,0.00943049,0.00911232,0.0192943
22,0.0272066,0.0454021,0.00930161,0.0173057,0.0216843,0.031172,0.0284586,0.018546,0.0207748,0.0459596,0.0177811,0.0151908,0.0266737,0.0253001,0.0176201,0.0255491,0.0260022,0.0260532,0.0133689,0.0321497,0.0447763,0.0902301,0.0408811,0.0089326,0.024697,0.0488672,0.0197962,0.0866274,0.0839172,0.0481709,0.0351403,0.0239995,0.0379022,0.0188829,0.0280971,0.0337578,0.00649701,0.0163914,0.0145093,0.010005,0.00944684,0.0116796,0.0109459,0.0104995,0.010633,0.02004
23,0.0263387,0.0456366,0.0087872,0.0100364,0.0232388,0.0307053,0.0268985,0.0174866,0.0198601,0.0460434,0.0169108,0.0168896,0.0271621,0.026309,0.0186962,0.0227668,0.0242145,0.0199295,0.0118783,0.0338809,0.0450328,0.0907039,0.0423526,0.0100214,0.02398,0.0485964,0.0182006,0.0865126,0.0831624,0.0478945,0.0340689,0.0237614,0.0374426,0.0184419,0.0270743,0.0343526,0.00769658,0.0151142,0.0140763,0.00967221,0.0118883,0.0142833,0.013632,0.0121175,0.0124525,0.0206271
24,0.0254298,0.0459359,0.00843943,0.00689349,0.0246731,0.0283418,0.0272769,0.0167659,0.0190321,0.0459864,0.0161242,0.0184978,0.0285615,0.0277786,0.0204165,0.0205872,0.0236336,0.0149717,0.011845,0.0366872,0.0451691,0.0910504,0.0437847,0.0111936,0.0234852,0.0485091,0.0169443,0.086671,0.0826042,0.0475662,0.0329833,0.0234788,0.0373769,0.0182214,0.026173,0.0351815,0.00938951,0.0144197,0.0143997,0.00986908,0.0148619,0.0170812,0.0164809,0.0141741,0.0145858,0.0211106
25,0.0244572,0.0462431,0.00844113,0.00694118,0.0260079,0.0244106,0.0277859,0.0164059,0.01832,0.0458406,0.015169,0.0206843,0.0293399,0.0290293,0.0229393,0.0191306,0.0241093,0.0115639,0.0129108,0.0382197,0.0453467,0.0912586,0.0451434,0.0124356,0.0231727,0.0485208,0.0161877,0.0865247,0.081967,0.047235,0.0319082,0.0230916,0.0374659,0.0181542,0.0254895,0.0363118,0.0113397,0.0144969,0.0154135,0.010535,0.0176821,0.0200347,0.0195738,0.0165635,0.0171501,0.0216613
26,0.0233922,0.0465191,0.00905659,0.00680236,0.0271166,0.0220492,0.0269985,0.0164807,0.0178035,0.0456354,0.0148391,0.0235232,0.0287133,0.0290846,0.0254472,0.0186293,0.0248059,0.00966743,0.0145649,0.0382942,0.0455412,0.0912532,0.0464549,0.0137529,0.0230783,0.0485016,0.0162617,0.0861259,0.0812765,0.0469002,0.0309271,0.0235437,0.037566,0.0183478,0.0250241,0.0377871,0.0133432,0.0153069,0.016751,0.0115622,0.0207223,0.0231968,0.0228629,0.0191877,0.0199255,0.0222236
27,0.0222787,0.0466769,0.0100496,0.00677864,0.0282566,0.0216456,0.0238393,0.0173912,0.0174979,0.0453142,0.014972,0.026586,0.0276817,0.0281694,0.0262196,0.0187392,0.0253533,0.00926164,0.0170576,0.0382436,0.0458544,0.0911291,0.0476282,0.0150684,0.0231471,0.0485016,0.0172493,0.0857496,0.0806136,0.0465298,0.029982,0.0245677,0.0374931,0.0188723,0.0246947,0.0394991,0.0151645,0.0167731,0.0183183,0.0127428,0.0238826,0.0263851,0.0261499,0.0217734,0.0227811,0.0225147
28,0.0214056,0.0464274,0.0114291,0.00727761,0.0293262,0.0209581,0.0202659,0.0193062,0.0173523,0.0446793,0.0152333,0.0294223,0.0274837,0.027661,0.0259162,0.0191328,0.0263349,0.0099241,0.0202336,0.0384032,0.0461964,0.0908505,0.048581,0.0163755,0.0232732,0.0485468,0.0186084,0.0855106,0.080035,0.0461326,0.0290259,0.0259216,0.0371386,0.0196243,0.0240789,0.0413601,0.0170334,0.0189123,0.0201494,0.0137199,0.026993,0.0293141,0.029264,0.0243498,0.0254258,0.0225316
29,0.0208765,0.0457134,0.0129616,0.00926499,0.0300701,0.0205566,0.0180836,0.0216089,0.017305,0.043744,0.0152936,0.0318364,0.0272458,0.0277896,0.0248311,0.0199513,0.027901,0.0124583,0.0239037,0.0391535,0.0464821,0.0905088,0.0492454,0.0176183,0.0233763,0.0482582,0.0194584,0.0853536,0.0795693,0.0458156,0.028015,0.0274405,0.0363715,0.0203705,0.0230265,0.0430335,0.0189554,0.0214719,0.0222054,0.0150354,0.0296973,0.0317752,0.0320528,0.0267279,0.0276019,0.0225041
30,0.0205233,0.0446438,0.0148003,0.012346,0.0308466,0.0207886,0.0170859,0.0235491,0.0164539,0.0427069,0.0148418,0.0336473,0.0254492,0.0266415,0.0232713,0.0209341,0.0298465,0.0166193,0.0280861,0.0405215,0.0466433,0.0899911,0.0496898,0.0186949,0.0235293,0.0478322,0.0193292,0.0850254,0.0792949,0.045657,0.026907,0.0291782,0.0352339,0.0208692,0.0217447,0.0444442,0.0207917,0.023939,0.0242599,0.0170833,0.0315807,0.0336446,0.034263,0.0286159,0.0294098,0.0224919
31,0.0200907,0.0434281,0.0167918,0.0152861,0.0315658,0.0213798,0.0163462,0.0240439,0.0148663,0.0416791,0.0137769,0.0347541,0.0238467,0.0249121,0.0220614,0.0213513,0.0311966,0.0209335,0.0320003,0.0418096,0.0467047,0.0892797,0.0500214,0.0195038,0.0235522,0.0475203,0.0184893,0.0845141,0.0791566,0.0455794,0.0258641,0.030826,0.0339942,0.0209683,0.0203678,0.0457345,0.0224484,0.0259049,0.0263578,0.0194785,0.0323576,0.0347418,0.0352526,0.029698,0.0306495,0.0219215
32,0.019776,0.0422627,0.019028,0.0175429,0.0320949,0.0219869,0.0161352,0.0236724,0.0134418,0.0406462,0.012402,0.0351326,0.02353,0.0238168,0.0218218,0.02178,0.0314949,0.0242944,0.0342789,0.0426876,0.0465916,0.0883487,0.0503683,0.0201745,0.0234574,0.0474938,0.0175875,0.0837041,0.0791973,0.0455599,0.0252416,0.0325641,0.0329136,0.0207415,0.0188404,0.0467879,0.0238645,0.0273839,0.0281415,0.0214963,0.0324714,0.0348743,0.0355189,0.0298187,0.0310673,0.0210816
33,0.0192647,0.0413248,0.021179,0.0190647,0.0324342,0.0222948,0.0167594,0.0231756,0.0122748,0.0395456,0.0110919,0.0350949,0.0235081,0.0232743,0.0216349,0.0229876,0.0311364,0.0268479,0.0350197,0.0429574,0.0461277,0.0873233,0.0508059,0.0206603,0.0231027,0.0476059,0.0168406,0.0832328,0.079189,0.0456492,0.0246803,0.0339144,0.03216,0.0207221,0.0177544,0.047508,0.0246181,0.0282195,0.0290518,0.0225047,0.0320203,0.0342209,0.0352339,0.0295603,0.03039,0.0199902
34,0.0184445,0.040541,0.0231127,0.0199325,0.0325977,0.0224701,0.0175521,0.0227845,0.0114591,0.0384449,0.00988002,0.0350479,0.0230168,0.0225944,0.0211732,0.024136,0.0302988,0.029132,0.035004,0.0430595,0.0453646,0.0861758,0.0511662,0.0209067,0.0224879,0.0478517,0.016075,0.0830334,0.0793169,0.0456963,0.0241301,0.0348415,0.0317229,0.0205427,0.0172415,0.0479519,0.0243155,0.0279617,0.02873,0.0222992,0.0312585,0.03327,0.0344129,0.0290873,0.0293705,0.0189606
35,0.0178313,0.0398991,0.0248888,0.0202786,0.0321034,0.0225932,0.0181088,0.0224953,0.0110282,0.0374141,0.00862678,0.0351851,0.0224919,0.0220765,0.0207644,0.0245362,0.0292919,0.0308732,0.0346232,0.0430446,0.0442981,0.085109,0.0511841,0.0208944,0.0214733,0.0483158,0.0151823,0.082983,0.0796618,0.0449754,0.0237427,0.0353249,0.0315223,0.0200872,0.0168341,0.0483282,0.023047,0.0265159,0.0271561,0.0212493,0.030663,0.0321392,0.0332586,0.0281799,0.0287303,0.0181462
36,0.0174886,0.0392761,0.0265363,0.0202712,0.0307873,0.0224511,0.0181451,0.0222766,0.0108531,0.036462,0.00713529,0.0354059,0.0221253,0.0218916,0.0203173,0.0244933,0.0283634,0.0317025,0.0340268,0.0430297,0.0429306,0.0841709,0.050876,0.0206331,0.0201422,0.0489885,0.0140677,0.0831256,0.0803632,0.0438572,0.0236467,0.0355236,0.031452,0.0192686,0.0162042,0.0484217,0.0210582,0.0242002,0.0246305,0.0197262,0.030083,0.030641,0.0319136,0.0269952,0.0278627,0.0174905
37,0.0173721,0.0389467,0.0277978,0.0199667,0.0295522,0.021952,0.0177415,0.0219983,0.0108505,0.0356675,0.00528068,0.0355699,0.0215032,0.0217772,0.0199934,0.0237994,0.0276062,0.031368,0.0331923,0.0434273,0.0413227,0.0832688,0.0503472,0.0202823,0.0186682,0.0497622,0.0128236,0.0834451,0.0813975,0.042729,0.0238045,0.0356054,0.03138,0.018124,0.0153009,0.0479663,0.0184554,0.0212883,0.0214638,0.0178838,0.028832,0.0287676,0.0305375,0.0256052,0.026533,0.0168584
38,0.0173846,0.0390509,0.0287354,0.0193781,0.0284861,0.0210434,0.017108,0.0217083,0.0111867,0.0350266,0.00362671,0.0354861,0.020589,0.0215715,0.0200936,0.0222878,0.0269229,0.0298934,0.0322188,0.0436474,0.0393747,0.0822728,0.0497542,0.019864,0.0171068,0.0505344,0.0116708,0.0839385,0.0824684,0.0417022,0.0239222,0.0355692,0.0313462,0.0167698,0.0139837,0.0471678,0.0157915,0.0180105,0.0177135,0.0157828,0.0268051,0.02712,0.0291446,0.0238739,0.0249533,0.0159945
39,0.0176167,0.0400947,0.0293071,0.0186503,0.0275323,0.0197342,0.0166261,0.0214128,0.0117257,0.0343542,0.0035718,0.0351319,0.0196953,0.0210565,0.0202006,0.0200632,0.0260663,0.027727,0.0310223,0.0438425,0.0371439,0.0810242,0.0494049,0.0194974,0.0154256,0.0513557,0.0111516,0.0846134,0.0835568,0.0409001,0.023917,0.0352471,0.0316382,0.0153073,0.0125043,0.0461629,0.0132258,0.0144482,0.0138496,0.0135928,0.0243829,0.0253805,0.0275069,0.0218018,0.023211,0.014923
40,0.0181044,0.0404074,0.0297624,0.0178894,0.0266865,0.0183107,0.0163534,0.0211615,0.0125506,0.0331554,0.00537681,0.0346089,0.0183838,0.0198,0.0200807,0.0174606,0.0249192,0.0251117,0.0293292,0.0442975,0.0347012,0.079613,0.049543,0.0194809,0.0136998,0.0522738,0.0116081,0.0853744,0.0847451,0.0401899,0.0236324,0.0346383,0.0319452,0.0137994,0.0110504,0.0448158,0.0109299,0.0107707,0.0102248,0.0115767,0.0220599,0.0230741,0.025459,0.0194109,0.0211879,0.0137478
41,0.0187202,0.0396835,0.0301826,0.0171472,0.0259793,0.0172916,0.0161616,0.0210457,0.0134574,0.0319304,0.00771847,0.033972,0.0167691,0.0181689,0.0197754,0.0147838,0.0239833,0.0218458,0.0274404,0.0451265,0.0322696,0.0784502,0.0494166,0.0199902,0.012038,0.0531679,0.0125679,0.0861743,0.0859558,0.0395342,0.0228461,0.0339183,0.0322722,0.0125719,0.00970533,0.043363,0.00923398,0.00766205,0.00741981,0.00982091,0.0198077,0.0201978,0.0229659,0.0169762,0.0189616,0.0124389
42,0.018973,0.0382033,0.0306125,0.0164541,0.0254901,0.0166477,0.0158474,0.0211078,0.0141708,0.0307586,0.00994948,0.0332434,0.0153527,0.0166315,0.0194936,0.0126346,0.0232607,0.0181812,0.0250623,0.0460353,0.0298375,0.0775172,0.049194,0.0208672,0.0104959,0.0539777,0.013988,0.0869833,0.0871674,0.0389974,0.021855,0.0330745,0.0328514,0.0119276,0.00852931,0.0422246,0.00830938,0.00700085,0.00618219,0.00827244,0.0173887,0.0173138,0.020246,0.0144598,0.0165399,0.0113103
43,0.0188956,0.0361151,0.0308297,0.0158824,0.0251934,0.0162856,0.0153016,0.0212728,0.0144944,0.0296636,0.0118664,0.0324336,0.0143017,0.0153544,0.0194411,0.0117415,0.0227341,0.0144265,0.0217752,0.0471241,0.0272793,0.0765043,0.0490429,0.0217662,0.00908079,0.0547119,0.0157075,0.0877416,0.0883118,0.0385792,0.0216983,0.0320792,0.0336301,0.0119861,0.00770332,0.04138,0.00782953,0.00959477,0.00705851,0.00705175,0.0146018,0.0143098,0.0170821,0.0116391,0.0135889,0.0105097
44,0.0185594,0.033911,0.0299176,0.0155535,0.0250477,0.0159835,0.0146544,0.0215504,0.0146031,0.0286071,0.0135916,0.0313667,0.0135519,0.0142897,0.0193459,0.0125047,0.0226335,0.0110145,0.0177266,0.0484158,0.0248903,0.075338,0.0489141,0.0225012,0.00784095,0.0553835,0.0175319,0.088358,0.0894287,0.0382652,0.0220317,0.0309521,0.0345035,0.0121415,0.00754668,0.0406475,0.00778132,0.0134413,0.00923456,0.0065709,0.0116229,0.01105,0.0135325,0.00897256,0.0104906,0.0097856
45,0.0180208,0.032151,0.0286052,0.0156267,0.0250238,0.0156901,0.0140717,0.0219584,0.0147561,0.0275412,0.0150801,0.0299791,0.0130161,0.0133633,0.0191752,0.0148482,0.0234143,0.00776691,0.0135174,0.0499286,0.022708,0.074053,0.0487806,0.023112,0.00700048,0.0560792,0.0193431,0.0887796,0.0904459,0.0380124,0.0224347,0.0297752,0.0356744,0.0129465,0.00832989,0.0393103,0.00838996,0.017177,0.0120263,0.00722925,0.00839276,0.00785187,0.00977695,0.00678176,0.00755152,0.00898524
46,0.0174137,0.030816,0.0279937,0.0161736,0.025067,0.0155152,0.0138125,0.0225008,0.0150694,0.0265352,0.0163304,0.0283903,0.0124862,0.0122458,0.0185189,0.0180332,0.02531,0.00506423,0.00954953,0.0515925,0.0206241,0.072796,0.0486531,0.0236537,0.00660358,0.0567118,0.0210282,0.0890938,0.091401,0.0378284,0.0228672,0.0287308,0.0370759,0.0142579,0.00995282,0.0381983,0.0092011,0.0201654,0.0149119,0.00871829,0.00564865,0.00544627,0.00638268,0.00555189,0.00509894,0.0082598
