Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
9,0.04119,0.0256199,0.0154175,0.0302068,0.0129718,0.0281401,0.0190133,0.0300602,0.0203352,0.0086287,0.0119216,0.0130143,0.015978,0.00993751,0.0172325,0.031971,0.0257739,0.0298378,0.0229589,0.018458,0.0260857,0.0178052,0.0345835,0.0102301,0.0120155,0.0159019,0.0188584,0.0326989,0.0338685,0.0623269,0.0187093,0.0271976,0.0298376,0.0263514,0.0170067,0.0358905,0.00534799,0.00333188,0.00601269,0.00545909,0.0196499,0.0205576,0.0193768,0.0144908,0.0134938,0.0164395
10,0.041254,0.0241742,0.0159297,0.0298552,0.0125043,0.0295309,0.0196388,0.0295694,0.0202474,0.00889786,0.0125385,0.0124792,0.0165605,0.0122491,0.017399,0.0340214,0.025876,0.031302,0.0223131,0.0176875,0.0265311,0.0180053,0.0342095,0.0097697,0.0112142,0.0153948,0.0187641,0.0323761,0.0344256,0.0616038,0.0181796,0.0277547,0.0305541,0.0254729,0.0179292,0.0367531,0.00570236,0.00488863,0.00574999,0.00647638,0.0204764,0.0213492,0.0200835,0.0143384,0.0140247,0.0155505
11,0.0413825,0.0227091,0.0166154,0.0290128,0.01236,0.0307071,0.0201891,0.0290717,0.0200832,0.00925308,0.0132131,0.0118675,0.0181378,0.0154982,0.0174595,0.0364535,0.0259251,0.032903,0.0214286,0.0172625,0.0270058,0.0183322,0.0339178,0.00932337,0.0104488,0.015069,0.0187873,0.0320451,0.0348444,0.0608857,0.0176698,0.0287416,0.030886,0.0238796,0.0189155,0.0375999,0.00599644,0.00578135,0.00530326,0.007008,0.0213735,0.021915,0.0207766,0.0142567,0.014564,0.015525
12,0.0415427,0.0212436,0.017232,0.0276924,0.0124083,0.0314429,0.0202678,0.0286049,0.0197718,0.00975065,0.0138852,0.011134,0.0206286,0.0191769,0.0174,0.0390776,0.0258373,0.0345197,0.0203143,0.0172026,0.0274471,0.0188493,0.0335539,0.00889416,0.00965815,0.014821,0.0189654,0.0317164,0.0352287,0.0601853,0.0171814,0.029707,0.0309872,0.0227334,0.0201182,0.0383823,0.00566623,0.00606168,0.00456848,0.00696935,0.0222158,0.0223953,0.0214505,0.0142319,0.0151487,0.0159561
13,0.0416936,0.0198371,0.0176377,0.0261347,0.0125886,0.0317701,0.0200825,0.0282096,0.0192843,0.0103127,0.0145994,0.0104313,0.02353,0.02294,0.0171189,0.0416773,0.0256604,0.0360238,0.0193191,0.0174506,0.0277866,0.0195979,0.0328933,0.00844757,0.00890732,0.0146134,0.019295,0.0313325,0.0355177,0.0595133,0.0166984,0.0303328,0.0314328,0.0219798,0.0217472,0.0390798,0.00469214,0.00625174,0.00397959,0.00639623,0.022824,0.0228074,0.0221357,0.014339,0.0157445,0.0161918
14,0.0417903,0.0186236,0.0179145,0.0246152,0.0127347,0.0318326,0.0197855,0.0278501,0.0187099,0.0109343,0.0153575,0.0105128,0.0263263,0.0265437,0.0164566,0.0439025,0.0255772,0.0372278,0.0186525,0.017982,0.0280941,0.0203916,0.0321771,0.00799204,0.0079985,0.0144118,0.0197112,0.0309174,0.0356898,0.0588753,0.0163401,0.030904,0.0322401,0.0214276,0.0235368,0.0397318,0.00348813,0.00693391,0.0049897,0.00567474,0.0233188,0.0229975,0.022767,0.0147869,0.016362,0.0161274
15,0.0417932,0.017621,0.0180901,0.0232109,0.0129814,0.031723,0.0194597,0.0275334,0.0180949,0.0116068,0.0161367,0.0116493,0.0292388,0.0298017,0.0154458,0.0454317,0.025548,0.0381685,0.0187629,0.0185208,0.0283392,0.0211941,0.0315661,0.00751891,0.00704711,0.0142099,0.0202049,0.0305018,0.0357789,0.0582635,0.0160297,0.0314643,0.0335712,0.0210357,0.0253311,0.040365,0.00374054,0.00842761,0.00747104,0.0054374,0.0236942,0.0228431,0.0231643,0.0155371,0.0169622,0.0160554
16,0.0416557,0.0168756,0.0181818,0.0220064,0.0133706,0.031464,0.0192313,0.0271713,0.0174279,0.0122592,0.0168877,0.0133429,0.0320057,0.0325712,0.0145639,0.0461107,0.0257556,0.0389984,0.0192093,0.0190192,0.0285257,0.0220783,0.0311211,0.0071834,0.0064789,0.0138957,0.0207967,0.0300523,0.0357798,0.0576861,0.0157603,0.0318254,0.0351688,0.020768,0.0270168,0.0409787,0.00538859,0.0106806,0.0106058,0.00626815,0.0234107,0.0224205,0.0233048,0.0161971,0.0174557,0.0153006
17,0.0414165,0.01656,0.0181162,0.021019,0.0138593,0.0311406,0.019218,0.0266796,0.0167055,0.0128653,0.0175545,0.0149013,0.0338349,0.0347492,0.013879,0.0459748,0.0262677,0.0396565,0.0193318,0.0194684,0.0286533,0.0229135,0.0307511,0.00696352,0.0061445,0.0133887,0.0214659,0.02954,0.0356601,0.0571265,0.0155701,0.0320338,0.0362087,0.0205964,0.0285905,0.0416299,0.00707363,0.0135796,0.0138276,0.00786651,0.0223745,0.0215547,0.0230527,0.0166518,0.0178096,0.0146063
18,0.0410782,0.0167273,0.0180201,0.0202218,0.0141704,0.0309419,0.0188713,0.0263924,0.01599,0.0134305,0.018095,0.0162876,0.034454,0.0362648,0.0132715,0.0451396,0.0270138,0.0404647,0.0193404,0.0196302,0.0287642,0.0236994,0.0304291,0.00691882,0.00590294,0.0129765,0.0220553,0.0290197,0.0354698,0.0565708,0.015479,0.032143,0.0374539,0.0204589,0.0299822,0.042203,0.00843415,0.0168763,0.0168161,0.00977138,0.0211093,0.0203193,0.0222902,0.016921,0.0180223,0.0142391
19,0.0406204,0.0168131,0.0179176,0.0195648,0.0142558,0.0308897,0.0180818,0.0262005,0.0152414,0.0138821,0.0184839,0.0176364,0.0344385,0.0370724,0.0127255,0.0438604,0.0275001,0.0414092,0.0194596,0.0195798,0.0288813,0.0244222,0.0301607,0.00700205,0.00574962,0.0126651,0.0225001,0.0284977,0.0352983,0.0560032,0.0154601,0.0320803,0.0388549,0.0203102,0.0309957,0.0426633,0.00940565,0.0202298,0.0193751,0.01175,0.0197079,0.0188941,0.0212075,0.0170394,0.0180602,0.0139855
20,0.0400344,0.01693,0.017826,0.0190693,0.0143892,0.030769,0.0171805,0.0260909,0.0146093,0.0141652,0.0186837,0.0188024,0.0340973,0.0371513,0.0120985,0.0418358,0.0271486,0.0425499,0.0196388,0.0193681,0.0289652,0.0251348,0.0299278,0.00722019,0.00581013,0.0123493,0.0228258,0.0280087,0.0350602,0.0554216,0.0154351,0.0315962,0.0402657,0.0200869,0.0318147,0.0429865,0.0100662,0.023351,0.0214354,0.0136791,0.0182211,0.0172931,0.0200729,0.0170335,0.0178248,0.0138485
21,0.0393924,0.0170655,0.0177915,0.018651,0.0146005,0.0303574,0.0162239,0.0259345,0.0140672,0.0143006,0.0186636,0.0195718,0.0333427,0.0365072,0.0111613,0.039378,0.0258207,0.0437206,0.0197926,0.0190635,0.0290214,0.0258372,0.0297525,0.0074001,0.00607139,0.0119589,0.0230608,0.0275981,0.0347198,0.0548407,0.0154226,0.031176,0.041632,0.0197116,0.0325146,0.0430847,0.0108617,0.0259274,0.0230816,0.0156702,0.0167216,0.0158214,0.0189431,0.0169542,0.0173529,0.0137044
22,0.0387523,0.0171361,0.0177496,0.0182415,0.0149168,0.0296561,0.0152942,0.0257166,0.0135115,0.0143015,0.0184327,0.0198704,0.0320842,0.0351745,0.00998641,0.0370188,0.0236459,0.0446891,0.0199281,0.0186212,0.0290475,0.0264162,0.0296177,0.00758084,0.00637864,0.0115354,0.0230539,0.0270939,0.0343279,0.0542459,0.0154123,0.0312904,0.042814,0.0191504,0.0330235,0.0430502,0.0117106,0.0279299,0.024441,0.0171243,0.0153479,0.0147423,0.0178277,0.0167492,0.0167987,0.0135915
23,0.0380554,0.0171146,0.017875,0.0178161,0.0154335,0.0286331,0.0144137,0.0255395,0.0129971,0.0142127,0.0179721,0.0198198,0.0307065,0.0332203,0.00885451,0.0355407,0.0220188,0.0450637,0.0199133,0.0180836,0.0289621,0.0269108,0.0295031,0.00779519,0.00663098,0.0110464,0.0228219,0.026394,0.0338859,0.0536802,0.0154084,0.0313153,0.0438073,0.0185238,0.0333966,0.0428304,0.0124585,0.0293705,0.025386,0.0180676,0.0140795,0.0138988,0.0168054,0.0164468,0.0161411,0.0136653
24,0.0373503,0.0170502,0.0182664,0.0173826,0.0161342,0.0274188,0.013621,0.0253376,0.0124954,0.0139675,0.0173419,0.0197656,0.0289819,0.0307456,0.00786049,0.03443,0.0226693,0.0444433,0.0197626,0.017612,0.0288341,0.0273295,0.029413,0.00799089,0.00694107,0.0105048,0.0223401,0.0257276,0.0333984,0.0531846,0.0152621,0.0312519,0.0449322,0.0180118,0.0336021,0.0423815,0.0129293,0.0303286,0.0258881,0.0187179,0.0131709,0.0129028,0.0158808,0.0160001,0.0153786,0.0142419
25,0.0366412,0.0170048,0.0187757,0.0171044,0.0170281,0.0262526,0.0129566,0.0250696,0.0119034,0.0136063,0.0165471,0.0200092,0.0268873,0.0278869,0.00720504,0.033242,0.0247746,0.0425529,0.019539,0.0172308,0.0286961,0.0276287,0.0293574,0.00820093,0.00744826,0.00993156,0.0216132,0.0251648,0.0329192,0.0527636,0.0149614,0.0313423,0.0458962,0.0172712,0.0336105,0.0417833,0.0131372,0.0309368,0.0259664,0.0191262,0.0124655,0.0119006,0.0150109,0.015475,0.0145562,0.0150469
26,0.0359185,0.0170837,0.0194262,0.0172864,0.0180033,0.0253519,0.0124608,0.0247581,0.0113624,0.0131379,0.015658,0.0205697,0.0245125,0.0248209,0.00708357,0.0319758,0.0268909,0.0393129,0.019176,0.0168058,0.0285288,0.0278903,0.0293438,0.00838814,0.00792248,0.00937121,0.0206711,0.0246583,0.0323399,0.0523941,0.0144347,0.0313319,0.0456677,0.0163343,0.0333843,0.0413342,0.0131419,0.0311996,0.025759,0.0192252,0.0117986,0.0109366,0.0139432,0.0148607,0.0136933,0.0156421
27,0.0352211,0.0171718,0.0196241,0.0183981,0.0191293,0.0249654,0.0123258,0.0244331,0.0109968,0.0126169,0.0146649,0.0211847,0.0219921,0.0217733,0.00714059,0.0306174,0.0281393,0.0354124,0.0181568,0.0160836,0.0284094,0.0281252,0.0293914,0.00854572,0.00819963,0.00895596,0.0195204,0.0241272,0.031729,0.0520622,0.0137063,0.0311616,0.0454859,0.0153588,0.0329272,0.0410599,0.0130917,0.0311194,0.0253856,0.0191568,0.0112234,0.0100899,0.0126495,0.0141806,0.0128395,0.015891
28,0.0345201,0.0172414,0.0189937,0.0200013,0.0203364,0.0251719,0.0124682,0.0240695,0.0107215,0.0121084,0.013607,0.0214911,0.0194484,0.0190412,0.00728149,0.0291735,0.0281226,0.0313146,0.0167722,0.0152419,0.0283784,0.0281872,0.029506,0.00872496,0.00830268,0.0085984,0.0180958,0.023498,0.0311589,0.0517691,0.0130566,0.0308931,0.0457484,0.0144116,0.0322258,0.0408151,0.013033,0.0307681,0.0248654,0.019083,0.010816,0.00945615,0.0116959,0.0135178,0.0121805,0.0158641
29,0.0338587,0.0174614,0.0186378,0.019611,0.0218009,0.0254784,0.0125229,0.0235509,0.0103471,0.0115126,0.0124634,0.0212847,0.0173213,0.0170022,0.00745861,0.0273757,0.0267954,0.0274002,0.0153067,0.0150477,0.0284051,0.0282396,0.0296396,0.00906801,0.00848309,0.00799665,0.0164506,0.0227738,0.0305861,0.0514675,0.0123295,0.0308028,0.0460311,0.0136901,0.0314387,0.0405144,0.0130345,0.0301187,0.0241875,0.0190287,0.010567,0.00921305,0.011176,0.012946,0.0118392,0.0164717
30,0.0331432,0.0179679,0.018716,0.0161771,0.0234318,0.0243872,0.0128178,0.0228735,0.00996774,0.0108729,0.0113128,0.0207935,0.0162983,0.0160243,0.00824883,0.025095,0.0246368,0.0237744,0.0131564,0.0162628,0.0286008,0.0282661,0.0297204,0.00951546,0.00897736,0.00734988,0.0146827,0.0220456,0.0299532,0.0511906,0.0114084,0.0310451,0.0461902,0.0131941,0.0305556,0.0406786,0.0129444,0.0293364,0.0233893,0.0189204,0.0106757,0.00938896,0.0110062,0.0126678,0.0119413,0.0171938
31,0.032343,0.0186618,0.0190872,0.0121015,0.0244448,0.0208496,0.0128899,0.0221172,0.00968616,0.0103426,0.0101259,0.0205732,0.0168559,0.0161988,0.0106803,0.0224381,0.0220949,0.0203352,0.0106206,0.0186383,0.0288983,0.0282753,0.0298345,0.0100349,0.00953387,0.00680627,0.012793,0.0214981,0.0293142,0.0510087,0.0104012,0.0314344,0.0461905,0.0130415,0.0297017,0.0410684,0.0130036,0.0284035,0.0224456,0.0185987,0.0111634,0.00989331,0.0113053,0.0128073,0.012408,0.0178644
32,0.0313896,0.019389,0.0197649,0.010333,0.0245249,0.0151263,0.0100818,0.0213171,0.00954068,0.00993645,0.00890954,0.0210564,0.0173033,0.0166324,0.0130594,0.019497,0.0196868,0.0166335,0.00806802,0.0201909,0.0292077,0.0282442,0.0303515,0.0105907,0.0101653,0.00624006,0.0107378,0.0212613,0.0286188,0.0509081,0.00945355,0.0316549,0.0460066,0.0132264,0.0289527,0.0413474,0.0131728,0.0272338,0.0215658,0.0181485,0.0119204,0.0108215,0.0121312,0.0133193,0.0130154,0.0185222
33,0.0300556,0.02015,0.0205434,0.00965161,0.0253703,0.0121273,0.00971006,0.0205556,0.0095594,0.00960469,0.00765515,0.0226035,0.0161557,0.0160069,0.0136298,0.015879,0.0172616,0.0129552,0.00602958,0.0215991,0.0295262,0.028118,0.0313659,0.011153,0.0109378,0.00550635,0.00845863,0.0204858,0.0278814,0.0509392,0.00857463,0.0318713,0.0459859,0.013677,0.0283177,0.0418224,0.0133376,0.0256933,0.0206899,0.0177585,0.0130102,0.0121836,0.0134206,0.0141968,0.0141577,0.0192928
34,0.0285237,0.0207906,0.02138,0.00924158,0.0270452,0.013847,0.0128935,0.019803,0.0095677,0.00931764,0.00640223,0.0247695,0.0144588,0.0139915,0.0133974,0.0118348,0.0147632,0.00890388,0.00614144,0.0226499,0.029773,0.0282424,0.0320116,0.011689,0.0118727,0.00463353,0.00601606,0.0190775,0.0271511,0.0511537,0.00824115,0.0321658,0.0461025,0.0143986,0.0279164,0.0424304,0.013414,0.0240172,0.0198134,0.0174971,0.0144063,0.0139772,0.015175,0.0154062,0.0156228,0.0200882
35,0.0269104,0.0211873,0.0222325,0.00924029,0.0291064,0.014972,0.0157553,0.0189817,0.00961591,0.00910276,0.00530123,0.0268085,0.0140114,0.0132817,0.0139452,0.00840701,0.0128164,0.00425585,0.00941209,0.0220787,0.029931,0.0285061,0.0324865,0.0122146,0.0129584,0.00395554,0.00379187,0.0181405,0.0263363,0.0515026,0.00826842,0.0326235,0.0462489,0.0152278,0.0277364,0.0432119,0.0136658,0.0223784,0.0190766,0.0170161,0.0159278,0.0160484,0.0173023,0.0167056,0.0172378,0.0209115
36,0.0252394,0.0212455,0.0229515,0.00929493,0.0308943,0.0153338,0.0164622,0.0182587,0.00967262,0.00877441,0.00470848,0.0283139,0.0143347,0.0160142,0.014826,0.00775907,0.0134131,0.00559138,0.0142617,0.021734,0.030209,0.0289396,0.0330971,0.0127374,0.0140296,0.00331718,0.00332271,0.0175589,0.0254777,0.0519289,0.00800665,0.0333519,0.0463281,0.0161666,0.0276551,0.0440919,0.0139951,0.0206643,0.018395,0.0163846,0.0174008,0.0182464,0.0196169,0.0178141,0.0189621,0.0218733
37,0.0236519,0.0211712,0.023471,0.0093766,0.0318143,0.0159924,0.0161459,0.0176541,0.00957083,0.00888773,0.00502976,0.0294194,0.0131078,0.0173014,0.0141779,0.00913852,0.0162804,0.0117464,0.0195178,0.0220896,0.0304148,0.0293866,0.0339693,0.0132183,0.0152078,0.00270226,0.00529936,0.0173258,0.0246111,0.0523905,0.00805043,0.0345413,0.0463084,0.0170972,0.0275117,0.04482,0.0141694,0.0189715,0.0178145,0.0155851,0.0186416,0.0202721,0.0217518,0.0186428,0.0204984,0.0227799
38,0.0221992,0.021214,0.0238006,0.0100563,0.0335881,0.0166623,0.0155779,0.0172637,0.00953059,0.00940684,0.00628801,0.0300832,0.0120314,0.0154253,0.0115781,0.0109451,0.0188061,0.0168864,0.0241755,0.0226794,0.0305793,0.0298552,0.0349829,0.0137625,0.0164459,0.00223408,0.00794923,0.0173109,0.0237775,0.0528846,0.00860722,0.0360442,0.0461108,0.0179644,0.0272422,0.0453927,0.0142232,0.017462,0.0172292,0.01458,0.0195865,0.0216066,0.0234198,0.0192043,0.0216865,0.0235436
39,0.0210966,0.0213716,0.0238696,0.0113373,0.0357402,0.0174852,0.0144073,0.0171377,0.00969993,0.00997585,0.0079544,0.0304183,0.0134603,0.012671,0.00971556,0.0150374,0.0205509,0.0207166,0.0272889,0.0229913,0.030691,0.0303711,0.0358429,0.0144436,0.017518,0.0021382,0.0103112,0.0173788,0.0230679,0.0533305,0.0090058,0.037462,0.0456811,0.0188274,0.0269833,0.0460669,0.014083,0.0163065,0.0167707,0.0134021,0.0201207,0.0226025,0.0243551,0.0195295,0.0224101,0.0241962
40,0.020839,0.0215684,0.0235328,0.0128166,0.0376324,0.0186743,0.0128137,0.0173721,0.0100428,0.0102458,0.0093815,0.0308357,0.0151822,0.0117613,0.0114381,0.0187248,0.0223585,0.0236803,0.028562,0.0232377,0.0307773,0.0309206,0.0364788,0.0151467,0.0183733,0.00243349,0.0120635,0.0175361,0.0224609,0.0534474,0.00935888,0.0383046,0.0450604,0.0197363,0.0269172,0.0465364,0.013848,0.0158601,0.0165359,0.0122523,0.0202549,0.0232697,0.0245047,0.0195673,0.0225676,0.0247784
41,0.0212985,0.021772,0.0229423,0.0140909,0.0389018,0.0197482,0.0115481,0.0179017,0.0108039,0.0100508,0.0101748,0.0315507,0.0158381,0.0127204,0.0124403,0.0210604,0.0229738,0.0260753,0.0287347,0.0235094,0.0310221,0.0315263,0.03689,0.0158288,0.0189596,0.0027833,0.013187,0.0177628,0.022007,0.0534298,0.00977963,0.0386984,0.044304,0.0205622,0.0270327,0.0465102,0.0139665,0.0155114,0.0165425,0.0114676,0.0199555,0.0229054,0.0238403,0.0192546,0.0221194,0.0252342
42,0.0220535,0.0219783,0.0222903,0.0149781,0.0393823,0.0204189,0.0107579,0.0184315,0.0120259,0.00931258,0.0106526,0.0324434,0.0164345,0.0139407,0.0125379,0.0220667,0.0224067,0.027884,0.0288921,0.0236577,0.0311549,0.0322234,0.0371503,0.0163863,0.0195311,0.00286842,0.0137629,0.0179563,0.0218069,0.0529388,0.0101258,0.0389146,0.0436147,0.0211537,0.0271046,0.0458282,0.0142867,0.0140002,0.0166004,0.0111497,0.0192498,0.0215003,0.0227158,0.0185117,0.0211543,0.025532
43,0.022445,0.0221798,0.0217717,0.0155691,0.039424,0.0206712,0.0105278,0.0187715,0.0128714,0.0082122,0.0109294,0.0336121,0.0176803,0.0147129,0.0130693,0.0223343,0.0217869,0.0287446,0.0287937,0.0236961,0.0309954,0.0328459,0.0373416,0.0167647,0.020011,0.00264869,0.0137953,0.0180518,0.0217109,0.052254,0.0101333,0.0389258,0.0430522,0.0214833,0.0271326,0.0447147,0.0146781,0.0134954,0.0166042,0.0112075,0.018221,0.0201519,0.0214373,0.0174628,0.0199601,0.0256845
44,0.0225581,0.0223669,0.0215482,0.0159092,0.0391799,0.0207088,0.011014,0.0188955,0.0137074,0.00707401,0.0110839,0.0348143,0.0191666,0.0152207,0.0138363,0.0220865,0.0213695,0.0286924,0.0284583,0.0237912,0.0307204,0.0332202,0.0374786,0.0170253,0.0201883,0.00230155,0.0133547,0.0181686,0.0216388,0.0515406,0.00985381,0.0388035,0.0426416,0.0215253,0.0271304,0.0435311,0.0149252,0.0138132,0.016628,0.0116229,0.0170513,0.0189472,0.0202828,0.0163829,0.018811,0.0260586
45,0.0222184,0.0225494,0.021718,0.0160441,0.0387346,0.0206169,0.0118245,0.0189067,0.0143594,0.00611244,0.0112255,0.0357643,0.0200861,0.0162474,0.0142742,0.0210351,0.0218527,0.0279705,0.0279814,0.0240183,0.0302985,0.0330416,0.0375598,0.0172851,0.0203207,0.00204525,0.0127119,0.0182725,0.0215252,0.0510451,0.00961791,0.0386774,0.0425345,0.021189,0.0270284,0.0424407,0.0150902,0.0142739,0.0165363,0.0123627,0.0158496,0.0179742,0.0192433,0.015353,0.0176005,0.0264162
46,0.0213561,0.022785,0.0222992,0.016038,0.0380829,0.0203607,0.0125813,0.0185525,0.0146731,0.00543007,0.0113424,0.0364252,0.0201272,0.0180402,0.014183,0.0193109,0.02271,0.0267107,0.0276103,0.0242576,0.0297938,0.0321675,0.0376313,0.0176261,0.0205126,0.0020241,0.0122523,0.0183462,0.0214034,0.0507209,0.00959601,0.0384754,0.0425863,0.0206516,0.0268797,0.0415312,0.0150748,0.0145977,0.0162197,0.0130287,0.0147922,0.0172685,0.0180293,0.0141676,0.0163035,0.0264901
