Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
9,0.033371,0.0334204,0.0373238,0.0198401,0.0893843,0.0171366,0.031757,0.0846745,0.0717952,0.154227,0.0960341,0.0428383,0.0230528,0.022379,0.0143761,0.0364706,0.041126,0.0420402,0.0445782,0.0450913,0.279932,0.255683,0.0161123,0.0569378,0.0315676,0.079785,0.0271788,0.106939,0.121211,0.0654004,0.0247698,0.0381509,0.0693643,0.0476963,0.0446583,0.0507124,0.0432715,0.0342624,0.042706,0.0357332,0.0326964,0.027658,0.0293341,0.0351129,0.03082,0.074901
10,0.0330681,0.0329839,0.0391681,0.022338,0.0898201,0.0180332,0.0286612,0.0864344,0.0714953,0.159849,0.0967857,0.0450837,0.025375,0.0209299,0.0187868,0.0386907,0.0409115,0.0455269,0.0448531,0.046671,0.284378,0.261357,0.0160497,0.0570934,0.0316345,0.0815215,0.0263959,0.108166,0.122383,0.0660584,0.0258124,0.039633,0.0695792,0.0468564,0.0442388,0.0521078,0.0438086,0.0353184,0.0424984,0.037417,0.0330392,0.0278243,0.0298389,0.0347752,0.0307791,0.0747095
11,0.0332019,0.0326299,0.0407887,0.0249724,0.0899065,0.0198356,0.0271593,0.0881366,0.0709395,0.165818,0.0977591,0.046114,0.0287373,0.022297,0.0218855,0.0407145,0.0405883,0.0473548,0.0446856,0.0477368,0.289214,0.267763,0.0165032,0.0576648,0.032101,0.0835716,0.0256452,0.110034,0.123668,0.0660036,0.0269567,0.040292,0.0702326,0.0459148,0.0440841,0.0528046,0.0435057,0.0351995,0.0412349,0.0383456,0.0322827,0.0267401,0.0293853,0.0340004,0.0303032,0.0748569
12,0.0334756,0.0324276,0.0419722,0.0271618,0.0896679,0.0217034,0.0265935,0.0897461,0.0706404,0.171946,0.0989569,0.0456456,0.030692,0.0240727,0.0240269,0.0427198,0.0400961,0.0489165,0.0443925,0.0481531,0.294004,0.274467,0.0172493,0.0584816,0.0328715,0.0858976,0.0254374,0.112268,0.125218,0.065634,0.028323,0.0405419,0.0711808,0.0448204,0.0439051,0.0533652,0.0429552,0.0342913,0.0396102,0.0377273,0.0307174,0.024941,0.0279426,0.0327424,0.0295026,0.0755594
13,0.0335418,0.0324414,0.0425429,0.0289767,0.0891767,0.0235692,0.0264031,0.0912554,0.0706059,0.178094,0.100449,0.0444887,0.0319099,0.0254375,0.0259289,0.0443513,0.0393139,0.0504181,0.044075,0.0485932,0.298322,0.281165,0.0180623,0.0594864,0.0339432,0.0883071,0.0265257,0.114682,0.127121,0.0651412,0.0297467,0.0404778,0.0723328,0.0434111,0.0432706,0.054366,0.0425537,0.0335583,0.0377969,0.0375848,0.0289892,0.0229253,0.0260978,0.0314113,0.0287756,0.0766085
14,0.0332358,0.0326036,0.0429888,0.030496,0.0884958,0.0252494,0.026575,0.0927183,0.0706933,0.18413,0.102147,0.0432276,0.0325157,0.0267898,0.0263966,0.0452559,0.0386609,0.0512197,0.0437528,0.0493895,0.30291,0.287585,0.0188579,0.06111,0.0353313,0.0907813,0.0292086,0.117166,0.12935,0.0645287,0.0311083,0.0400905,0.0735696,0.0417406,0.0421007,0.0554824,0.0420495,0.0330948,0.0360672,0.0387104,0.0273579,0.0209482,0.0243785,0.0302227,0.0283012,0.0780781
15,0.0325951,0.0325932,0.0430869,0.0315726,0.0875326,0.0266411,0.0269305,0.0941728,0.0707392,0.190082,0.103497,0.0417671,0.031877,0.0276729,0.0254403,0.045232,0.0380817,0.0511745,0.0433821,0.0503287,0.30775,0.293287,0.0195222,0.0634053,0.036914,0.0932527,0.0331072,0.119723,0.131854,0.0638304,0.032162,0.0393681,0.0747033,0.0398939,0.0405626,0.056217,0.0412857,0.0328963,0.0345825,0.0394908,0.0256388,0.0192135,0.0229516,0.0292614,0.0265144,0.0796361
16,0.0321681,0.0320271,0.0426356,0.0321263,0.0863774,0.0277536,0.0271856,0.0956029,0.0706433,0.195854,0.104473,0.039932,0.0303746,0.0277312,0.0244105,0.0439789,0.0374738,0.0499897,0.0424161,0.0507943,0.312363,0.298578,0.0200273,0.0661973,0.0387216,0.0958766,0.0377187,0.122303,0.134583,0.0631726,0.0326262,0.0382854,0.0755513,0.0381633,0.0388983,0.0563344,0.0403295,0.0330911,0.0334994,0.0395589,0.023901,0.0178407,0.0222053,0.0285504,0.024313,0.0802188
17,0.0321322,0.0307899,0.0418345,0.0322671,0.0851857,0.0285896,0.0272114,0.096975,0.0705631,0.201214,0.105082,0.0380929,0.0289813,0.0274132,0.0240767,0.0415264,0.036389,0.0474154,0.0408918,0.051708,0.316528,0.303719,0.0205637,0.0693443,0.0408856,0.0985774,0.0425954,0.125066,0.137529,0.0626047,0.0321856,0.0369433,0.0763678,0.036817,0.0374409,0.0561781,0.0393012,0.0337778,0.0331114,0.0391314,0.0224602,0.0170908,0.0226317,0.0279618,0.0223015,0.0807601
18,0.0322309,0.0291933,0.0409298,0.0325373,0.0838342,0.0292293,0.0271946,0.0982409,0.0706806,0.20609,0.105234,0.0366926,0.0281417,0.0272357,0.02458,0.0382507,0.0345055,0.0437942,0.0386769,0.053491,0.320126,0.308784,0.021233,0.0727193,0.0434861,0.101203,0.047358,0.127737,0.140532,0.0620474,0.0308937,0.0355931,0.0780982,0.0360803,0.0364314,0.0562489,0.0385945,0.0350132,0.0337434,0.0383548,0.0213847,0.0166355,0.0226017,0.027402,0.0223577,0.0816713
19,0.0324838,0.027976,0.0400315,0.0335819,0.0822184,0.029971,0.0276277,0.09938,0.0708995,0.210839,0.105012,0.0357601,0.0279712,0.0273169,0.0254794,0.0345832,0.0316303,0.03993,0.0355928,0.0561002,0.323177,0.313577,0.0220643,0.0761539,0.0463019,0.103834,0.0518402,0.129348,0.143328,0.0614076,0.0296269,0.0345713,0.0798226,0.0359436,0.036123,0.0563493,0.0380912,0.0372897,0.035202,0.0378797,0.0204469,0.0160374,0.0222141,0.0275835,0.0267136,0.082713
20,0.0329188,0.0275147,0.0391772,0.0358313,0.0807442,0.0312263,0.0290444,0.100357,0.0710395,0.215305,0.104612,0.0349931,0.0281367,0.0276676,0.0267159,0.0313746,0.0281298,0.0365243,0.0320533,0.0590218,0.325708,0.317797,0.0230921,0.079348,0.0492017,0.106417,0.0560408,0.128784,0.145762,0.0605837,0.0292598,0.0339229,0.0814067,0.036329,0.0368338,0.0561148,0.0375269,0.0407112,0.0372868,0.0374987,0.0194249,0.0149746,0.0220614,0.0280371,0.0291985,0.0835846
21,0.0332249,0.0277543,0.0384564,0.0394977,0.0795821,0.0328839,0.0316112,0.101275,0.0709601,0.219211,0.104254,0.0341753,0.028389,0.0281669,0.0280985,0.0286625,0.0250304,0.0335339,0.0286381,0.0620842,0.327798,0.321506,0.0243856,0.0821767,0.0518872,0.108723,0.0599341,0.128943,0.14795,0.059568,0.0291948,0.0327295,0.0832407,0.0375809,0.0387891,0.0559773,0.0368701,0.0448701,0.0396462,0.0365115,0.0183951,0.013497,0.0220519,0.0283753,0.0290536,0.0838567
22,0.0329311,0.0285371,0.0378321,0.0444198,0.0780765,0.0345917,0.0346023,0.102197,0.070846,0.222278,0.10407,0.0335073,0.0288484,0.029117,0.0283127,0.0263532,0.0231263,0.0309161,0.0258849,0.0655362,0.32954,0.32483,0.0257784,0.0845363,0.054211,0.110734,0.0636312,0.12987,0.149774,0.0584727,0.0283182,0.0312879,0.0849218,0.0396846,0.0417927,0.0562424,0.0363345,0.049054,0.0423675,0.0356496,0.017567,0.0123376,0.0218484,0.0285745,0.0292459,0.083527
23,0.0324911,0.029256,0.0372121,0.0496624,0.0763323,0.0360111,0.0367893,0.103441,0.0707603,0.225054,0.104043,0.0331544,0.0299386,0.0307651,0.0286958,0.0245191,0.0224001,0.028816,0.0239061,0.0690589,0.331029,0.327921,0.0271415,0.0863274,0.056155,0.112433,0.067022,0.13161,0.151349,0.0573261,0.0272176,0.0301268,0.0862331,0.0423381,0.0453839,0.0570445,0.036248,0.0526446,0.0455488,0.035218,0.0170831,0.0117371,0.0214328,0.029387,0.0299414,0.0828521
24,0.0320298,0.0294212,0.0364741,0.0539884,0.0745305,0.0367758,0.0375446,0.105176,0.0707584,0.227787,0.10409,0.0333459,0.0315624,0.0327939,0.0291342,0.0231199,0.0223509,0.0271776,0.0226093,0.0722373,0.332267,0.33081,0.0283965,0.0876276,0.0576597,0.113836,0.0698408,0.134281,0.15292,0.0561802,0.027172,0.0293855,0.0871683,0.0450598,0.0489682,0.0579637,0.0367318,0.0548968,0.0486484,0.0356578,0.0170535,0.011212,0.0214104,0.0308231,0.0307682,0.0821721
25,0.0323513,0.0291283,0.0354838,0.0566617,0.0728954,0.0363865,0.0371227,0.106577,0.0707057,0.230355,0.10421,0.0340775,0.0331338,0.0342579,0.0294328,0.0218882,0.0221258,0.0260983,0.0218608,0.0749605,0.333533,0.333504,0.0295152,0.088516,0.0588288,0.115097,0.0720128,0.135709,0.15447,0.0550696,0.0282483,0.0289539,0.087623,0.0480316,0.0523363,0.0586504,0.0377139,0.056073,0.0512924,0.0367646,0.0176106,0.0107185,0.0216105,0.0325672,0.031685,0.0818344
26,0.0331423,0.0286612,0.0343584,0.0576898,0.0714689,0.0349681,0.0361395,0.107446,0.0706807,0.232634,0.10448,0.0348695,0.0337139,0.0348693,0.0293078,0.020883,0.0214414,0.0256331,0.0214354,0.0770716,0.334809,0.33593,0.0304366,0.0889041,0.0598091,0.116217,0.0735891,0.135958,0.155446,0.0540897,0.0296548,0.0287777,0.0876522,0.0511412,0.0553814,0.0589879,0.03873,0.0566669,0.0530878,0.0381047,0.0186551,0.0103689,0.0217539,0.0342255,0.03265,0.0824925
27,0.0337516,0.0282717,0.0340947,0.0578545,0.0701469,0.0331238,0.035347,0.107977,0.0703927,0.234544,0.104932,0.03516,0.0332235,0.0345431,0.0288159,0.0201967,0.0203397,0.0254833,0.0213876,0.0783134,0.335803,0.337887,0.0310248,0.0889284,0.0606922,0.117128,0.0744148,0.135897,0.155985,0.0531925,0.0309229,0.0288555,0.0874536,0.0539191,0.0577393,0.0586136,0.0393267,0.0565496,0.054212,0.0388596,0.0199612,0.00998842,0.0214938,0.0352939,0.0335154,0.0838668
28,0.0337225,0.0281604,0.0343718,0.0582763,0.0689794,0.0316237,0.0355004,0.108288,0.0698621,0.235889,0.105419,0.0347624,0.0326238,0.0338726,0.0279635,0.0199146,0.0188808,0.0258196,0.0216976,0.07961,0.336435,0.339158,0.0313864,0.0888029,0.0615944,0.117799,0.0746874,0.135975,0.156009,0.0523573,0.0317331,0.0291644,0.0873423,0.05643,0.0596228,0.0580076,0.0395183,0.0558146,0.054738,0.0388627,0.0208359,0.00944411,0.0208293,0.0354174,0.0339616,0.0857649
29,0.0336921,0.0284445,0.034443,0.0593533,0.0681499,0.0310852,0.0361123,0.108286,0.0693498,0.236532,0.105686,0.0340569,0.0320499,0.0338748,0.0272334,0.0198835,0.0172874,0.0266441,0.0221643,0.0815592,0.336549,0.33952,0.0315642,0.0886815,0.0627558,0.118277,0.0743349,0.135747,0.155806,0.0516176,0.0318858,0.029644,0.0876624,0.0583831,0.0614678,0.057225,0.0393963,0.0545583,0.054606,0.0378888,0.0205951,0.00863133,0.0197467,0.0342351,0.0334589,0.087949
30,0.0339067,0.0290634,0.0347484,0.0592564,0.0675803,0.031632,0.0364517,0.108081,0.0689916,0.236398,0.10553,0.0335542,0.0317889,0.0347867,0.0267082,0.0200405,0.0156944,0.0277532,0.0225614,0.0823323,0.335969,0.339073,0.031299,0.0885508,0.064373,0.118549,0.0733489,0.135312,0.155421,0.0510395,0.0314762,0.0302276,0.088454,0.0596286,0.0622925,0.0564602,0.0389119,0.0522934,0.0537725,0.0363177,0.0191005,0.0076175,0.0181356,0.0318738,0.0318886,0.0899568
31,0.0338612,0.0299358,0.0352431,0.0594972,0.0671899,0.0321091,0.0364174,0.107614,0.0686302,0.235523,0.104905,0.0335657,0.0319033,0.0357422,0.0264267,0.0204726,0.0143462,0.028947,0.023071,0.0833811,0.334755,0.33818,0.0307941,0.0885346,0.0663927,0.11842,0.0720013,0.134713,0.154461,0.0506021,0.030598,0.0308516,0.0896354,0.0598308,0.0620271,0.055651,0.0382371,0.0492399,0.0521762,0.0349851,0.0165975,0.00673722,0.016353,0.0288404,0.0295984,0.09157
32,0.0334285,0.0310409,0.0360387,0.0613587,0.0666489,0.0328359,0.0365326,0.106988,0.0681546,0.233847,0.103921,0.0342361,0.0322855,0.0360103,0.0264068,0.0210896,0.0134934,0.0301616,0.0236944,0.0856207,0.333097,0.337091,0.0302139,0.0885861,0.0682806,0.117389,0.070491,0.133893,0.152937,0.0502157,0.029369,0.0316323,0.090911,0.0593017,0.0609564,0.0547488,0.0376472,0.0460912,0.049891,0.0338736,0.0138413,0.0065026,0.0151448,0.0255467,0.027202,0.0926943
33,0.0326824,0.0321211,0.0369294,0.0644517,0.0658785,0.0340759,0.0371657,0.106279,0.067713,0.231565,0.102713,0.0354949,0.0326608,0.0361314,0.0263617,0.0219119,0.0132449,0.0316564,0.0245733,0.0886184,0.331157,0.335139,0.029569,0.0884845,0.0693408,0.115134,0.0688716,0.133059,0.151712,0.0497788,0.0280389,0.0324738,0.0918049,0.0583579,0.0596868,0.0537543,0.0371197,0.0432162,0.0473088,0.0324321,0.0114404,0.0066468,0.0150026,0.0224167,0.0251248,0.0931084
34,0.031774,0.0331283,0.0377726,0.0676977,0.0653226,0.0356927,0.0381023,0.105407,0.0674874,0.229291,0.101376,0.0371271,0.0328896,0.0365872,0.0260066,0.0230219,0.0136549,0.033239,0.0257533,0.0915758,0.32917,0.33264,0.0287536,0.0880349,0.0690971,0.113304,0.0672815,0.131956,0.150465,0.0492421,0.0267322,0.0332786,0.0911175,0.0567007,0.0576491,0.0522332,0.0363139,0.0405229,0.0444118,0.0306775,0.00958695,0.00663239,0.0151002,0.0198961,0.023482,0.0925826
35,0.0308444,0.0339747,0.0384964,0.0703021,0.0649735,0.0374485,0.0391006,0.104226,0.0670598,0.227125,0.0999599,0.0391638,0.0331824,0.0373374,0.025513,0.0244375,0.0146859,0.0347143,0.0271096,0.0942229,0.327342,0.329953,0.0279004,0.0870888,0.0677856,0.111919,0.0655824,0.130639,0.149239,0.0486613,0.0255205,0.034135,0.0888306,0.0542795,0.0548398,0.050191,0.0351572,0.0375053,0.0412474,0.0290238,0.00825136,0.00653892,0.0154003,0.0179394,0.022142,0.0911981
36,0.0303589,0.0346937,0.039239,0.0724145,0.0648425,0.0391236,0.0401697,0.10279,0.066464,0.224912,0.0985542,0.0414532,0.0334556,0.0380669,0.0251233,0.025993,0.0162194,0.0365251,0.0285806,0.0965615,0.325577,0.327201,0.0273014,0.0857892,0.0658993,0.11063,0.0639738,0.129101,0.147926,0.0480966,0.0244638,0.0350621,0.08552,0.0512264,0.0514632,0.0475652,0.0342157,0.033324,0.03835,0.02766,0.00728817,0.00669104,0.0162356,0.0161411,0.0212936,0.0893745
37,0.0306892,0.035228,0.0399931,0.0743214,0.0650868,0.0404678,0.0413693,0.101144,0.0660736,0.22215,0.0973027,0.0437542,0.0336716,0.0385052,0.0250229,0.0276336,0.0179728,0.038318,0.0302049,0.0981832,0.323976,0.324319,0.026812,0.0843135,0.0638968,0.109132,0.0624472,0.127299,0.146406,0.0476176,0.0235381,0.0360252,0.0815085,0.0477624,0.0475756,0.0443533,0.0338146,0.027379,0.0347631,0.0267376,0.00734794,0.00783708,0.0175951,0.0145252,0.0203264,0.087281
38,0.031123,0.0354494,0.040508,0.0756684,0.0656516,0.0414245,0.0425385,0.0994966,0.0656809,0.219074,0.0962875,0.0458601,0.0338305,0.0389089,0.0251065,0.0291602,0.0195055,0.0401941,0.0317566,0.0995326,0.322282,0.321292,0.0260639,0.0827484,0.0620495,0.107358,0.0607956,0.125289,0.144567,0.0472634,0.0226816,0.036744,0.0780564,0.0441271,0.0436422,0.0407539,0.0338691,0.021801,0.0292214,0.0268083,0.00842598,0.0105863,0.0186477,0.0136014,0.0193324,0.0852118
39,0.031468,0.0353427,0.0406713,0.0763707,0.0658635,0.0418812,0.043457,0.0978743,0.0650749,0.215655,0.0955912,0.047713,0.0338891,0.0391754,0.0252679,0.0305763,0.0209756,0.0419038,0.0331653,0.101341,0.320478,0.317971,0.0252539,0.0810252,0.0603071,0.105273,0.0590704,0.123153,0.142553,0.0470424,0.0216757,0.0370014,0.0759268,0.0406609,0.0404629,0.0374268,0.0335051,0.0197218,0.0228728,0.0278863,0.0102491,0.0135095,0.0187739,0.0129928,0.018564,0.0831777
40,0.0319374,0.0349312,0.0408061,0.0766955,0.0657831,0.0417664,0.044035,0.0962679,0.0645727,0.211862,0.0952021,0.0493762,0.0337831,0.0393496,0.0256515,0.0317708,0.0224807,0.0432904,0.0341854,0.102446,0.318223,0.314039,0.0245963,0.0791228,0.0584573,0.103,0.0573924,0.120955,0.140422,0.0470125,0.0204395,0.0370819,0.0749213,0.0376445,0.0379509,0.0345503,0.0322959,0.0191576,0.0186204,0.0288738,0.0121916,0.0166902,0.01854,0.0118399,0.0179544,0.0812708
41,0.0321263,0.034206,0.040909,0.0768442,0.0657298,0.0411487,0.0442561,0.0946274,0.0644092,0.20767,0.0951395,0.0509528,0.0336996,0.0395722,0.0256929,0.0328655,0.0239626,0.0443206,0.0350088,0.10284,0.315498,0.309573,0.0242026,0.0768915,0.0564987,0.100564,0.0556575,0.118564,0.138099,0.0471676,0.0194205,0.0372643,0.0740536,0.0349904,0.0361016,0.0321503,0.0304054,0.0172001,0.0163404,0.0287194,0.0146859,0.0203894,0.0186836,0.0102486,0.017477,0.0795737
42,0.0316848,0.0332624,0.0409461,0.0769393,0.0655716,0.0408311,0.0442348,0.0930081,0.0641929,0.203016,0.0953841,0.0525168,0.0336538,0.0399817,0.0254424,0.0338367,0.0250182,0.0452299,0.0360867,0.103023,0.312348,0.305413,0.0240924,0.0743437,0.0544111,0.0980066,0.0535872,0.116054,0.135572,0.0475482,0.018902,0.0374052,0.0732118,0.0325617,0.0349015,0.0304133,0.0282206,0.0142834,0.0141555,0.0267512,0.0174387,0.0231735,0.0188354,0.00904447,0.0166316,0.0781512
43,0.0312933,0.0320255,0.0409736,0.0768759,0.0655798,0.0406665,0.0440853,0.0911335,0.0640299,0.197898,0.0955802,0.0541467,0.0335971,0.0403035,0.0250138,0.0346074,0.0258711,0.0460345,0.0371987,0.102941,0.308725,0.301063,0.0243076,0.0716377,0.0521341,0.0954009,0.0512184,0.113479,0.132931,0.0481653,0.0190473,0.0376159,0.0725516,0.030781,0.0342731,0.0292855,0.0260625,0.0111761,0.0119374,0.0231119,0.0191892,0.0243274,0.0184429,0.00869014,0.0149986,0.0771194
44,0.0315128,0.030697,0.0408577,0.0767965,0.066313,0.0402957,0.0438832,0.0897774,0.0641475,0.19252,0.0959039,0.0558301,0.033436,0.0404829,0.024567,0.0353806,0.0269813,0.0466257,0.0379334,0.102717,0.304565,0.295988,0.0247706,0.0687929,0.0496426,0.0927335,0.0486373,0.110959,0.130091,0.0490331,0.0197961,0.0378894,0.0715379,0.0290125,0.0340984,0.0287395,0.0241921,0.0092911,0.00997456,0.0192292,0.0194692,0.0241563,0.01713,0.00916084,0.0128587,0.0763383
45,0.0318578,0.0294037,0.0406301,0.0768063,0.0671533,0.0398249,0.0436582,0.0889736,0.0644518,0.186742,0.0964202,0.057548,0.0330957,0.0404424,0.0241798,0.0361321,0.0288321,0.0471088,0.0381909,0.102523,0.300041,0.290137,0.0254711,0.0658326,0.0469553,0.0900661,0.0457906,0.10851,0.126967,0.0501311,0.0209201,0.0381908,0.0702601,0.0272987,0.0345029,0.0286705,0.0226874,0.00897183,0.00890821,0.0163302,0.0183395,0.0237845,0.0151998,0.0100491,0.0108557,0.0754173
46,0.0320256,0.0281627,0.0403853,0.076759,0.0682602,0.0392483,0.0434357,0.0887556,0.0647576,0.180405,0.0970302,0.059365,0.0327346,0.040293,0.0238111,0.0368099,0.0305901,0.0476164,0.0386805,0.102351,0.295022,0.283524,0.0264207,0.0627349,0.0441475,0.0873327,0.0426433,0.106017,0.123769,0.05138,0.0222918,0.0386069,0.0688544,0.0253317,0.0343525,0.0290475,0.0215748,0.0089294,0.00922241,0.0147142,0.0162942,0.0235834,0.0133584,0.0101872,0.00954418,0.0740087
47,0.0320091,0.0269058,0.0402844,0.0766183,0.0695692,0.038497,0.0432411,0.0890829,0.0650011,0.173664,0.0976332,0.061329,0.032445,0.0400532,0.0234691,0.037193,0.0323275,0.0478892,0.0393491,0.101793,0.289298,0.276372,0.0274712,0.0595176,0.0412478,0.0844949,0.0392929,0.10341,0.120403,0.052494,0.0237537,0.0391292,0.0676797,0.0229793,0.0337643,0.0299531,0.020349,0.00899678,0.0103288,0.0138039,0.0135062,0.0231535,0.0120489,0.00868169,0.00894382,0.0719515
