Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
9,0.0326222,0.0407197,0.00790676,0.032732,0.0225108,0.0132282,0.0188807,0.0282393,0.0141738,0.0106452,0.00623135,0.0328977,0.0227726,0.0171076,0.0155726,0.0121743,0.0127549,0.0144231,0.0149464,0.0282841,0.0125934,0.0367616,0.0365273,0.0125545,0.0197299,0.0193871,0.0174488,0.0303563,0.0297237,0.0647874,0.0315019,0.0223505,0.0313552,0.0127165,0.0193732,0.0232419,0.0124901,0.0147029,0.0132583,0.0124334,0.0149062,0.014759,0.0185508,0.0108338,0.00832498,0.00970755
10,0.0333094,0.0408715,0.00779247,0.0336832,0.0216817,0.0142453,0.0186,0.0284568,0.0147111,0.0103448,0.00799426,0.03075,0.0217421,0.0171029,0.016096,0.0116016,0.01264,0.0144042,0.0147104,0.0272617,0.0128463,0.0362798,0.0364006,0.0121905,0.0194795,0.0193626,0.0175063,0.030612,0.0304623,0.0644099,0.030948,0.0220276,0.0313585,0.0153027,0.0201893,0.0237836,0.0121448,0.0145419,0.0128358,0.0116698,0.0162506,0.0170594,0.0177063,0.0132266,0.00965177,0.00900997
11,0.0339624,0.0411462,0.00742059,0.0341568,0.020949,0.0153627,0.018245,0.0286817,0.0153059,0.0101983,0.00750274,0.0285183,0.0203425,0.0169639,0.0163915,0.0116082,0.0129564,0.0142836,0.0145618,0.0260547,0.0131394,0.0356615,0.0362209,0.0119137,0.0191537,0.0192259,0.017401,0.0308266,0.0313122,0.063978,0.0304222,0.0219718,0.0307494,0.0174361,0.0203459,0.0244839,0.0117951,0.0143265,0.0123871,0.0109683,0.0172541,0.0189219,0.0134591,0.0146729,0.0106288,0.00817055
12,0.034578,0.0415158,0.00704921,0.0343799,0.0203925,0.0163064,0.017756,0.0287798,0.0159148,0.0103427,0.00707685,0.0261938,0.0190464,0.0166398,0.0166036,0.011885,0.0137499,0.0141261,0.0143826,0.0248935,0.0134466,0.035041,0.0358757,0.0115934,0.0189514,0.0190036,0.0172405,0.0309074,0.0320685,0.0634847,0.029994,0.0220746,0.0294781,0.0188742,0.0200471,0.0251456,0.0113593,0.0138027,0.0118599,0.0104259,0.0180217,0.0197115,0.0128083,0.0151982,0.0110779,0.00755256
13,0.0350881,0.0417636,0.00681471,0.0341424,0.0195002,0.0176094,0.0170123,0.0287467,0.0164666,0.010307,0.0073076,0.0239841,0.0180454,0.0162105,0.0166258,0.0122953,0.0149899,0.0139587,0.0143327,0.0239687,0.0137872,0.0345916,0.0352589,0.0111955,0.0187496,0.0187208,0.0170391,0.0309641,0.03265,0.0629887,0.0296742,0.0223251,0.0279302,0.0196934,0.0193398,0.0259362,0.0107314,0.0128761,0.0112498,0.00976968,0.0185559,0.0199404,0.0136451,0.0150401,0.0109799,0.00712457
14,0.035436,0.0419575,0.00659155,0.0333381,0.0184394,0.0186338,0.016282,0.0286973,0.0168649,0.010155,0.00781476,0.0223066,0.0175935,0.0156382,0.016526,0.0130825,0.0166162,0.0137653,0.0143273,0.0233553,0.0142383,0.0343111,0.0348015,0.0108176,0.0185397,0.0184445,0.0167816,0.0311091,0.0328789,0.062502,0.0294681,0.0227977,0.0265392,0.0203487,0.0181497,0.0270699,0.00956845,0.0113166,0.0104668,0.00848495,0.0188229,0.0197208,0.0144593,0.0144102,0.0105946,0.00787604
15,0.035631,0.0419473,0.00641215,0.032136,0.0175714,0.0193351,0.0155439,0.0286546,0.0173493,0.0100854,0.00834962,0.0211972,0.0166368,0.0149501,0.0164578,0.0140806,0.0183759,0.0135999,0.0143418,0.0229307,0.014777,0.0339897,0.0343875,0.0103723,0.0182777,0.0181496,0.0165492,0.0313204,0.0332789,0.0619919,0.0293006,0.0234036,0.0256976,0.021336,0.0168682,0.0286621,0.00764478,0.00926643,0.00933244,0.00627871,0.0186004,0.0193596,0.014861,0.0137076,0.0102202,0.0100122
16,0.035708,0.0417503,0.00654936,0.0308598,0.016873,0.0199309,0.0148281,0.0284904,0.0179555,0.0101384,0.00896905,0.0202371,0.0157272,0.0142018,0.0162794,0.0150884,0.0197831,0.0135836,0.0146103,0.0220771,0.0153013,0.0335692,0.0339401,0.009855,0.0180134,0.0178679,0.0163879,0.0314116,0.0338902,0.0614418,0.0290791,0.0242367,0.0255515,0.0226828,0.0161206,0.0302077,0.00533619,0.00685384,0.00787744,0.0034944,0.0180177,0.0190226,0.0151295,0.012844,0.0102179,0.0128056
17,0.0356111,0.0414182,0.00696203,0.0298013,0.0163106,0.0205951,0.0146771,0.0282437,0.0185517,0.0102955,0.00971784,0.0191351,0.0148521,0.0134103,0.0160658,0.0160963,0.0204052,0.0137841,0.0148561,0.0210906,0.0158618,0.0331318,0.0334964,0.0093278,0.0176869,0.0175492,0.0162122,0.0313519,0.0345823,0.0609031,0.028802,0.0250899,0.0261443,0.0239409,0.0161527,0.0315612,0.00383779,0.00470287,0.00645532,0.00256021,0.0176848,0.0189108,0.0158667,0.0122294,0.0105796,0.0153225
18,0.035396,0.0405027,0.00759463,0.0290951,0.0156064,0.0214494,0.0146944,0.0279815,0.0188837,0.010563,0.0104806,0.0179095,0.0137965,0.0126391,0.0158532,0.0171549,0.0206468,0.0143441,0.0149737,0.0199605,0.0164664,0.0328094,0.0331058,0.0087089,0.0171989,0.0171972,0.0160682,0.0312681,0.0352577,0.0603587,0.0285211,0.0259589,0.0273239,0.0245219,0.0167525,0.0327939,0.00439914,0.00442184,0.00593158,0.0046539,0.017806,0.0190461,0.0167848,0.0119145,0.0111809,0.0156142
19,0.0351474,0.0390818,0.00856306,0.0287536,0.0151831,0.0223964,0.0149575,0.0277907,0.0190776,0.0109125,0.0112298,0.0165882,0.0130862,0.0120129,0.0155973,0.0183997,0.0206789,0.0153306,0.0153555,0.0186755,0.0171612,0.0326274,0.0327455,0.00801001,0.0166397,0.0168771,0.0160637,0.0312024,0.0359475,0.0597785,0.0282281,0.0269005,0.028597,0.0240802,0.0175874,0.033979,0.0060777,0.00619373,0.00640766,0.00690534,0.0182963,0.0194029,0.0176619,0.011892,0.0119055,0.0141203
20,0.0348866,0.0375134,0.00992924,0.028789,0.0150747,0.0235596,0.0156833,0.0276108,0.0192195,0.0113802,0.0120284,0.0152851,0.0129317,0.0117036,0.0152532,0.0195578,0.0204988,0.0166101,0.0160325,0.0174064,0.017851,0.0325381,0.0323806,0.00722394,0.0160103,0.0166388,0.0161821,0.0311518,0.0366243,0.0591478,0.0279273,0.0279947,0.029471,0.0227302,0.0184576,0.0350328,0.00749161,0.00794917,0.00717938,0.00844929,0.0189145,0.0199161,0.0184699,0.0120822,0.0126575,0.0135091
21,0.0346203,0.0359019,0.0114975,0.0290131,0.0149494,0.0249387,0.0166734,0.0273601,0.0192475,0.012023,0.0129668,0.0141871,0.0133491,0.0118937,0.0148722,0.0205414,0.0200473,0.0181245,0.0164148,0.0163181,0.0185237,0.0325487,0.0319821,0.00643737,0.0151708,0.0164794,0.0164069,0.0308171,0.0372167,0.0585126,0.0275968,0.0291373,0.0295897,0.0217349,0.0193996,0.0358698,0.00803544,0.00871932,0.0074703,0.00892472,0.0195738,0.0204961,0.019203,0.0125951,0.013444,0.0149685
22,0.0344125,0.0340358,0.0129099,0.0290871,0.0145918,0.0263799,0.017571,0.0272063,0.0192267,0.0127816,0.0139715,0.0132428,0.0146599,0.0127098,0.0144805,0.02223,0.0193358,0.019946,0.0158238,0.0156006,0.0191133,0.0327285,0.031505,0.00564586,0.0142933,0.0163629,0.0168091,0.030513,0.0378543,0.0578935,0.0272819,0.0301459,0.0293765,0.0212779,0.0208843,0.0365777,0.00726626,0.00853666,0.00717184,0.00834025,0.0200937,0.0209644,0.0199729,0.0133906,0.0142517,0.0168632
23,0.0343873,0.0321296,0.0142193,0.0286581,0.0147064,0.0274923,0.0180337,0.0270764,0.0191872,0.0136583,0.0149812,0.0123209,0.0164577,0.0141678,0.0141866,0.0249722,0.0186958,0.0220713,0.0155046,0.0152829,0.019726,0.0331013,0.0309971,0.00484886,0.0133777,0.016289,0.0174522,0.0302493,0.038429,0.0573071,0.0269939,0.030917,0.0306822,0.0211948,0.0224466,0.037276,0.00527797,0.00781165,0.00694326,0.00686526,0.0204058,0.0211125,0.0207376,0.0143096,0.0150825,0.0176604
24,0.0344847,0.0301611,0.0150267,0.0274824,0.0159701,0.0279489,0.0179403,0.027019,0.0190921,0.014633,0.0159868,0.0115118,0.0189843,0.0161725,0.0141158,0.0284645,0.0187707,0.0247742,0.0159389,0.0153938,0.0202934,0.0336166,0.0304831,0.00416647,0.0125028,0.0162913,0.0183225,0.0300344,0.0389495,0.0567775,0.026723,0.0314385,0.0319744,0.0214653,0.0240133,0.0378057,0.00336013,0.00731001,0.00789858,0.00484459,0.0204523,0.0209824,0.0212831,0.0151495,0.0157808,0.0177534
25,0.0345664,0.0280468,0.0152815,0.0255895,0.0172925,0.02776,0.0173233,0.0270457,0.0189357,0.0156324,0.017022,0.0110338,0.0222864,0.0185625,0.0140048,0.0318675,0.0195075,0.0277039,0.0167159,0.015931,0.020792,0.0342705,0.0300095,0.00383751,0.0116146,0.0163716,0.0193198,0.0299428,0.0394539,0.0563122,0.0265236,0.0318793,0.0328856,0.0220215,0.0255984,0.0381457,0.00294269,0.00784383,0.0100591,0.00314464,0.0201363,0.0204949,0.0212783,0.0157766,0.0162612,0.0178021
26,0.0346423,0.026612,0.0158936,0.0235745,0.0176121,0.0273346,0.0165289,0.0271932,0.0187995,0.0165782,0.0180547,0.0110992,0.0259735,0.0211439,0.0139058,0.0348676,0.0208666,0.03035,0.0173771,0.0166959,0.0211878,0.0350165,0.0296884,0.00394045,0.0108799,0.0165027,0.0204242,0.02997,0.0399455,0.0559253,0.0264466,0.0322523,0.0336959,0.0227904,0.0271509,0.0384264,0.00418296,0.00980961,0.0128142,0.00364087,0.019511,0.0196546,0.0210304,0.0160886,0.0164422,0.0177973
27,0.0346308,0.0257787,0.0166182,0.0220688,0.0172551,0.0270827,0.0157183,0.0273385,0.0187489,0.0174898,0.0189626,0.0116464,0.0290565,0.0237066,0.0141102,0.0372196,0.022429,0.0327177,0.0182448,0.0174321,0.0215058,0.0357774,0.0293336,0.00427778,0.0103311,0.0166448,0.0215435,0.0300181,0.040329,0.0555686,0.0264776,0.032382,0.0344963,0.0235457,0.0284689,0.0386941,0.00570292,0.0128145,0.0155969,0.00573416,0.0186141,0.0183604,0.0201829,0.0159572,0.016296,0.0178054
28,0.0345721,0.0248277,0.0171323,0.0212043,0.0167432,0.0271301,0.0151682,0.0274839,0.0187116,0.018319,0.0196789,0.0125087,0.03103,0.0260424,0.0143225,0.0386983,0.0237495,0.0358795,0.0188546,0.0180177,0.0217117,0.0365073,0.0284956,0.00478187,0.00996835,0.0167816,0.0225428,0.0296348,0.0406014,0.0552405,0.0265107,0.0323988,0.0353312,0.0241775,0.0296862,0.0388901,0.00684358,0.0161772,0.0178489,0.0080417,0.0174189,0.0168162,0.0187737,0.0157342,0.0158088,0.018141
29,0.0343995,0.0241674,0.0173072,0.0209661,0.016753,0.0272726,0.0149736,0.0276591,0.0186092,0.0189673,0.0201837,0.0132351,0.0316814,0.0279654,0.0142232,0.0392367,0.024937,0.0389969,0.0191287,0.0184386,0.0219294,0.0371933,0.0276168,0.00538361,0.00967579,0.0168418,0.0234464,0.0290547,0.040761,0.0549537,0.0264975,0.0322843,0.036363,0.0246227,0.0307116,0.0389098,0.00747584,0.0192024,0.0194402,0.0099562,0.0161904,0.0151976,0.0170981,0.0156814,0.015173,0.0187105
30,0.0341297,0.0238943,0.0169232,0.0210097,0.0171308,0.0274235,0.0149908,0.0278289,0.0182864,0.0194172,0.0204664,0.0142724,0.0313053,0.0293331,0.0137904,0.0389639,0.0258325,0.0413593,0.0191376,0.0186873,0.0220467,0.0377497,0.0274558,0.00590842,0.00935427,0.0167714,0.0241754,0.0287867,0.0408259,0.0547002,0.0263953,0.0321207,0.0374342,0.0248484,0.031467,0.0387969,0.00805569,0.0213473,0.0202922,0.0113156,0.0151368,0.01373,0.0156361,0.0153385,0.0145244,0.0190356
31,0.033832,0.0241742,0.0164446,0.0210102,0.017749,0.027413,0.0150021,0.0279729,0.0178811,0.0196791,0.0205401,0.0153945,0.0300596,0.0300562,0.0131771,0.037844,0.0254294,0.0431272,0.018989,0.0186937,0.0220361,0.0382916,0.0275058,0.00636293,0.00891758,0.0165024,0.0246058,0.0286421,0.0408741,0.0544325,0.0261871,0.0318678,0.0381182,0.0249683,0.0320328,0.0385895,0.00858421,0.0224834,0.0206687,0.0121752,0.0141666,0.0124666,0.0144232,0.0148651,0.0137585,0.0184726
32,0.0334011,0.0250219,0.0161542,0.0209454,0.0185301,0.0271774,0.014982,0.0280747,0.0175626,0.0197865,0.0204081,0.0164618,0.0283868,0.0301013,0.0128159,0.0355997,0.0230194,0.0444697,0.0190149,0.0186315,0.0219296,0.0387948,0.0273681,0.00675328,0.00872925,0.0159474,0.0247532,0.0284151,0.0408755,0.0541437,0.0258702,0.0314692,0.0385127,0.0247265,0.0322902,0.0382181,0.00886659,0.0229353,0.0207073,0.0126338,0.0127643,0.0114716,0.0133449,0.0145782,0.0129314,0.0184078
33,0.0328188,0.025553,0.0155928,0.0210288,0.0193523,0.0266364,0.0148504,0.0281166,0.0172449,0.0197392,0.020022,0.017328,0.0267083,0.0294859,0.0129162,0.0326953,0.0196105,0.0448856,0.0193234,0.018526,0.0217536,0.0391849,0.0271397,0.00706972,0.00861831,0.0155593,0.024521,0.0281709,0.0406212,0.05388,0.0255157,0.0309157,0.0388583,0.0241103,0.0322052,0.0377113,0.00860675,0.0229791,0.0203751,0.0127739,0.0112826,0.010262,0.0121836,0.0141749,0.0120504,0.0186933
34,0.0321812,0.0257683,0.0147464,0.021176,0.0201004,0.025832,0.0145023,0.0280076,0.01682,0.0195239,0.0194762,0.0176359,0.0251837,0.0282735,0.0125208,0.0299423,0.0178012,0.0440169,0.0197156,0.0183663,0.021522,0.0394676,0.0269369,0.00728387,0.00852769,0.01523,0.0239416,0.0278239,0.0402405,0.0536563,0.025117,0.0302363,0.0389902,0.0232681,0.031855,0.0372138,0.00819433,0.0228645,0.0197917,0.0128431,0.0100195,0.008934,0.0108591,0.0134138,0.0110048,0.0190204
35,0.0315066,0.0262199,0.0136057,0.02126,0.0207684,0.0248867,0.0134399,0.0277782,0.0161562,0.0191744,0.0187679,0.0178744,0.0236004,0.0265693,0.011393,0.0275273,0.0182171,0.0417564,0.0199229,0.0180263,0.0212002,0.0396973,0.0268907,0.00741994,0.00845225,0.0147522,0.0231025,0.027308,0.0397585,0.0534755,0.0245821,0.0294695,0.0388129,0.0223749,0.0313549,0.0368299,0.00779052,0.0226175,0.0190366,0.0127915,0.00925712,0.00761621,0.00944894,0.012367,0.00988209,0.019557
36,0.0308855,0.0268208,0.0127455,0.0213222,0.021269,0.0240562,0.0123561,0.0274736,0.015308,0.0187042,0.0179402,0.0184247,0.0221418,0.0245168,0.0106791,0.0252588,0.0194267,0.038255,0.0198264,0.0174802,0.0207797,0.0398142,0.0269338,0.00746974,0.00836708,0.0143421,0.0219571,0.0267328,0.039233,0.0533474,0.0239412,0.0287797,0.0381644,0.0215804,0.0307938,0.036569,0.00732041,0.0222839,0.0182502,0.0125823,0.00838115,0.00635247,0.00804713,0.0112675,0.00877881,0.0200277
37,0.0302767,0.0271536,0.0121655,0.0215751,0.0216694,0.0235307,0.0116647,0.0270293,0.0146901,0.0181565,0.0169788,0.0191899,0.0208127,0.0222999,0.0103952,0.023047,0.0202388,0.0337389,0.0193342,0.0166168,0.0203575,0.0397884,0.0270963,0.00745269,0.00837974,0.0138201,0.0205695,0.0262655,0.0387352,0.0532689,0.0231911,0.0280909,0.0372389,0.0209813,0.0301909,0.0362821,0.00667696,0.0218844,0.0175602,0.0123535,0.00739079,0.00501802,0.00652251,0.0102675,0.00792907,0.0204595
38,0.0294139,0.0273045,0.0116615,0.0224559,0.0220659,0.0235733,0.0115331,0.0264946,0.0142157,0.0173341,0.0159333,0.0197771,0.0194353,0.0201459,0.0104186,0.020958,0.0198876,0.0288163,0.0181226,0.015347,0.0199978,0.0397171,0.0273415,0.0074845,0.00847426,0.0131951,0.019015,0.0257591,0.0381743,0.0532351,0.0223945,0.027533,0.036865,0.0206447,0.0295322,0.0358479,0.00598876,0.0213704,0.017013,0.0121178,0.00662408,0.00402579,0.00550773,0.0094362,0.00748506,0.0208991
39,0.0282606,0.027662,0.0112031,0.0235718,0.0225562,0.0244367,0.0120104,0.0258707,0.0136539,0.0162406,0.0148062,0.0199248,0.0182499,0.0183404,0.0106576,0.0190505,0.0182849,0.0239068,0.016177,0.0137363,0.0196713,0.0395371,0.0276527,0.00759848,0.00839683,0.0125357,0.0172468,0.0251182,0.0376208,0.0532446,0.0218445,0.0272206,0.0366625,0.0205806,0.0288425,0.0357655,0.00549002,0.0207767,0.0164984,0.0117472,0.00649063,0.00389424,0.00529006,0.00894482,0.00758081,0.0209109
40,0.0275168,0.0284271,0.010847,0.022307,0.0231277,0.0256831,0.0126931,0.0251798,0.0130649,0.0153563,0.013667,0.0196673,0.0173614,0.0172871,0.0111198,0.017014,0.015996,0.0193026,0.013725,0.0127571,0.0194313,0.039301,0.0279768,0.00795239,0.00837582,0.0118833,0.0152772,0.0243699,0.036994,0.0532468,0.0211904,0.0269849,0.0363367,0.0206146,0.0282261,0.0360283,0.00511353,0.0200693,0.0159259,0.0111256,0.00691309,0.0046833,0.00586996,0.00890504,0.0081233,0.0207876
41,0.0271012,0.0291734,0.0105515,0.0182679,0.0237464,0.0254623,0.0134126,0.0244832,0.0126913,0.0146556,0.0124652,0.0193411,0.0173023,0.0174187,0.0123795,0.0146226,0.0133808,0.0154137,0.0113367,0.0135606,0.0193753,0.0390346,0.0282476,0.00849574,0.00850356,0.0112357,0.0130712,0.0235929,0.0362402,0.0532226,0.020306,0.0267637,0.036093,0.0206776,0.0276367,0.0364254,0.00491809,0.0191569,0.0152147,0.0103455,0.00781849,0.00609527,0.00703792,0.00942366,0.0088632,0.0205473
42,0.026412,0.0295475,0.0106094,0.0152963,0.0243495,0.0216484,0.0139206,0.0237268,0.0122705,0.0140717,0.0111337,0.0193802,0.0182281,0.0184807,0.014929,0.0120321,0.0107403,0.0120113,0.00937549,0.0149097,0.0194145,0.0387265,0.0285486,0.00901846,0.00862592,0.0104133,0.0107002,0.0228437,0.0355135,0.0531722,0.0192664,0.0269278,0.0360382,0.0207544,0.0270514,0.0368975,0.00485849,0.0181722,0.0144632,0.00966254,0.00927365,0.00778734,0.00861331,0.0104155,0.00957276,0.0203388
43,0.0255038,0.0295379,0.0110231,0.0147691,0.0250056,0.0148395,0.0104278,0.0229967,0.0119953,0.0135563,0.00971807,0.0200928,0.018833,0.0194907,0.0163859,0.00814741,0.00809333,0.00887615,0.0082784,0.0152482,0.019511,0.0383213,0.0293083,0.00953823,0.00876126,0.00949379,0.008336,0.0220246,0.0347641,0.0531279,0.0182401,0.0273106,0.036081,0.0207819,0.0265571,0.0373616,0.00488722,0.0170384,0.0136417,0.00948452,0.0110739,0.00964436,0.0103644,0.0116715,0.010593,0.0202821
44,0.0244902,0.0292937,0.011747,0.0145474,0.025748,0.0112145,0.00671058,0.0223433,0.0115832,0.0131374,0.00837639,0.021289,0.0185292,0.0198077,0.0165465,0.00372648,0.00607,0.0066691,0.00837004,0.0162509,0.019627,0.0379512,0.0300415,0.0100645,0.00916147,0.00870953,0.00619804,0.0211702,0.0340047,0.0531303,0.0173418,0.0279124,0.0360956,0.0208324,0.0260772,0.0375579,0.00502596,0.0157311,0.0127958,0.00922271,0.0130465,0.0114038,0.0122042,0.0131368,0.0118644,0.0204156
45,0.0233098,0.0289593,0.0127545,0.0140139,0.026546,0.0110335,0.00839701,0.0216595,0.0110838,0.01281,0.00713537,0.0226203,0.0183219,0.0185784,0.0161385,0.00189152,0.00766919,0.00618903,0.0105355,0.0171654,0.0198264,0.0376798,0.0304338,0.0105931,0.0097657,0.00806186,0.00460327,0.0203493,0.0332418,0.0532029,0.0165257,0.0289535,0.0360788,0.0208387,0.0256111,0.0373615,0.00525865,0.0141874,0.0119579,0.00856313,0.0150912,0.0132713,0.0142371,0.0147259,0.0132277,0.0204453
46,0.0219072,0.0286485,0.0139924,0.0136904,0.0274722,0.010853,0.0106257,0.02099,0.0106602,0.0125734,0.00597546,0.0242934,0.0181995,0.0172137,0.0151065,0.00631174,0.0115634,0.00784408,0.0142195,0.0171616,0.0200094,0.0376183,0.0306421,0.0111314,0.0104187,0.00766254,0.00406105,0.0195859,0.032464,0.0534085,0.0160215,0.0303413,0.0360203,0.0208421,0.0251408,0.0373229,0.00555758,0.0126564,0.0112163,0.00777474,0.0168862,0.0152924,0.0163822,0.0162572,0.0147258,0.0202489
