Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,r.ASIS,r.PSIS,r_5meta,r_ankle,r_calc,r_knee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
9,0.0235398,0.0329973,0.0159743,0.0172191,0.0163613,0.0124353,0.00536422,0.0228374,0.0218706,0.0457167,0.0275304,0.0175009,0.0109719,0.0083352,0.00665415,0.0246064,0.0214121,0.0311561,0.0183773,0.0200338,0.0198769,0.0985768,0.0388636,0.0107133,0.0147523,0.0416361,0.028348,0.0641659,0.0839552,0.0481413,0.0294488,0.0296796,0.037665,0.0238664,0.0266079,0.0380655,0.00827388,0.0211086,0.0178787,0.0119808,0.00590287,0.00466248,0.00786005,0.012188,0.0118591,0.0191212
10,0.0230859,0.0340639,0.0145559,0.0179221,0.0171368,0.0128494,0.00585863,0.0213187,0.021357,0.0457743,0.0249847,0.0178464,0.00978053,0.00725326,0.00665894,0.022115,0.0221275,0.0268254,0.0179662,0.0196556,0.0201596,0.0995074,0.0394752,0.0102612,0.0138425,0.0416264,0.0267478,0.0644972,0.0839368,0.0482921,0.0291465,0.0279389,0.0367848,0.0241009,0.0262975,0.0378286,0.00706737,0.0189491,0.0152407,0.0105084,0.004116,0.00298658,0.00624959,0.0110608,0.0111539,0.0193198
11,0.0223662,0.0346557,0.0133379,0.0197731,0.0181874,0.0137325,0.00604068,0.0197049,0.0206534,0.0458085,0.0225454,0.0182366,0.0094634,0.0073229,0.00720006,0.0197181,0.0222408,0.02218,0.0171929,0.0182839,0.0204679,0.100448,0.0402633,0.00980231,0.0132352,0.0417982,0.0250883,0.0647598,0.0837298,0.048479,0.0287157,0.0262343,0.035917,0.0244388,0.0263295,0.0371215,0.00634131,0.0168577,0.0132411,0.0092075,0.00297567,0.00180744,0.00490751,0.0103855,0.0108002,0.0192693
12,0.0218715,0.0353338,0.0123267,0.0227757,0.019474,0.0148789,0.00601421,0.0179676,0.0198893,0.0458391,0.0203445,0.0185639,0.00972428,0.00826833,0.00817485,0.017665,0.0215558,0.017895,0.0160415,0.0159023,0.0210261,0.101437,0.041189,0.0093757,0.0128162,0.0420279,0.0234002,0.0650186,0.0834242,0.0486293,0.0282423,0.0246373,0.0350676,0.0249315,0.0265852,0.0364568,0.0062521,0.0149479,0.0119751,0.00780599,0.0037099,0.00270158,0.00446871,0.0102023,0.0108694,0.0198707
13,0.0216274,0.0359576,0.0115313,0.0260583,0.0209109,0.0164076,0.00639584,0.0161478,0.0193502,0.0458469,0.0184622,0.0185874,0.0105168,0.0096737,0.00937533,0.0159241,0.0198282,0.0143433,0.0140423,0.012571,0.0216625,0.102336,0.0421849,0.00903824,0.0125493,0.0422827,0.0217104,0.0653529,0.0831162,0.0487118,0.0277084,0.0234587,0.0343606,0.0254203,0.0268815,0.0359034,0.00649145,0.013102,0.011189,0.00639408,0.00583272,0.00498183,0.00592952,0.0107305,0.0111649,0.0208454
14,0.0213648,0.0365029,0.0110123,0.0265647,0.022415,0.0185,0.00742206,0.0143638,0.0189554,0.0457852,0.0169505,0.0181957,0.0118961,0.011375,0.0106645,0.0136395,0.0168635,0.0111013,0.0113355,0.0100253,0.0222844,0.102809,0.0431669,0.00890768,0.0123676,0.0426408,0.020131,0.065964,0.0827877,0.0486849,0.0271196,0.0230089,0.0337443,0.0259272,0.0271249,0.0355077,0.00682069,0.0112338,0.0106349,0.0053569,0.00852948,0.00776528,0.0081852,0.0118926,0.0116118,0.021853
15,0.020857,0.0368985,0.0110149,0.0227459,0.0239626,0.0205914,0.0101524,0.0126531,0.018759,0.0456784,0.0159265,0.017486,0.0140244,0.0135635,0.0122104,0.0100696,0.0132299,0.00728533,0.00843855,0.0110157,0.0229396,0.103159,0.0441873,0.00905433,0.0123827,0.0429691,0.018655,0.0671152,0.082414,0.0485817,0.0263945,0.0227661,0.0332177,0.0265778,0.0272525,0.0349675,0.00748182,0.00954193,0.0103263,0.00494315,0.0114851,0.0106971,0.0107283,0.0136115,0.0126358,0.0228648
16,0.0201965,0.0369853,0.011835,0.0194812,0.0254807,0.0206779,0.0139464,0.01118,0.0186436,0.0455691,0.0154934,0.0170185,0.0166425,0.0165454,0.0141933,0.00556547,0.00934715,0.00278666,0.00751913,0.0131167,0.0237687,0.10343,0.0452425,0.00947709,0.0125619,0.0430989,0.0173597,0.0679717,0.0820104,0.0484143,0.0255703,0.0228062,0.0326596,0.0274215,0.0272005,0.0339224,0.00848319,0.00807586,0.0104065,0.00397783,0.0143332,0.0136829,0.013487,0.0156887,0.0142161,0.0237983
17,0.0195673,0.0369401,0.0131156,0.0184924,0.0270867,0.0177536,0.0136711,0.010158,0.0183566,0.0454299,0.01547,0.0174195,0.0185751,0.0197266,0.0163599,0.00279483,0.00696022,0.00356417,0.00941298,0.0147811,0.0247792,0.103574,0.0462369,0.0100664,0.0129202,0.0431459,0.0162331,0.0681679,0.0816172,0.0482379,0.0248956,0.0232342,0.0320617,0.02827,0.0269471,0.0333827,0.0100922,0.00621179,0.0109738,0.00409252,0.0172584,0.0166523,0.0164167,0.0179263,0.0162553,0.0244947
18,0.0188756,0.0370949,0.0147045,0.0183672,0.0289254,0.0151645,0.0102552,0.0100123,0.0184355,0.0452029,0.0153819,0.0187302,0.0190642,0.0214709,0.017442,0.00645463,0.00910873,0.00834861,0.0126911,0.0159732,0.0259732,0.103593,0.0471075,0.010723,0.0134374,0.0434161,0.0152971,0.0680791,0.0813279,0.0481585,0.0243163,0.0239205,0.0314342,0.0291485,0.0266971,0.033939,0.0122211,0.00540198,0.0123435,0.00543213,0.0203251,0.019536,0.0194542,0.0203341,0.0185991,0.0251204
19,0.0180508,0.0379427,0.0164493,0.0184244,0.0308953,0.0144821,0.00832116,0.0110942,0.0187296,0.0448723,0.0147518,0.0201297,0.0195781,0.0212092,0.0172555,0.00978182,0.0130645,0.0120964,0.0161657,0.0157468,0.0272947,0.103506,0.0477359,0.0113714,0.0140564,0.0437758,0.0148346,0.0678633,0.0811878,0.0482001,0.0237984,0.0250185,0.0306962,0.0299418,0.0265409,0.0348912,0.0144807,0.00721969,0.0142108,0.00766367,0.023242,0.0222201,0.0224393,0.0228676,0.0210793,0.0256557
20,0.0170347,0.0388434,0.0181594,0.0185593,0.0325385,0.0134696,0.00827116,0.0128977,0.0186207,0.0444993,0.0134556,0.0212634,0.0209031,0.0199204,0.0176848,0.0120728,0.0169697,0.014254,0.019102,0.0149895,0.0286007,0.103244,0.0481812,0.0120112,0.0146403,0.0436955,0.0149477,0.0675611,0.0810694,0.0482974,0.0233888,0.0265373,0.0298526,0.0304109,0.0263228,0.0357805,0.0166724,0.0107435,0.0164702,0.0106172,0.0259118,0.024724,0.0251517,0.0251833,0.0233943,0.0256621
21,0.0161755,0.0391212,0.019892,0.0180594,0.0338714,0.013066,0.00827267,0.0139194,0.0179037,0.0441549,0.0125366,0.0223387,0.0214199,0.019346,0.0177083,0.0147601,0.0199454,0.0158026,0.0215519,0.0153507,0.0297201,0.102795,0.0484565,0.0125973,0.0152184,0.0434451,0.0154577,0.0671861,0.0809108,0.0485127,0.0231482,0.0281417,0.0294138,0.0304049,0.0256785,0.0367881,0.0186695,0.0144429,0.018827,0.013788,0.028472,0.0270611,0.0272418,0.0270575,0.0253308,0.0252287
22,0.0154524,0.0387677,0.021776,0.0171816,0.0351314,0.0138033,0.00804515,0.0141104,0.0169626,0.0438877,0.0118198,0.0238095,0.0184419,0.0189634,0.0155143,0.017586,0.0217776,0.0181338,0.0239496,0.0164728,0.0306432,0.102335,0.0485614,0.0132279,0.015857,0.0433061,0.0160952,0.0667354,0.0807674,0.0489447,0.0229508,0.0294956,0.029397,0.0299758,0.0246312,0.0379678,0.0205099,0.0175722,0.0209274,0.0164463,0.0303077,0.0288701,0.0289102,0.0281899,0.026563,0.024668
23,0.0147882,0.0380899,0.0236939,0.0164892,0.0364255,0.0144789,0.00892063,0.0133241,0.0166974,0.0436557,0.0109779,0.0257887,0.0154629,0.0179329,0.0128962,0.0199906,0.0226537,0.0213755,0.0261505,0.0176681,0.0312041,0.102024,0.0485833,0.0138789,0.0164491,0.0431956,0.0166416,0.0662679,0.0807081,0.0495946,0.0226926,0.0306414,0.0296537,0.029202,0.0237048,0.0389561,0.0218654,0.0198698,0.0222753,0.0181709,0.0310324,0.029867,0.0299382,0.0283338,0.0268459,0.0240887
24,0.0140204,0.0373299,0.0256234,0.0162772,0.0376231,0.0145026,0.010167,0.0121329,0.0166766,0.0434392,0.0103254,0.0277979,0.0161359,0.0178103,0.0131146,0.0222562,0.0233081,0.0247439,0.0277879,0.0183538,0.0312938,0.10182,0.0485106,0.0145355,0.0169011,0.0430282,0.017044,0.0658604,0.0805343,0.0500259,0.0226026,0.0315221,0.0300622,0.0280943,0.0231604,0.0397656,0.0222217,0.0211447,0.022795,0.0193446,0.0309771,0.0301127,0.0304223,0.0278944,0.0262921,0.0236434
25,0.0130969,0.0366178,0.0274764,0.0165465,0.0383865,0.0141649,0.0112035,0.0109739,0.0164243,0.0432437,0.010155,0.0293376,0.0170933,0.0183783,0.0147678,0.0241368,0.023774,0.0275645,0.0288697,0.0181536,0.0310312,0.1015,0.0483221,0.0151413,0.0173141,0.0427466,0.017175,0.0662142,0.0798357,0.0493377,0.0228239,0.0321969,0.0305258,0.0267836,0.022674,0.0402333,0.0217847,0.0214941,0.0227325,0.0198268,0.030204,0.0299684,0.0301123,0.0270945,0.0257972,0.0233056
26,0.0120409,0.0360298,0.0286954,0.0171624,0.0387217,0.0136842,0.011874,0.0101118,0.0160109,0.043015,0.0100322,0.0303661,0.0172733,0.0176426,0.0152085,0.0256196,0.0239335,0.02962,0.0294055,0.0174624,0.0304118,0.100908,0.0480124,0.0156231,0.0175815,0.0426604,0.0168926,0.0677427,0.0790044,0.0483973,0.0236621,0.0326041,0.0310544,0.0253659,0.0220222,0.0401561,0.0206763,0.0209948,0.0217821,0.0195213,0.0288791,0.0281674,0.0290738,0.0259933,0.0251154,0.0227304
27,0.0107556,0.0356183,0.0292041,0.0177997,0.0387239,0.0131539,0.01247,0.00961152,0.0156238,0.0426053,0.0092811,0.0309299,0.0170729,0.0162683,0.0147862,0.0262166,0.0236456,0.030912,0.0292657,0.0168438,0.0296596,0.100014,0.04755,0.0159664,0.0175205,0.0429055,0.0161771,0.0682812,0.0802052,0.0476131,0.0252653,0.0326935,0.0316811,0.0237089,0.0211705,0.0398382,0.0189954,0.0198554,0.0198818,0.0186599,0.0270812,0.02614,0.0275864,0.0245453,0.0240707,0.0221326
28,0.00939782,0.035433,0.029139,0.0182933,0.0384773,0.0124611,0.0130668,0.00942984,0.0153746,0.0419085,0.00851606,0.0310057,0.0162062,0.0151039,0.0136407,0.0260678,0.0228856,0.0312294,0.0286466,0.0162558,0.0288788,0.0988373,0.0469944,0.0160354,0.016961,0.043447,0.0150857,0.0682775,0.0813081,0.04684,0.0264246,0.0325612,0.0321483,0.0218267,0.0202153,0.0392541,0.0169769,0.0182038,0.017425,0.0175009,0.0249765,0.0241622,0.025861,0.0228451,0.0226668,0.0213666
29,0.00840806,0.0354915,0.0288881,0.0187229,0.0380264,0.0117165,0.0136274,0.00945988,0.0150678,0.040928,0.00847057,0.0302716,0.0145053,0.0139199,0.0124532,0.0250426,0.0217172,0.030566,0.0275138,0.0154558,0.0278972,0.0974501,0.0463484,0.015897,0.0158634,0.0441004,0.0134371,0.0684863,0.0819778,0.0459939,0.0268884,0.0322228,0.032487,0.0198881,0.0193267,0.0384012,0.0149206,0.0162712,0.014921,0.0165562,0.0227475,0.0221414,0.023987,0.0208161,0.0210642,0.0203921
30,0.00814612,0.0356285,0.028719,0.019144,0.0374708,0.0114593,0.0139374,0.00960839,0.0146945,0.0398207,0.00935407,0.0287002,0.0131636,0.0128884,0.0116461,0.0229105,0.0202167,0.0289088,0.025632,0.0143272,0.0266116,0.0959374,0.0455535,0.0157866,0.014346,0.0449465,0.0120018,0.0689452,0.0827466,0.0451919,0.0266471,0.0315929,0.0324737,0.0180721,0.0184415,0.0374702,0.0130472,0.0144454,0.0125249,0.0157565,0.0206026,0.0200491,0.0218588,0.0186813,0.0193523,0.0195187
31,0.00830714,0.0354023,0.0285813,0.0194566,0.0370099,0.0115054,0.0137974,0.00971737,0.0143194,0.0386656,0.0103695,0.026767,0.0127687,0.0121651,0.0106241,0.0198555,0.0181955,0.0261105,0.0230055,0.0141798,0.0251953,0.0943399,0.0446214,0.0159749,0.0126958,0.0459161,0.0113203,0.0696002,0.0836633,0.044497,0.0258377,0.0306794,0.0324497,0.0164444,0.0175068,0.0366702,0.0115365,0.0127167,0.0104281,0.0147314,0.0185596,0.0175922,0.0195918,0.0164424,0.0174675,0.0185497
32,0.00819618,0.034383,0.0282644,0.0195478,0.0366181,0.0116428,0.013023,0.0097871,0.0142076,0.0375154,0.0113015,0.0249482,0.0115186,0.0115954,0.0102554,0.0162514,0.0156948,0.0224837,0.0197069,0.0148206,0.0237899,0.0926975,0.0437319,0.0164134,0.011175,0.0469975,0.0114496,0.0703614,0.0847592,0.0439532,0.0252645,0.0295179,0.0333997,0.0149234,0.0167354,0.0359275,0.0102563,0.0113562,0.00858362,0.0132468,0.0162075,0.0149119,0.0171452,0.0139524,0.0151776,0.0175551
33,0.00776394,0.0327665,0.02771,0.0195095,0.0362593,0.0119654,0.0115341,0.00986886,0.0144714,0.0364203,0.012227,0.0230256,0.0103553,0.0111725,0.0104939,0.0129797,0.013009,0.0184949,0.0157481,0.016029,0.0221937,0.0910273,0.0429462,0.0171813,0.00986586,0.0480849,0.01224,0.071116,0.0858727,0.0435113,0.0244864,0.0280381,0.0345533,0.0134307,0.016267,0.0352353,0.00874994,0.0115644,0.00700817,0.0112409,0.0133869,0.0118868,0.0144423,0.0115037,0.0124372,0.0166154
34,0.00724482,0.0311432,0.0274961,0.0193023,0.0359736,0.0123478,0.00944323,0.0100116,0.0146136,0.035341,0.0131369,0.0213205,0.0107183,0.0110581,0.0103798,0.0111348,0.0112349,0.0144877,0.0113929,0.0176319,0.0202381,0.0893892,0.0421814,0.018154,0.00891173,0.049055,0.0135844,0.0717062,0.086846,0.0431221,0.0237481,0.0262705,0.035771,0.0116265,0.0161834,0.0348502,0.00688036,0.0125587,0.00587832,0.00888729,0.0102271,0.00869377,0.0113676,0.00888566,0.00959276,0.0156422
35,0.00675066,0.0300632,0.0280296,0.0189149,0.0356852,0.0126899,0.00731374,0.0101964,0.0147785,0.0343453,0.0140532,0.0203492,0.0108758,0.010888,0.0104806,0.0113361,0.0117635,0.0103381,0.00762019,0.0194312,0.0184988,0.0878375,0.0413854,0.0190021,0.00840022,0.0499823,0.0153939,0.0721702,0.0876838,0.0427708,0.0235655,0.0250882,0.0370975,0.0100968,0.0164308,0.0345933,0.00488747,0.0135888,0.0058171,0.0065233,0.00714142,0.00548804,0.00756828,0.00641789,0.00665845,0.0147577
36,0.0062034,0.0297203,0.02878,0.0185156,0.035456,0.0129938,0.00660134,0.0103636,0.0149619,0.0334204,0.0149436,0.0201123,0.0104358,0.0102711,0.0105415,0.0129621,0.0140645,0.0065659,0.00529856,0.0210478,0.0170816,0.0863844,0.0404228,0.0198171,0.008131,0.0507457,0.0171997,0.0724552,0.0883618,0.0423796,0.0238059,0.0240733,0.0387832,0.0092847,0.016903,0.0346793,0.00305429,0.0145775,0.00702245,0.00442204,0.00484173,0.00276696,0.00398539,0.00445458,0.00381846,0.0141399
37,0.00570002,0.0299165,0.0291833,0.0183943,0.0352649,0.0133666,0.00825117,0.0106101,0.0151299,0.0325518,0.0158015,0.0206014,0.00973227,0.00943096,0.0102646,0.0148572,0.016859,0.00457477,0.0042496,0.0226578,0.0159405,0.085028,0.0392698,0.020512,0.00800211,0.0513652,0.0183755,0.0726316,0.0888635,0.0419859,0.0240013,0.0230299,0.0405849,0.00898123,0.0176632,0.0353805,0.00227408,0.0158543,0.00899352,0.0038719,0.0037552,0.0017961,0.00109884,0.00356503,0.00191237,0.0136248
38,0.00552897,0.0302135,0.0294711,0.0188379,0.0354542,0.0138349,0.0105163,0.0108724,0.015473,0.0318525,0.0166472,0.0217683,0.00933347,0.00885681,0.00964451,0.0165525,0.019406,0.00486354,0.00572536,0.0240179,0.0150248,0.0837694,0.0380285,0.0211064,0.00794712,0.0518901,0.0184958,0.0726466,0.0892156,0.041636,0.0242909,0.0220878,0.0418236,0.00916673,0.0185377,0.0367347,0.00337088,0.0175321,0.0111476,0.00561099,0.00332533,0.00309895,0.00093292,0.00421087,0.0030404,0.0130242
39,0.00569936,0.0301714,0.0300214,0.0192792,0.0356116,0.0141136,0.0120506,0.0110832,0.0156613,0.0312788,0.0174331,0.023432,0.00958523,0.00882329,0.00943522,0.0178356,0.0212113,0.00587885,0.00714557,0.0247165,0.0142937,0.0825978,0.0370694,0.0215426,0.0077907,0.0522424,0.0190612,0.0725567,0.089737,0.041404,0.0252144,0.0216434,0.0422435,0.0101267,0.0190863,0.0384381,0.00534571,0.019558,0.0130263,0.00795802,0.00313848,0.00427317,0.00200941,0.0060756,0.00522497,0.0123134
40,0.00570492,0.0296341,0.0314246,0.0191636,0.035758,0.0136029,0.0125905,0.0112592,0.0159075,0.0307748,0.0180389,0.02507,0.0100287,0.00918988,0.00980929,0.0185392,0.0223126,0.00665326,0.00732443,0.0246115,0.0137139,0.081498,0.0360276,0.0218934,0.00743519,0.052597,0.0198582,0.0724498,0.0902357,0.0412772,0.0265837,0.0220246,0.0418916,0.0114184,0.0196234,0.0400194,0.00742483,0.0216942,0.0145277,0.0100816,0.00381485,0.00507071,0.00267968,0.00862558,0.00732706,0.0118048
41,0.00598983,0.028827,0.0341273,0.0183906,0.0358485,0.0122898,0.0122504,0.0114403,0.0161613,0.0303031,0.0183929,0.0261084,0.00978581,0.00940996,0.00983717,0.0187491,0.022684,0.00699902,0.0068437,0.0235634,0.0134834,0.0804401,0.0350397,0.0221426,0.00715352,0.0530804,0.0203573,0.0722852,0.0907456,0.0412924,0.0278285,0.0228649,0.0409404,0.0126124,0.0196213,0.0412099,0.00920924,0.0231419,0.0156826,0.0115831,0.0047805,0.00581409,0.00335918,0.0107304,0.0092414,0.0114979
42,0.00659191,0.0280168,0.0363129,0.0172255,0.0359226,0.0108886,0.0108572,0.0116094,0.0163904,0.0297839,0.0185468,0.026655,0.00883857,0.0087847,0.00916947,0.0186724,0.0223617,0.00700673,0.00660063,0.022292,0.0131603,0.0794587,0.0341996,0.0222926,0.00686971,0.0536832,0.0206283,0.0721325,0.0912428,0.0414708,0.0287764,0.0236659,0.0396096,0.0135506,0.0194288,0.0414263,0.010344,0.0238302,0.0166139,0.0128147,0.00538773,0.00648097,0.00415558,0.0120816,0.0107649,0.011356
43,0.00734246,0.0271827,0.0353685,0.0163769,0.0359609,0.0105249,0.00907496,0.0118143,0.0166266,0.0291702,0.0186383,0.0270091,0.00788537,0.00752165,0.00826894,0.0185819,0.0215009,0.00688359,0.0070875,0.0216057,0.0128955,0.0785598,0.0335278,0.0223395,0.00664817,0.0542447,0.0207463,0.0720398,0.0917471,0.0417715,0.0293197,0.0243981,0.0382757,0.0140968,0.0192987,0.0404476,0.0107096,0.0234914,0.0170949,0.0134609,0.00520601,0.00703042,0.00538484,0.0127868,0.0117604,0.0116508
44,0.00805345,0.0265026,0.0308438,0.0163454,0.0358986,0.0113936,0.00819595,0.0120441,0.0167329,0.0288791,0.0188011,0.0269924,0.00722494,0.00687271,0.00708868,0.0185705,0.0204113,0.00709567,0.00767078,0.0221995,0.0133037,0.0777641,0.0330192,0.0223087,0.00656924,0.0542282,0.0206102,0.0719949,0.0922492,0.0421906,0.0294122,0.0252655,0.0372496,0.0140894,0.0189724,0.0397001,0.0104976,0.0223941,0.0170553,0.0132576,0.00410865,0.00787442,0.00691623,0.0126083,0.0121907,0.0121168
45,0.00847847,0.0261212,0.0302887,0.0162828,0.035936,0.0126922,0.0075708,0.0122469,0.0169151,0.0287904,0.0191714,0.0266578,0.00652168,0.00762795,0.00577417,0.0185988,0.0193756,0.00797992,0.00784388,0.0222124,0.0135687,0.0771301,0.0326841,0.0222098,0.0066557,0.0535429,0.0202131,0.0719556,0.0926995,0.0426277,0.0290026,0.0262486,0.036671,0.0133744,0.0184728,0.0394599,0.0100901,0.0210478,0.0165211,0.0125803,0.00381179,0.00960677,0.00877577,0.011726,0.0131895,0.0123517
46,0.00856441,0.0260303,0.0320899,0.0146606,0.0358727,0.0127133,0.00682066,0.0125557,0.0171754,0.028756,0.0197693,0.0262818,0.00578181,0.00865943,0.00465486,0.0186552,0.0182821,0.00934712,0.007638,0.0218747,0.0136462,0.0767072,0.0324921,0.022149,0.00692328,0.0530503,0.0195975,0.0718881,0.0929542,0.0429169,0.0280632,0.0272402,0.0363117,0.0120917,0.0179749,0.039276,0.00976246,0.0198872,0.0156473,0.0119534,0.00668911,0.0123149,0.0111316,0.0108228,0.0135906,0.0123113
