/forceset/addlong_r/activation	/forceset/recfem_r/activation	/forceset/vaslat_r/activation	/forceset/vasmed_r/activation	/forceset/tibant_r/activation	/forceset/bflh_r/activation	/forceset/semiten_r/activation	/forceset/gaslat_r/activation	/forceset/gasmed_r/activation	/forceset/soleus_r/activation
0.620437	0.518098	0.006081	0.013444	0.394312	0.013900	0.037693	0.014858	0.014231	0.064420
0.620954	0.530230	0.006046	0.013624	0.399491	0.013767	0.038121	0.015302	0.014508	0.065118
0.621355	0.542280	0.006014	0.013802	0.404394	0.013642	0.038539	0.015749	0.014784	0.065787
0.621667	0.554215	0.005985	0.013977	0.409023	0.013526	0.038946	0.016196	0.015060	0.066425
0.621913	0.565998	0.005960	0.014149	0.413383	0.013418	0.039343	0.016643	0.015335	0.067033
0.622105	0.577596	0.005940	0.014317	0.417483	0.013321	0.039731	0.017088	0.015610	0.067610
0.622252	0.588972	0.005924	0.014482	0.421329	0.013234	0.040108	0.017528	0.015882	0.068158
0.622352	0.600089	0.005913	0.014643	0.424930	0.013158	0.040475	0.017963	0.016152	0.068678
0.622398	0.610909	0.005908	0.014799	0.428301	0.013094	0.040829	0.018390	0.016419	0.069171
0.622374	0.621393	0.005907	0.014951	0.431467	0.013040	0.041171	0.018807	0.016681	0.069641
0.622260	0.631504	0.005911	0.015097	0.434465	0.012997	0.041499	0.019212	0.016938	0.070091
0.622036	0.641198	0.005921	0.015237	0.437337	0.012966	0.041811	0.019601	0.017186	0.070523
0.621683	0.650432	0.005935	0.015372	0.440128	0.012945	0.042106	0.019974	0.017426	0.070939
0.621186	0.659152	0.005955	0.015502	0.442887	0.012934	0.042384	0.020328	0.017657	0.071341
0.620534	0.667302	0.005980	0.015628	0.445666	0.012933	0.042641	0.020663	0.017876	0.071729
0.619724	0.674822	0.006010	0.015749	0.448519	0.012941	0.042875	0.020979	0.018085	0.072103
0.618759	0.681659	0.006044	0.015868	0.451499	0.012957	0.043085	0.021276	0.018282	0.072461
0.617646	0.687772	0.006082	0.015983	0.454656	0.012981	0.043267	0.021555	0.018468	0.072801
0.616395	0.693143	0.006125	0.016096	0.458035	0.013011	0.043419	0.021816	0.018644	0.073121
0.615011	0.697774	0.006171	0.016207	0.461674	0.013047	0.043539	0.022062	0.018808	0.073416
0.613499	0.701681	0.006220	0.016316	0.465610	0.013089	0.043627	0.022292	0.018962	0.073683
0.611856	0.704893	0.006273	0.016424	0.469877	0.013136	0.043682	0.022509	0.019105	0.073918
0.610080	0.707442	0.006330	0.016530	0.474506	0.013188	0.043704	0.022712	0.019237	0.074118
0.608169	0.709364	0.006389	0.016637	0.479526	0.013243	0.043695	0.022903	0.019359	0.074282
0.606125	0.710689	0.006452	0.016743	0.484965	0.013303	0.043654	0.023083	0.019473	0.074411
0.603954	0.711451	0.006518	0.016849	0.490853	0.013367	0.043584	0.023253	0.019579	0.074506
0.601668	0.711692	0.006587	0.016955	0.497214	0.013434	0.043487	0.023416	0.019679	0.074569
0.599283	0.711464	0.006659	0.017061	0.504072	0.013504	0.043363	0.023571	0.019775	0.074606
0.596823	0.710829	0.006735	0.017168	0.511444	0.013577	0.043214	0.023720	0.019869	0.074622
0.594314	0.709849	0.006814	0.017274	0.519340	0.013651	0.043040	0.023865	0.019964	0.074620
0.591786	0.708585	0.006896	0.017379	0.527767	0.013725	0.042842	0.024008	0.020062	0.074607
0.589268	0.707092	0.006980	0.017483	0.536728	0.013800	0.042619	0.024151	0.020165	0.074587
0.586790	0.705415	0.007068	0.017586	0.546224	0.013874	0.042372	0.024295	0.020277	0.074565
0.584376	0.703590	0.007158	0.017687	0.556252	0.013945	0.042101	0.024444	0.020398	0.074547
0.582048	0.701645	0.007250	0.017786	0.566814	0.014014	0.041807	0.024598	0.020532	0.074535
0.579820	0.699606	0.007344	0.017883	0.577911	0.014078	0.041490	0.024760	0.020678	0.074532
0.577704	0.697491	0.007439	0.017976	0.589545	0.014136	0.041150	0.024931	0.020839	0.074541
0.575711	0.695325	0.007536	0.018066	0.601713	0.014188	0.040790	0.025112	0.021017	0.074564
0.573849	0.693130	0.007633	0.018152	0.614408	0.014231	0.040410	0.025305	0.021210	0.074602
0.572127	0.690928	0.007730	0.018236	0.627618	0.014264	0.040013	0.025510	0.021422	0.074657
0.570548	0.688735	0.007827	0.018316	0.641327	0.014289	0.039600	0.025728	0.021652	0.074732
0.569112	0.686563	0.007922	0.018394	0.655511	0.014303	0.039174	0.025959	0.021900	0.074826
0.567810	0.684414	0.008015	0.018469	0.670137	0.014308	0.038739	0.026202	0.022166	0.074941
0.566631	0.682284	0.008106	0.018540	0.685166	0.014304	0.038295	0.026458	0.022451	0.075079
0.565556	0.680165	0.008194	0.018608	0.700550	0.014292	0.037847	0.026726	0.022754	0.075241
0.564568	0.678046	0.008278	0.018672	0.716236	0.014272	0.037397	0.027004	0.023074	0.075427
0.563647	0.675919	0.008358	0.018731	0.732166	0.014246	0.036947	0.027291	0.023410	0.075640
0.562772	0.673772	0.008433	0.018786	0.748278	0.014212	0.036500	0.027586	0.023762	0.075880
0.561920	0.671591	0.008505	0.018836	0.764503	0.014173	0.036057	0.027887	0.024127	0.076147
0.561066	0.669354	0.008572	0.018882	0.780765	0.014129	0.035621	0.028190	0.024504	0.076440
0.560179	0.667033	0.008635	0.018925	0.796975	0.014080	0.035193	0.028494	0.024890	0.076759
0.559221	0.664592	0.008695	0.018964	0.813041	0.014028	0.034773	0.028794	0.025283	0.077103
0.558156	0.661989	0.008752	0.019002	0.828862	0.013974	0.034363	0.029089	0.025681	0.077471
0.556947	0.659183	0.008806	0.019038	0.844336	0.013918	0.033962	0.029373	0.026080	0.077861
0.555561	0.656132	0.008857	0.019074	0.859358	0.013864	0.033572	0.029644	0.026477	0.078270
0.553972	0.652806	0.008906	0.019110	0.873820	0.013812	0.033193	0.029896	0.026869	0.078695
0.552163	0.649187	0.008952	0.019146	0.887616	0.013765	0.032825	0.030128	0.027254	0.079134
0.550124	0.645272	0.008996	0.019183	0.900650	0.013723	0.032471	0.030337	0.027629	0.079582
0.547854	0.641073	0.009038	0.019220	0.912841	0.013690	0.032131	0.030520	0.027992	0.080039
0.545356	0.636615	0.009078	0.019258	0.924119	0.013667	0.031807	0.030677	0.028341	0.080500
0.542638	0.631930	0.009117	0.019296	0.934418	0.013654	0.031500	0.030807	0.028676	0.080963
0.539705	0.627051	0.009154	0.019334	0.943680	0.013654	0.031213	0.030912	0.028995	0.081423
0.536558	0.622008	0.009191	0.019371	0.951864	0.013669	0.030946	0.030991	0.029299	0.081876
0.533193	0.616822	0.009227	0.019408	0.958949	0.013699	0.030702	0.031044	0.029586	0.082316
0.529606	0.611507	0.009264	0.019443	0.964933	0.013748	0.030482	0.031071	0.029855	0.082737
0.525790	0.606069	0.009300	0.019478	0.969820	0.013815	0.030288	0.031072	0.030106	0.083136
0.521741	0.600509	0.009337	0.019512	0.973625	0.013902	0.030122	0.031049	0.030338	0.083509
0.517458	0.594823	0.009375	0.019545	0.976376	0.014011	0.029985	0.031001	0.030551	0.083851
0.512939	0.589000	0.009414	0.019578	0.978117	0.014144	0.029879	0.030931	0.030745	0.084164
0.508185	0.583023	0.009454	0.019610	0.978897	0.014302	0.029806	0.030839	0.030920	0.084444
0.503197	0.576881	0.009496	0.019643	0.978762	0.014485	0.029768	0.030726	0.031077	0.084695
0.497967	0.570569	0.009539	0.019676	0.977756	0.014695	0.029766	0.030596	0.031219	0.084918
0.492487	0.564097	0.009583	0.019710	0.975925	0.014933	0.029801	0.030448	0.031345	0.085116
0.486741	0.557494	0.009629	0.019746	0.973318	0.015201	0.029875	0.030284	0.031457	0.085293
0.480710	0.550804	0.009676	0.019784	0.969982	0.015497	0.029988	0.030106	0.031557	0.085451
0.474372	0.544086	0.009723	0.019825	0.965964	0.015824	0.030141	0.029916	0.031645	0.085591
0.467700	0.537411	0.009772	0.019870	0.961301	0.016181	0.030334	0.029713	0.031723	0.085716
0.460666	0.530850	0.009822	0.019919	0.956023	0.016569	0.030569	0.029499	0.031789	0.085824
0.453244	0.524476	0.009871	0.019974	0.950155	0.016989	0.030843	0.029275	0.031845	0.085916
0.445415	0.518357	0.009921	0.020036	0.943717	0.017443	0.031158	0.029043	0.031889	0.085991
0.437171	0.512557	0.009970	0.020106	0.936732	0.017930	0.031513	0.028802	0.031921	0.086048
0.428515	0.507138	0.010019	0.020185	0.929219	0.018452	0.031906	0.028553	0.031940	0.086086
0.419456	0.502159	0.010067	0.020275	0.921201	0.019010	0.032339	0.028296	0.031944	0.086104
0.410008	0.497680	0.010113	0.020375	0.912704	0.019604	0.032809	0.028031	0.031931	0.086101
0.400188	0.493760	0.010158	0.020486	0.903763	0.020234	0.033318	0.027757	0.031900	0.086074
0.390007	0.490458	0.010201	0.020608	0.894416	0.020901	0.033867	0.027475	0.031849	0.086023
0.379486	0.487829	0.010242	0.020741	0.884702	0.021604	0.034454	0.027183	0.031777	0.085946
0.368646	0.485926	0.010282	0.020884	0.874661	0.022343	0.035082	0.026883	0.031683	0.085844
0.357523	0.484800	0.010319	0.021038	0.864345	0.023117	0.035752	0.026575	0.031568	0.085715
0.346161	0.484493	0.010355	0.021201	0.853814	0.023924	0.036463	0.026259	0.031432	0.085561
0.334610	0.485044	0.010390	0.021375	0.843140	0.024765	0.037217	0.025936	0.031275	0.085383
0.322923	0.486482	0.010422	0.021558	0.832405	0.025637	0.038014	0.025609	0.031098	0.085182
0.311153	0.488833	0.010452	0.021752	0.821698	0.026539	0.038855	0.025278	0.030902	0.084957
0.299348	0.492116	0.010479	0.021956	0.811109	0.027470	0.039739	0.024943	0.030687	0.084710
0.287553	0.496348	0.010504	0.022171	0.800723	0.028429	0.040667	0.024607	0.030454	0.084437
0.275810	0.501544	0.010526	0.022397	0.790620	0.029414	0.041640	0.024270	0.030204	0.084140
0.264156	0.507718	0.010545	0.022633	0.780873	0.030426	0.042658	0.023931	0.029937	0.083816
0.252627	0.514879	0.010560	0.022880	0.771545	0.031464	0.043721	0.023593	0.029653	0.083465
0.241253	0.523034	0.010572	0.023135	0.762688	0.032528	0.044829	0.023256	0.029354	0.083088
0.230061	0.532189	0.010582	0.023399	0.754351	0.033615	0.045981	0.022918	0.029040	0.082684
0.219074	0.542347	0.010590	0.023669	0.746576	0.034726	0.047176	0.022581	0.028713	0.082256
0.208314	0.553507	0.010596	0.023945	0.739400	0.035858	0.048412	0.022245	0.028373	0.081804
0.197798	0.565668	0.010602	0.024226	0.732852	0.037010	0.049687	0.021910	0.028023	0.081331
0.187538	0.578823	0.010607	0.024508	0.726955	0.038179	0.050998	0.021576	0.027662	0.080839
0.177547	0.592958	0.010612	0.024792	0.721726	0.039363	0.052342	0.021243	0.027294	0.080331
0.167835	0.608054	0.010618	0.025073	0.717168	0.040562	0.053713	0.020911	0.026920	0.079811
0.158409	0.624084	0.010624	0.025351	0.713277	0.041772	0.055108	0.020581	0.026540	0.079280
0.149274	0.641009	0.010631	0.025624	0.710042	0.042994	0.056519	0.020253	0.026158	0.078740
0.140436	0.658786	0.010638	0.025888	0.707437	0.044225	0.057942	0.019927	0.025773	0.078192
0.131898	0.677359	0.010647	0.026142	0.705430	0.045465	0.059369	0.019603	0.025386	0.077635
0.123661	0.696668	0.010657	0.026383	0.703977	0.046710	0.060794	0.019281	0.024998	0.077070
0.115727	0.716640	0.010668	0.026610	0.703027	0.047959	0.062208	0.018961	0.024610	0.076493
0.108095	0.737198	0.010681	0.026819	0.702525	0.049210	0.063603	0.018644	0.024221	0.075902
0.100766	0.758252	0.010695	0.027011	0.702418	0.050462	0.064972	0.018328	0.023833	0.075296
0.093737	0.779704	0.010711	0.027183	0.702659	0.051713	0.066307	0.018015	0.023445	0.074672
0.087007	0.801445	0.010728	0.027335	0.703213	0.052964	0.067600	0.017704	0.023060	0.074029
0.080573	0.823364	0.010747	0.027467	0.704045	0.054214	0.068844	0.017398	0.022679	0.073369
0.074431	0.845346	0.010768	0.027580	0.705127	0.055466	0.070032	0.017096	0.022303	0.072691
0.068578	0.867285	0.010789	0.027672	0.706433	0.056723	0.071158	0.016800	0.021936	0.072000
0.063011	0.889083	0.010811	0.027746	0.707941	0.057986	0.072218	0.016511	0.021577	0.071298
0.057725	0.910652	0.010834	0.027801	0.709631	0.059261	0.073208	0.016231	0.021231	0.070590
0.052715	0.931915	0.010857	0.027837	0.711479	0.060551	0.074124	0.015961	0.020897	0.069880
0.047975	0.952801	0.010879	0.027855	0.713454	0.061858	0.074962	0.015701	0.020579	0.069172
0.043501	0.973239	0.010900	0.027854	0.715521	0.063186	0.075718	0.015454	0.020277	0.068470
0.039285	0.993156	0.010921	0.027836	0.717636	0.064537	0.076388	0.015220	0.019992	0.067776
0.035320	1.012473	0.010941	0.027802	0.719750	0.065913	0.076969	0.015000	0.019728	0.067091
0.031599	1.031110	0.010960	0.027753	0.721807	0.067319	0.077459	0.014794	0.019484	0.066419
0.028115	1.049002	0.010977	0.027692	0.723745	0.068757	0.077858	0.014604	0.019262	0.065759
0.024859	1.066100	0.010994	0.027620	0.725505	0.070233	0.078166	0.014430	0.019062	0.065113
0.021822	1.082378	0.011010	0.027540	0.727039	0.071750	0.078385	0.014272	0.018886	0.064480
0.018997	1.097829	0.011025	0.027455	0.728315	0.073312	0.078515	0.014129	0.018735	0.063861
0.016373	1.112458	0.011037	0.027367	0.729319	0.074923	0.078560	0.014003	0.018607	0.063255
0.013943	1.126275	0.011047	0.027279	0.730046	0.076588	0.078520	0.013893	0.018504	0.062662
0.011698	1.139280	0.011054	0.027193	0.730493	0.078309	0.078397	0.013799	0.018425	0.062081
0.009629	1.151468	0.011057	0.027111	0.730665	0.080093	0.078192	0.013720	0.018371	0.061514
0.007727	1.162830	0.011056	0.027034	0.730579	0.081940	0.077906	0.013657	0.018340	0.060960
0.005984	1.173361	0.011052	0.026966	0.730264	0.083855	0.077540	0.013608	0.018333	0.060422
0.004391	1.183064	0.011044	0.026908	0.729756	0.085840	0.077097	0.013573	0.018348	0.059899
0.002941	1.191952	0.011032	0.026863	0.729097	0.087895	0.076578	0.013551	0.018384	0.059395
0.001625	1.200048	0.011018	0.026833	0.728327	0.090023	0.075987	0.013542	0.018442	0.058910
0.000435	1.207378	0.011001	0.026820	0.727482	0.092225	0.075329	0.013544	0.018520	0.058446
-0.000636	1.213968	0.010983	0.026825	0.726592	0.094502	0.074608	0.013556	0.018616	0.058003
-0.001594	1.219837	0.010964	0.026850	0.725686	0.096857	0.073826	0.013577	0.018730	0.057584
-0.002448	1.224990	0.010944	0.026896	0.724796	0.099291	0.072985	0.013606	0.018860	0.057190
-0.003202	1.229424	0.010926	0.026963	0.723960	0.101805	0.072089	0.013642	0.019004	0.056822
-0.003864	1.233136	0.010907	0.027052	0.723215	0.104402	0.071139	0.013683	0.019162	0.056479
-0.004439	1.236125	0.010890	0.027163	0.722598	0.107082	0.070137	0.013729	0.019332	0.056163
-0.004933	1.238402	0.010875	0.027295	0.722136	0.109844	0.069087	0.013777	0.019513	0.055871
-0.005352	1.239989	0.010861	0.027450	0.721856	0.112688	0.067994	0.013827	0.019703	0.055604
-0.005701	1.240911	0.010850	0.027627	0.721782	0.115610	0.066861	0.013879	0.019900	0.055357
-0.005985	1.241193	0.010841	0.027824	0.721943	0.118607	0.065694	0.013931	0.020104	0.055130
-0.006211	1.240853	0.010836	0.028043	0.722374	0.121673	0.064498	0.013983	0.020313	0.054920
-0.006382	1.239904	0.010835	0.028281	0.723109	0.124802	0.063275	0.014035	0.020523	0.054725
-0.006503	1.238361	0.010839	0.028539	0.724180	0.127988	0.062031	0.014085	0.020735	0.054542
-0.006579	1.236249	0.010849	0.028814	0.725609	0.131226	0.060769	0.014134	0.020944	0.054370
-0.006613	1.233608	0.010865	0.029108	0.727410	0.134509	0.059492	0.014180	0.021151	0.054209
-0.006611	1.230487	0.010888	0.029418	0.729589	0.137832	0.058204	0.014225	0.021354	0.054058
-0.006576	1.226934	0.010919	0.029744	0.732150	0.141188	0.056911	0.014267	0.021552	0.053919
-0.006511	1.222991	0.010958	0.030085	0.735097	0.144571	0.055617	0.014309	0.021746	0.053793
-0.006420	1.218687	0.011004	0.030441	0.738437	0.147974	0.054329	0.014351	0.021935	0.053683
-0.006306	1.214044	0.011058	0.030810	0.742180	0.151388	0.053054	0.014394	0.022120	0.053591
-0.006172	1.209081	0.011120	0.031191	0.746337	0.154802	0.051797	0.014439	0.022301	0.053520
-0.006021	1.203821	0.011190	0.031583	0.750918	0.158205	0.050563	0.014487	0.022477	0.053471
-0.005855	1.198298	0.011267	0.031983	0.755931	0.161582	0.049358	0.014538	0.022647	0.053446
-0.005677	1.192551	0.011350	0.032389	0.761377	0.164921	0.048186	0.014592	0.022812	0.053446
-0.005490	1.186627	0.011440	0.032800	0.767249	0.168206	0.047050	0.014650	0.022970	0.053472
-0.005294	1.180576	0.011536	0.033214	0.773534	0.171422	0.045953	0.014712	0.023121	0.053526
-0.005091	1.174441	0.011637	0.033628	0.780212	0.174551	0.044899	0.014778	0.023263	0.053608
-0.004884	1.168256	0.011743	0.034041	0.787259	0.177573	0.043888	0.014848	0.023396	0.053721
-0.004673	1.162043	0.011854	0.034452	0.794642	0.180468	0.042923	0.014921	0.023520	0.053865
-0.004458	1.155814	0.011970	0.034859	0.802323	0.183212	0.042005	0.014999	0.023636	0.054040
-0.004242	1.149579	0.012089	0.035260	0.810253	0.185783	0.041134	0.015080	0.023743	0.054248
-0.004024	1.143346	0.012212	0.035655	0.818377	0.188158	0.040310	0.015165	0.023843	0.054488
-0.003806	1.137132	0.012337	0.036040	0.826630	0.190320	0.039534	0.015253	0.023935	0.054760
-0.003587	1.130964	0.012464	0.036416	0.834945	0.192252	0.038802	0.015346	0.024021	0.055063
-0.003368	1.124880	0.012591	0.036778	0.843252	0.193944	0.038115	0.015442	0.024100	0.055396
-0.003149	1.118931	0.012718	0.037125	0.851489	0.195388	0.037470	0.015542	0.024171	0.055755
-0.002930	1.113173	0.012844	0.037454	0.859606	0.196582	0.036865	0.015644	0.024235	0.056138
-0.002712	1.107661	0.012968	0.037761	0.867563	0.197521	0.036297	0.015750	0.024290	0.056542
-0.002494	1.102446	0.013089	0.038043	0.875322	0.198204	0.035762	0.015858	0.024338	0.056964
-0.002275	1.097567	0.013206	0.038296	0.882845	0.198626	0.035257	0.015968	0.024378	0.057400
-0.002055	1.093058	0.013319	0.038518	0.890092	0.198783	0.034781	0.016080	0.024410	0.057847
-0.001833	1.088947	0.013427	0.038705	0.897029	0.198667	0.034329	0.016193	0.024435	0.058302
-0.001608	1.085262	0.013531	0.038856	0.903620	0.198272	0.033900	0.016309	0.024454	0.058762
-0.001380	1.082029	0.013629	0.038969	0.909833	0.197594	0.033492	0.016425	0.024467	0.059224
-0.001148	1.079267	0.013723	0.039045	0.915643	0.196632	0.033102	0.016543	0.024476	0.059686
-0.000910	1.076986	0.013810	0.039083	0.921045	0.195390	0.032728	0.016661	0.024482	0.060143
-0.000666	1.075188	0.013891	0.039083	0.926050	0.193875	0.032366	0.016780	0.024485	0.060591
-0.000414	1.073866	0.013964	0.039044	0.930690	0.192099	0.032015	0.016898	0.024486	0.061025
-0.000154	1.073009	0.014030	0.038968	0.935003	0.190079	0.031670	0.017015	0.024484	0.061443
0.000117	1.072599	0.014088	0.038853	0.939031	0.187831	0.031329	0.017130	0.024481	0.061840
0.000398	1.072606	0.014136	0.038699	0.942828	0.185374	0.030990	0.017241	0.024477	0.062216
0.000693	1.072999	0.014175	0.038504	0.946462	0.182727	0.030649	0.017348	0.024471	0.062569
0.001003	1.073746	0.014203	0.038269	0.950012	0.179904	0.030305	0.017449	0.024463	0.062902
0.001330	1.074816	0.014221	0.037993	0.953565	0.176922	0.029957	0.017543	0.024454	0.063215
0.001677	1.076186	0.014229	0.037677	0.957201	0.173794	0.029605	0.017627	0.024443	0.063509
0.002044	1.077839	0.014227	0.037322	0.960989	0.170537	0.029246	0.017701	0.024430	0.063786
0.002434	1.079766	0.014216	0.036928	0.964989	0.167169	0.028882	0.017764	0.024413	0.064048
0.002849	1.081967	0.014196	0.036498	0.969248	0.163710	0.028511	0.017812	0.024392	0.064294
0.003292	1.084441	0.014169	0.036035	0.973797	0.160178	0.028134	0.017846	0.024366	0.064524
0.003764	1.087186	0.014136	0.035540	0.978658	0.156595	0.027750	0.017863	0.024335	0.064738
0.004268	1.090188	0.014097	0.035018	0.983836	0.152978	0.027359	0.017864	0.024298	0.064935
0.004806	1.093419	0.014054	0.034470	0.989323	0.149346	0.026961	0.017849	0.024256	0.065112
0.005381	1.096838	0.014007	0.033900	0.995099	0.145713	0.026554	0.017817	0.024209	0.065266
0.005994	1.100395	0.013956	0.033309	1.001136	0.142096	0.026141	0.017769	0.024156	0.065394
0.006649	1.104028	0.013902	0.032701	1.007393	0.138508	0.025721	0.017706	0.024098	0.065492
0.007347	1.107670	0.013845	0.032076	1.013822	0.134962	0.025295	0.017628	0.024035	0.065556
0.008092	1.111251	0.013787	0.031436	1.020363	0.131467	0.024864	0.017535	0.023967	0.065584
0.008885	1.114700	0.013727	0.030783	1.026952	0.128034	0.024430	0.017428	0.023894	0.065575
0.009728	1.117955	0.013666	0.030119	1.033526	0.124670	0.023992	0.017309	0.023816	0.065527
0.010623	1.120968	0.013607	0.029444	1.040023	0.121382	0.023552	0.017176	0.023733	0.065441
0.011573	1.123709	0.013549	0.028760	1.046379	0.118173	0.023111	0.017032	0.023646	0.065318
0.012580	1.126168	0.013496	0.028070	1.052525	0.115046	0.022669	0.016877	0.023556	0.065159
0.013645	1.128347	0.013448	0.027377	1.058390	0.112003	0.022228	0.016714	0.023464	0.064965
0.014770	1.130257	0.013407	0.026682	1.063901	0.109042	0.021787	0.016545	0.023372	0.064737
0.015957	1.131903	0.013377	0.025989	1.068982	0.106162	0.021346	0.016370	0.023282	0.064478
0.017207	1.133290	0.013357	0.025301	1.073559	0.103359	0.020908	0.016191	0.023195	0.064189
0.018522	1.134421	0.013351	0.024622	1.077562	0.100631	0.020471	0.016011	0.023113	0.063872
0.019903	1.135307	0.013360	0.023954	1.080925	0.097972	0.020037	0.015831	0.023038	0.063529
0.021352	1.135963	0.013385	0.023299	1.083581	0.095377	0.019605	0.015652	0.022971	0.063162
0.022871	1.136399	0.013428	0.022660	1.085455	0.092840	0.019178	0.015474	0.022914	0.062772
0.024461	1.136620	0.013489	0.022040	1.086472	0.090355	0.018755	0.015299	0.022866	0.062363
0.026121	1.136620	0.013571	0.021441	1.086555	0.087917	0.018338	0.015129	0.022830	0.061936
0.027854	1.136386	0.013673	0.020863	1.085629	0.085519	0.017927	0.014963	0.022806	0.061497
0.029660	1.135895	0.013798	0.020309	1.083622	0.083155	0.017523	0.014802	0.022794	0.061050
0.031538	1.135130	0.013945	0.019781	1.080477	0.080819	0.017127	0.014647	0.022794	0.060600
0.033489	1.134079	0.014117	0.019279	1.076153	0.078504	0.016739	0.014499	0.022808	0.060149
0.035513	1.132737	0.014314	0.018804	1.070623	0.076207	0.016360	0.014357	0.022833	0.059701
0.037610	1.131108	0.014536	0.018359	1.063867	0.073925	0.015990	0.014222	0.022871	0.059259
0.039778	1.129191	0.014786	0.017945	1.055864	0.071658	0.015630	0.014095	0.022919	0.058826
0.042016	1.126981	0.015064	0.017561	1.046597	0.069406	0.015279	0.013974	0.022978	0.058403
