/forceset/addlong_r/activation	/forceset/recfem_r/activation	/forceset/vaslat_r/activation	/forceset/vasmed_r/activation	/forceset/tibant_r/activation	/forceset/bflh_r/activation	/forceset/semiten_r/activation	/forceset/gaslat_r/activation	/forceset/gasmed_r/activation	/forceset/soleus_r/activation
0.031146	0.357298	0.165890	0.243474	0.031055	0.167866	0.264975	0.247094	0.373592	0.362504
0.031898	0.348787	0.161529	0.238161	0.030718	0.171727	0.271751	0.246728	0.374587	0.356660
0.032627	0.340239	0.157057	0.232731	0.030386	0.175568	0.278392	0.246682	0.375942	0.350881
0.033334	0.331671	0.152497	0.227203	0.030061	0.179392	0.284883	0.246966	0.377659	0.345194
0.034021	0.323096	0.147867	0.221595	0.029744	0.183203	0.291215	0.247588	0.379740	0.339623
0.034689	0.314527	0.143184	0.215924	0.029437	0.187007	0.297380	0.248553	0.382179	0.334192
0.035341	0.305976	0.138466	0.210206	0.029141	0.190811	0.303374	0.249862	0.384965	0.328919
0.035979	0.297452	0.133727	0.204458	0.028856	0.194617	0.309197	0.251512	0.388084	0.323820
0.036605	0.288968	0.128979	0.198695	0.028583	0.198425	0.314848	0.253501	0.391517	0.318907
0.037222	0.280535	0.124238	0.192932	0.028320	0.202234	0.320330	0.255825	0.395243	0.314190
0.037834	0.272164	0.119514	0.187186	0.028069	0.206037	0.325644	0.258478	0.399236	0.309672
0.038445	0.263870	0.114819	0.181471	0.027829	0.209828	0.330788	0.261455	0.403467	0.305354
0.039057	0.255666	0.110164	0.175803	0.027600	0.213597	0.335759	0.264746	0.407901	0.301233
0.039677	0.247568	0.105560	0.170196	0.027383	0.217333	0.340548	0.268341	0.412502	0.297301
0.040309	0.239592	0.101015	0.164663	0.027179	0.221023	0.345150	0.272225	0.417227	0.293550
0.040957	0.231752	0.096540	0.159216	0.026986	0.224656	0.349558	0.276377	0.422029	0.289966
0.041629	0.224066	0.092141	0.153866	0.026804	0.228220	0.353765	0.280779	0.426859	0.286531
0.042329	0.216548	0.087826	0.148623	0.026634	0.231707	0.357766	0.285404	0.431665	0.283225
0.043063	0.209213	0.083603	0.143496	0.026474	0.235107	0.361559	0.290229	0.436400	0.280024
0.043836	0.202072	0.079477	0.138491	0.026325	0.238413	0.365140	0.295228	0.441018	0.276905
0.044653	0.195136	0.075454	0.133613	0.026186	0.241620	0.368506	0.300377	0.445474	0.273843
0.045517	0.188412	0.071539	0.128868	0.026056	0.244721	0.371656	0.305651	0.449725	0.270814
0.046432	0.181903	0.067737	0.124259	0.025934	0.247708	0.374588	0.311025	0.453726	0.267796
0.047402	0.175612	0.064051	0.119788	0.025820	0.250574	0.377296	0.316470	0.457437	0.264772
0.048428	0.169537	0.060485	0.115456	0.025714	0.253313	0.379778	0.321955	0.460820	0.261732
0.049515	0.163677	0.057042	0.111262	0.025616	0.255917	0.382028	0.327444	0.463848	0.258667
0.050663	0.158024	0.053723	0.107204	0.025524	0.258381	0.384040	0.332897	0.466498	0.255574
0.051877	0.152575	0.050530	0.103280	0.025440	0.260695	0.385808	0.338272	0.468759	0.252448
0.053158	0.147323	0.047464	0.099484	0.025361	0.262850	0.387328	0.343520	0.470635	0.249280
0.054509	0.142263	0.044526	0.095812	0.025286	0.264834	0.388593	0.348593	0.472142	0.246062
0.055931	0.137387	0.041714	0.092256	0.025215	0.266634	0.389597	0.353439	0.473306	0.242789
0.057428	0.132691	0.039029	0.088812	0.025145	0.268235	0.390329	0.358008	0.474147	0.239458
0.059001	0.128169	0.036470	0.085472	0.025076	0.269617	0.390778	0.362252	0.474682	0.236073
0.060654	0.123815	0.034033	0.082230	0.025006	0.270760	0.390927	0.366120	0.474924	0.232642
0.062389	0.119625	0.031718	0.079082	0.024934	0.271642	0.390756	0.369565	0.474878	0.229172
0.064208	0.115596	0.029521	0.076021	0.024859	0.272245	0.390244	0.372545	0.474549	0.225670
0.066114	0.111724	0.027439	0.073044	0.024779	0.272551	0.389371	0.375026	0.473938	0.222142
0.068109	0.108007	0.025469	0.070147	0.024693	0.272547	0.388115	0.376984	0.473042	0.218591
0.070196	0.104443	0.023609	0.067328	0.024600	0.272222	0.386454	0.378406	0.471854	0.215022
0.072375	0.101031	0.021853	0.064586	0.024497	0.271569	0.384369	0.379285	0.470362	0.211436
0.074650	0.097768	0.020199	0.061918	0.024384	0.270587	0.381842	0.379617	0.468548	0.207838
0.077021	0.094654	0.018643	0.059324	0.024258	0.269274	0.378861	0.379397	0.466390	0.204232
0.079489	0.091685	0.017181	0.056803	0.024118	0.267636	0.375420	0.378623	0.463863	0.200623
0.082056	0.088859	0.015809	0.054352	0.023960	0.265680	0.371522	0.377299	0.460936	0.197015
0.084721	0.086172	0.014523	0.051971	0.023783	0.263415	0.367183	0.375436	0.457581	0.193411
0.087483	0.083619	0.013320	0.049655	0.023585	0.260851	0.362421	0.373058	0.453771	0.189811
0.090341	0.081198	0.012195	0.047404	0.023365	0.257997	0.357259	0.370192	0.449491	0.186215
0.093294	0.078906	0.011144	0.045216	0.023122	0.254860	0.351721	0.366875	0.444743	0.182620
0.096340	0.076738	0.010165	0.043088	0.022856	0.251447	0.345826	0.363150	0.439539	0.179025
0.099483	0.074694	0.009254	0.041023	0.022566	0.247762	0.339592	0.359063	0.433901	0.175424
0.102726	0.072771	0.008408	0.039019	0.022254	0.243811	0.333039	0.354660	0.427855	0.171812
0.106076	0.070967	0.007624	0.037080	0.021920	0.239606	0.326188	0.349986	0.421440	0.168186
0.109543	0.069280	0.006899	0.035204	0.021564	0.235165	0.319064	0.345084	0.414699	0.164542
0.113137	0.067711	0.006231	0.033395	0.021188	0.230511	0.311694	0.339995	0.407684	0.160881
0.116870	0.066257	0.005617	0.031653	0.020792	0.225671	0.304109	0.334753	0.400446	0.157200
0.120752	0.064920	0.005054	0.029979	0.020377	0.220671	0.296343	0.329392	0.393036	0.153498
0.124793	0.063697	0.004539	0.028372	0.019943	0.215537	0.288433	0.323941	0.385505	0.149775
0.129002	0.062589	0.004072	0.026834	0.019493	0.210297	0.280418	0.318426	0.377904	0.146032
0.133390	0.061596	0.003648	0.025363	0.019026	0.204976	0.272336	0.312871	0.370281	0.142274
0.137963	0.060715	0.003265	0.023960	0.018545	0.199601	0.264226	0.307299	0.362684	0.138501
0.142732	0.059947	0.002921	0.022622	0.018053	0.194198	0.256126	0.301732	0.355155	0.134719
0.147703	0.059286	0.002614	0.021350	0.017551	0.188792	0.248071	0.296195	0.347735	0.130928
0.152881	0.058731	0.002341	0.020140	0.017041	0.183406	0.240094	0.290709	0.340458	0.127131
0.158274	0.058278	0.002100	0.018993	0.016527	0.178061	0.232225	0.285298	0.333357	0.123331
0.163885	0.057921	0.001890	0.017905	0.016010	0.172775	0.224491	0.279983	0.326463	0.119532
0.169715	0.057657	0.001709	0.016877	0.015492	0.167566	0.216916	0.274786	0.319806	0.115739
0.175767	0.057478	0.001555	0.015905	0.014975	0.162447	0.209521	0.269728	0.313414	0.111961
0.182039	0.057379	0.001426	0.014989	0.014461	0.157430	0.202323	0.264829	0.307314	0.108207
0.188527	0.057354	0.001320	0.014126	0.013951	0.152523	0.195337	0.260106	0.301529	0.104489
0.195228	0.057396	0.001237	0.013317	0.013445	0.147736	0.188573	0.255577	0.296081	0.100817
0.202132	0.057502	0.001175	0.012558	0.012946	0.143074	0.182041	0.251257	0.290985	0.097204
0.209229	0.057665	0.001133	0.011850	0.012454	0.138541	0.175748	0.247157	0.286253	0.093657
0.216507	0.057882	0.001109	0.011189	0.011971	0.134141	0.169696	0.243286	0.281893	0.090186
0.223948	0.058147	0.001102	0.010574	0.011496	0.129875	0.163889	0.239650	0.277909	0.086799
0.231533	0.058456	0.001111	0.010005	0.011030	0.125743	0.158327	0.236251	0.274302	0.083500
0.239240	0.058805	0.001135	0.009479	0.010576	0.121745	0.153007	0.233086	0.271069	0.080296
0.247042	0.059190	0.001172	0.008996	0.010133	0.117879	0.147929	0.230152	0.268203	0.077189
0.254911	0.059607	0.001222	0.008552	0.009702	0.114147	0.143088	0.227442	0.265694	0.074184
0.262815	0.060054	0.001282	0.008149	0.009284	0.110547	0.138480	0.224945	0.263529	0.071281
0.270722	0.060528	0.001354	0.007782	0.008880	0.107082	0.134102	0.222649	0.261691	0.068482
0.278598	0.061026	0.001434	0.007452	0.008489	0.103753	0.129950	0.220541	0.260159	0.065787
0.286412	0.061545	0.001523	0.007155	0.008113	0.100561	0.126020	0.218603	0.258910	0.063197
0.294135	0.062082	0.001619	0.006891	0.007751	0.097507	0.122308	0.216820	0.257919	0.060710
0.301742	0.062633	0.001723	0.006658	0.007404	0.094592	0.118812	0.215178	0.257157	0.058328
0.309209	0.063195	0.001831	0.006454	0.007072	0.091819	0.115528	0.213668	0.256595	0.056050
0.316511	0.063763	0.001945	0.006277	0.006755	0.089189	0.112454	0.212282	0.256200	0.053875
0.323630	0.064335	0.002062	0.006126	0.006453	0.086703	0.109590	0.211013	0.255937	0.051803
0.330551	0.064908	0.002182	0.005997	0.006165	0.084364	0.106931	0.209854	0.255768	0.049835
0.337262	0.065482	0.002305	0.005891	0.005893	0.082172	0.104476	0.208796	0.255651	0.047970
0.343751	0.066055	0.002429	0.005804	0.005635	0.080129	0.102218	0.207832	0.255545	0.046209
0.350008	0.066626	0.002555	0.005736	0.005390	0.078233	0.100152	0.206960	0.255413	0.044550
0.356024	0.067195	0.002680	0.005684	0.005160	0.076484	0.098270	0.206180	0.255228	0.042993
0.361788	0.067762	0.002806	0.005647	0.004944	0.074880	0.096564	0.205498	0.254972	0.041535
0.367287	0.068328	0.002930	0.005624	0.004741	0.073419	0.095025	0.204924	0.254638	0.040174
0.372501	0.068893	0.003054	0.005613	0.004551	0.072097	0.093644	0.204470	0.254226	0.038909
0.377410	0.069457	0.003175	0.005614	0.004374	0.070912	0.092415	0.204150	0.253743	0.037735
0.381988	0.070022	0.003294	0.005626	0.004210	0.069861	0.091330	0.203972	0.253205	0.036651
0.386211	0.070586	0.003411	0.005648	0.004059	0.068941	0.090383	0.203946	0.252634	0.035653
0.390053	0.071150	0.003526	0.005680	0.003919	0.068149	0.089568	0.204077	0.252049	0.034738
0.393492	0.071712	0.003637	0.005719	0.003791	0.067485	0.088878	0.204371	0.251469	0.033904
0.396513	0.072271	0.003745	0.005766	0.003676	0.066945	0.088306	0.204828	0.250911	0.033145
0.399103	0.072827	0.003850	0.005820	0.003572	0.066527	0.087845	0.205453	0.250388	0.032458
0.401257	0.073381	0.003951	0.005879	0.003480	0.066231	0.087486	0.206245	0.249911	0.031837
0.402974	0.073934	0.004049	0.005943	0.003400	0.066052	0.087219	0.207206	0.249489	0.031278
0.404252	0.074489	0.004142	0.006012	0.003332	0.065986	0.087038	0.208334	0.249127	0.030776
0.405092	0.075050	0.004232	0.006083	0.003277	0.066028	0.086935	0.209625	0.248827	0.030327
0.405490	0.075620	0.004317	0.006156	0.003236	0.066173	0.086900	0.211076	0.248589	0.029928
0.405439	0.076203	0.004398	0.006230	0.003208	0.066414	0.086928	0.212684	0.248412	0.029577
0.404930	0.076805	0.004474	0.006304	0.003193	0.066744	0.087009	0.214443	0.248292	0.029269
0.403955	0.077431	0.004547	0.006378	0.003194	0.067153	0.087136	0.216351	0.248223	0.029003
0.402512	0.078085	0.004615	0.006450	0.003210	0.067634	0.087298	0.218402	0.248199	0.028775
0.400600	0.078771	0.004680	0.006519	0.003241	0.068177	0.087486	0.220590	0.248211	0.028583
0.398227	0.079494	0.004741	0.006584	0.003289	0.068771	0.087688	0.222910	0.248247	0.028422
0.395403	0.080255	0.004799	0.006646	0.003355	0.069405	0.087895	0.225351	0.248294	0.028290
0.392144	0.081059	0.004853	0.006704	0.003438	0.070068	0.088094	0.227904	0.248337	0.028182
0.388471	0.081907	0.004905	0.006758	0.003542	0.070751	0.088276	0.230556	0.248358	0.028094
0.384405	0.082804	0.004954	0.006808	0.003666	0.071443	0.088430	0.233290	0.248334	0.028022
0.379971	0.083754	0.005000	0.006854	0.003813	0.072135	0.088548	0.236092	0.248245	0.027964
0.375197	0.084758	0.005043	0.006897	0.003984	0.072819	0.088621	0.238942	0.248066	0.027917
0.370107	0.085819	0.005084	0.006938	0.004181	0.073488	0.088640	0.241822	0.247775	0.027877
0.364728	0.086940	0.005122	0.006976	0.004407	0.074135	0.088600	0.244710	0.247349	0.027845
0.359082	0.088121	0.005158	0.007012	0.004663	0.074754	0.088495	0.247585	0.246769	0.027819
0.353190	0.089363	0.005191	0.007046	0.004951	0.075337	0.088320	0.250421	0.246014	0.027797
0.347075	0.090666	0.005222	0.007080	0.005275	0.075877	0.088072	0.253190	0.245063	0.027780
0.340768	0.092030	0.005250	0.007111	0.005637	0.076367	0.087746	0.255861	0.243897	0.027766
0.334301	0.093453	0.005276	0.007142	0.006039	0.076797	0.087338	0.258400	0.242493	0.027755
0.327711	0.094933	0.005299	0.007172	0.006485	0.077161	0.086845	0.260769	0.240830	0.027746
0.321038	0.096466	0.005321	0.007201	0.006978	0.077452	0.086262	0.262926	0.238893	0.027737
0.314321	0.098047	0.005340	0.007229	0.007522	0.077668	0.085587	0.264828	0.236670	0.027727
0.307602	0.099674	0.005358	0.007257	0.008120	0.077805	0.084818	0.266429	0.234154	0.027714
0.300918	0.101340	0.005373	0.007284	0.008775	0.077864	0.083957	0.267688	0.231344	0.027697
0.294307	0.103039	0.005387	0.007311	0.009492	0.077847	0.083008	0.268565	0.228238	0.027673
0.287803	0.104766	0.005399	0.007339	0.010274	0.077756	0.081976	0.269032	0.224838	0.027642
0.281434	0.106512	0.005410	0.007366	0.011126	0.077594	0.080868	0.269066	0.221145	0.027604
0.275228	0.108273	0.005418	0.007394	0.012053	0.077364	0.079693	0.268655	0.217163	0.027559
0.269208	0.110043	0.005426	0.007423	0.013058	0.077069	0.078457	0.267785	0.212897	0.027508
0.263395	0.111816	0.005432	0.007452	0.014148	0.076712	0.077168	0.266448	0.208356	0.027451
0.257810	0.113588	0.005437	0.007483	0.015327	0.076295	0.075834	0.264634	0.203560	0.027390
0.252473	0.115356	0.005441	0.007515	0.016600	0.075819	0.074461	0.262341	0.198532	0.027325
0.247401	0.117114	0.005445	0.007548	0.017972	0.075285	0.073055	0.259573	0.193301	0.027256
0.242610	0.118859	0.005448	0.007583	0.019448	0.074693	0.071621	0.256345	0.187895	0.027183
0.238116	0.120585	0.005451	0.007620	0.021032	0.074044	0.070167	0.252682	0.182343	0.027106
0.233928	0.122285	0.005454	0.007659	0.022729	0.073338	0.068698	0.248616	0.176671	0.027026
0.230057	0.123952	0.005457	0.007700	0.024541	0.072578	0.067221	0.244185	0.170904	0.026943
0.226514	0.125577	0.005459	0.007743	0.026474	0.071767	0.065743	0.239426	0.165068	0.026858
0.223310	0.127154	0.005462	0.007788	0.028529	0.070906	0.064271	0.234375	0.159184	0.026771
0.220456	0.128678	0.005465	0.007835	0.030711	0.070001	0.062812	0.229064	0.153276	0.026681
0.217963	0.130148	0.005468	0.007885	0.033021	0.069055	0.061371	0.223525	0.147365	0.026590
0.215840	0.131568	0.005470	0.007937	0.035464	0.068072	0.059955	0.217783	0.141470	0.026496
0.214095	0.132943	0.005473	0.007991	0.038041	0.067054	0.058568	0.211865	0.135610	0.026398
0.212733	0.134284	0.005477	0.008048	0.040756	0.066005	0.057214	0.205794	0.129800	0.026296
0.211757	0.135601	0.005481	0.008108	0.043612	0.064928	0.055896	0.199595	0.124055	0.026187
0.211168	0.136906	0.005486	0.008171	0.046609	0.063825	0.054616	0.193291	0.118388	0.026071
0.210964	0.138210	0.005493	0.008238	0.049751	0.062697	0.053375	0.186908	0.112813	0.025947
0.211141	0.139523	0.005500	0.008307	0.053038	0.061547	0.052174	0.180468	0.107339	0.025813
0.211691	0.140851	0.005510	0.008379	0.056472	0.060375	0.051012	0.173998	0.101979	0.025670
0.212606	0.142201	0.005521	0.008455	0.060052	0.059182	0.049891	0.167520	0.096740	0.025515
0.213872	0.143578	0.005534	0.008534	0.063777	0.057967	0.048808	0.161058	0.091633	0.025350
0.215473	0.144984	0.005548	0.008616	0.067646	0.056730	0.047764	0.154633	0.086664	0.025172
0.217393	0.146422	0.005564	0.008701	0.071657	0.055473	0.046758	0.148264	0.081842	0.024981
0.219612	0.147892	0.005582	0.008789	0.075806	0.054197	0.045790	0.141967	0.077172	0.024776
0.222110	0.149392	0.005602	0.008880	0.080088	0.052904	0.044860	0.135759	0.072661	0.024556
0.224865	0.150919	0.005623	0.008974	0.084499	0.051599	0.043969	0.129651	0.068312	0.024322
0.227855	0.152472	0.005645	0.009070	0.089034	0.050286	0.043116	0.123656	0.064130	0.024075
0.231058	0.154044	0.005669	0.009169	0.093686	0.048969	0.042300	0.117785	0.060116	0.023815
0.234454	0.155634	0.005694	0.009269	0.098449	0.047652	0.041519	0.112045	0.056272	0.023545
0.238026	0.157239	0.005721	0.009372	0.103314	0.046337	0.040773	0.106446	0.052599	0.023267
0.241758	0.158857	0.005748	0.009476	0.108274	0.045028	0.040061	0.100992	0.049097	0.022982
0.245637	0.160488	0.005776	0.009583	0.113320	0.043725	0.039379	0.095691	0.045764	0.022691
0.249652	0.162133	0.005806	0.009690	0.118446	0.042432	0.038726	0.090547	0.042599	0.022397
0.253789	0.163792	0.005836	0.009800	0.123641	0.041148	0.038100	0.085565	0.039600	0.022100
0.258033	0.165468	0.005866	0.009911	0.128898	0.039874	0.037499	0.080746	0.036765	0.021801
0.262366	0.167162	0.005898	0.010023	0.134208	0.038612	0.036921	0.076093	0.034090	0.021502
0.266767	0.168878	0.005929	0.010136	0.139561	0.037363	0.036367	0.071607	0.031572	0.021203
0.271212	0.170619	0.005960	0.010250	0.144948	0.036128	0.035834	0.067286	0.029207	0.020906
0.275672	0.172388	0.005991	0.010366	0.150357	0.034908	0.035322	0.063131	0.026990	0.020611
0.280118	0.174187	0.006022	0.010482	0.155774	0.033706	0.034833	0.059139	0.024916	0.020319
0.284514	0.176020	0.006052	0.010599	0.161185	0.032523	0.034365	0.055307	0.022980	0.020031
0.288822	0.177887	0.006082	0.010716	0.166575	0.031361	0.033918	0.051634	0.021178	0.019748
0.293004	0.179789	0.006111	0.010833	0.171929	0.030223	0.033493	0.048117	0.019505	0.019470
0.297022	0.181725	0.006140	0.010951	0.177229	0.029110	0.033089	0.044753	0.017955	0.019199
0.300843	0.183691	0.006169	0.011068	0.182458	0.028025	0.032704	0.041541	0.016524	0.018934
0.304438	0.185682	0.006197	0.011185	0.187598	0.026969	0.032338	0.038478	0.015207	0.018676
0.307787	0.187692	0.006224	0.011301	0.192628	0.025943	0.031988	0.035561	0.013999	0.018426
0.310874	0.189713	0.006250	0.011416	0.197531	0.024949	0.031653	0.032790	0.012896	0.018183
0.313693	0.191739	0.006275	0.011531	0.202293	0.023987	0.031331	0.030161	0.011891	0.017949
0.316243	0.193760	0.006299	0.011644	0.206902	0.023056	0.031022	0.027671	0.010980	0.017723
0.318531	0.195772	0.006321	0.011757	0.211348	0.022158	0.030723	0.025319	0.010156	0.017506
0.320566	0.197768	0.006341	0.011867	0.215627	0.021292	0.030435	0.023101	0.009415	0.017297
0.322356	0.199745	0.006359	0.011977	0.219734	0.020457	0.030155	0.021014	0.008750	0.017096
0.323910	0.201700	0.006374	0.012084	0.223670	0.019653	0.029883	0.019057	0.008156	0.016903
0.325235	0.203633	0.006387	0.012190	0.227441	0.018879	0.029617	0.017225	0.007628	0.016718
0.326339	0.205545	0.006397	0.012295	0.231058	0.018133	0.029356	0.015516	0.007159	0.016540
0.327229	0.207439	0.006405	0.012399	0.234535	0.017416	0.029098	0.013926	0.006743	0.016369
0.327909	0.209317	0.006410	0.012502	0.237882	0.016726	0.028843	0.012453	0.006377	0.016206
0.328384	0.211186	0.006412	0.012604	0.241110	0.016062	0.028589	0.011091	0.006055	0.016049
0.328656	0.213052	0.006411	0.012704	0.244225	0.015424	0.028337	0.009839	0.005772	0.015900
0.328729	0.214921	0.006408	0.012803	0.247233	0.014811	0.028085	0.008691	0.005526	0.015758
0.328605	0.216799	0.006403	0.012901	0.250139	0.014224	0.027834	0.007645	0.005314	0.015623
0.328284	0.218693	0.006395	0.012997	0.252950	0.013661	0.027583	0.006696	0.005132	0.015495
0.327767	0.220606	0.006385	0.013092	0.255668	0.013123	0.027333	0.005841	0.004980	0.015374
0.327053	0.222540	0.006373	0.013187	0.258296	0.012611	0.027083	0.005077	0.004854	0.015259
0.326141	0.224496	0.006358	0.013281	0.260835	0.012123	0.026833	0.004400	0.004753	0.015150
0.325030	0.226471	0.006341	0.013374	0.263282	0.011660	0.026581	0.003807	0.004675	0.015047
0.323718	0.228457	0.006321	0.013468	0.265635	0.011221	0.026327	0.003294	0.004618	0.014950
0.322202	0.230447	0.006299	0.013561	0.267890	0.010807	0.026069	0.002859	0.004581	0.014856
0.320478	0.232435	0.006274	0.013654	0.270044	0.010418	0.025805	0.002498	0.004563	0.014767
0.318544	0.234412	0.006247	0.013745	0.272093	0.010052	0.025536	0.002208	0.004560	0.014681
0.316397	0.236372	0.006217	0.013835	0.274033	0.009710	0.025260	0.001987	0.004573	0.014597
0.314032	0.238309	0.006186	0.013923	0.275860	0.009392	0.024976	0.001831	0.004599	0.014514
0.311447	0.240220	0.006153	0.014009	0.277575	0.009097	0.024685	0.001739	0.004638	0.014430
0.308641	0.242105	0.006118	0.014091	0.279183	0.008824	0.024386	0.001708	0.004687	0.014346
0.305612	0.243964	0.006081	0.014170	0.280687	0.008573	0.024080	0.001734	0.004746	0.014260
0.302358	0.245802	0.006043	0.014246	0.282094	0.008343	0.023768	0.001817	0.004815	0.014173
0.298880	0.247627	0.006004	0.014317	0.283413	0.008133	0.023451	0.001953	0.004891	0.014086
0.295176	0.249450	0.005963	0.014384	0.284658	0.007944	0.023131	0.002140	0.004975	0.014000
0.291255	0.251287	0.005922	0.014446	0.285846	0.007774	0.022809	0.002376	0.005065	0.013916
0.287136	0.253155	0.005881	0.014505	0.287000	0.007624	0.022487	0.002659	0.005160	0.013834
0.282848	0.255073	0.005840	0.014559	0.288140	0.007493	0.022167	0.002988	0.005260	0.013755
0.278429	0.257060	0.005799	0.014610	0.289286	0.007380	0.021850	0.003359	0.005363	0.013681
0.273915	0.259136	0.005759	0.014657	0.290453	0.007285	0.021537	0.003772	0.005470	0.013612
0.269342	0.261318	0.005720	0.014700	0.291658	0.007208	0.021229	0.004225	0.005580	0.013550
0.264748	0.263621	0.005682	0.014740	0.292913	0.007147	0.020926	0.004717	0.005691	0.013496
0.260166	0.266057	0.005645	0.014776	0.294227	0.007102	0.020630	0.005245	0.005804	0.013451
0.255632	0.268635	0.005608	0.014807	0.295606	0.007072	0.020339	0.005808	0.005919	0.013416
0.251181	0.271363	0.005573	0.014834	0.297050	0.007056	0.020054	0.006405	0.006034	0.013392
0.246850	0.274248	0.005539	0.014855	0.298560	0.007053	0.019776	0.007035	0.006150	0.013380
0.242674	0.277299	0.005507	0.014871	0.300130	0.007062	0.019505	0.007696	0.006265	0.013380
0.238688	0.280525	0.005476	0.014880	0.301750	0.007082	0.019242	0.008386	0.006380	0.013394
0.234927	0.283938	0.005447	0.014883	0.303409	0.007113	0.018988	0.009105	0.006495	0.013422
0.231423	0.287552	0.005421	0.014881	0.305090	0.007152	0.018745	0.009850	0.006609	0.013465
