/forceset/addlong_r/activation	/forceset/recfem_r/activation	/forceset/vaslat_r/activation	/forceset/vasmed_r/activation	/forceset/tibant_r/activation	/forceset/bflh_r/activation	/forceset/semiten_r/activation	/forceset/gaslat_r/activation	/forceset/gasmed_r/activation	/forceset/soleus_r/activation
0.229499	0.035346	0.004226	0.011345	0.008167	0.038248	0.048838	0.122716	0.180292	0.036076
0.232241	0.035983	0.004354	0.011657	0.008319	0.038897	0.050954	0.123511	0.184342	0.036873
0.234673	0.036582	0.004477	0.011949	0.008450	0.039502	0.052888	0.124172	0.187637	0.037542
0.236781	0.037141	0.004595	0.012220	0.008559	0.040065	0.054652	0.124704	0.190220	0.038089
0.238561	0.037658	0.004706	0.012469	0.008647	0.040592	0.056253	0.125110	0.192134	0.038515
0.240013	0.038132	0.004812	0.012696	0.008715	0.041087	0.057701	0.125393	0.193421	0.038827
0.241142	0.038562	0.004913	0.012900	0.008763	0.041554	0.059004	0.125556	0.194123	0.039028
0.241958	0.038949	0.005007	0.013080	0.008792	0.041999	0.060173	0.125603	0.194276	0.039124
0.242469	0.039293	0.005096	0.013236	0.008804	0.042425	0.061215	0.125539	0.193915	0.039119
0.242686	0.039594	0.005178	0.013369	0.008798	0.042837	0.062141	0.125369	0.193074	0.039019
0.242617	0.039855	0.005255	0.013478	0.008775	0.043238	0.062959	0.125094	0.191786	0.038829
0.242270	0.040077	0.005325	0.013566	0.008737	0.043632	0.063680	0.124717	0.190081	0.038553
0.241653	0.040261	0.005390	0.013632	0.008682	0.044022	0.064310	0.124239	0.187989	0.038198
0.240778	0.040411	0.005448	0.013678	0.008611	0.044412	0.064858	0.123657	0.185539	0.037770
0.239657	0.040526	0.005500	0.013705	0.008525	0.044805	0.065330	0.122971	0.182759	0.037275
0.238307	0.040609	0.005546	0.013715	0.008424	0.045202	0.065733	0.122177	0.179682	0.036720
0.236742	0.040661	0.005586	0.013707	0.008308	0.045607	0.066072	0.121271	0.176336	0.036110
0.234982	0.040684	0.005618	0.013683	0.008176	0.046022	0.066353	0.120250	0.172755	0.035454
0.233046	0.040676	0.005645	0.013643	0.008030	0.046449	0.066582	0.119109	0.168969	0.034756
0.230955	0.040639	0.005665	0.013589	0.007870	0.046890	0.066763	0.117846	0.165007	0.034022
0.228733	0.040572	0.005678	0.013519	0.007695	0.047346	0.066900	0.116463	0.160897	0.033257
0.226404	0.040476	0.005686	0.013435	0.007507	0.047818	0.066998	0.114962	0.156662	0.032467
0.223991	0.040349	0.005687	0.013337	0.007305	0.048308	0.067058	0.113349	0.152325	0.031657
0.221516	0.040194	0.005683	0.013226	0.007089	0.048816	0.067083	0.111632	0.147905	0.030830
0.219001	0.040013	0.005672	0.013101	0.006862	0.049341	0.067075	0.109821	0.143420	0.029991
0.216462	0.039811	0.005657	0.012966	0.006623	0.049883	0.067035	0.107926	0.138885	0.029143
0.213916	0.039591	0.005636	0.012820	0.006373	0.050442	0.066965	0.105955	0.134317	0.028291
0.211377	0.039359	0.005610	0.012665	0.006115	0.051015	0.066866	0.103915	0.129728	0.027437
0.208859	0.039120	0.005580	0.012503	0.005848	0.051600	0.066740	0.101813	0.125131	0.026585
0.206379	0.038878	0.005545	0.012335	0.005574	0.052195	0.066591	0.099654	0.120540	0.025735
0.203951	0.038639	0.005506	0.012161	0.005295	0.052795	0.066420	0.097446	0.115965	0.024892
0.201590	0.038407	0.005463	0.011985	0.005011	0.053396	0.066230	0.095193	0.111417	0.024056
0.199312	0.038187	0.005417	0.011806	0.004724	0.053994	0.066025	0.092901	0.106906	0.023229
0.197133	0.037981	0.005367	0.011625	0.004435	0.054585	0.065807	0.090577	0.102441	0.022414
0.195071	0.037793	0.005314	0.011444	0.004145	0.055163	0.065578	0.088229	0.098031	0.021610
0.193139	0.037625	0.005258	0.011264	0.003855	0.055725	0.065343	0.085865	0.093683	0.020819
0.191353	0.037479	0.005200	0.011085	0.003566	0.056264	0.065101	0.083494	0.089405	0.020043
0.189725	0.037356	0.005139	0.010908	0.003279	0.056775	0.064857	0.081128	0.085206	0.019282
0.188267	0.037259	0.005077	0.010733	0.002995	0.057253	0.064610	0.078775	0.081093	0.018538
0.186987	0.037188	0.005015	0.010561	0.002715	0.057694	0.064361	0.076448	0.077073	0.017812
0.185890	0.037144	0.004951	0.010393	0.002441	0.058092	0.064110	0.074156	0.073153	0.017105
0.184979	0.037130	0.004887	0.010229	0.002173	0.058442	0.063857	0.071910	0.069339	0.016420
0.184254	0.037147	0.004823	0.010069	0.001912	0.058737	0.063602	0.069716	0.065635	0.015756
0.183713	0.037198	0.004760	0.009913	0.001660	0.058972	0.063343	0.067584	0.062047	0.015115
0.183351	0.037285	0.004698	0.009763	0.001417	0.059139	0.063080	0.065521	0.058578	0.014498
0.183162	0.037409	0.004637	0.009618	0.001186	0.059231	0.062814	0.063533	0.055232	0.013906
0.183141	0.037574	0.004577	0.009478	0.000968	0.059243	0.062543	0.061625	0.052010	0.013339
0.183283	0.037779	0.004519	0.009345	0.000763	0.059170	0.062266	0.059803	0.048915	0.012796
0.183581	0.038026	0.004463	0.009218	0.000574	0.059011	0.061983	0.058071	0.045946	0.012280
0.184035	0.038315	0.004409	0.009098	0.000402	0.058764	0.061693	0.056432	0.043106	0.011789
0.184642	0.038647	0.004357	0.008987	0.000249	0.058431	0.061393	0.054887	0.040393	0.011323
0.185403	0.039020	0.004306	0.008883	0.000117	0.058014	0.061081	0.053439	0.037807	0.010883
0.186321	0.039435	0.004258	0.008788	0.000009	0.057515	0.060755	0.052089	0.035348	0.010469
0.187395	0.039892	0.004212	0.008702	-0.000074	0.056937	0.060412	0.050836	0.033012	0.010080
0.188626	0.040390	0.004168	0.008626	-0.000129	0.056283	0.060047	0.049681	0.030799	0.009716
0.190011	0.040930	0.004126	0.008559	-0.000154	0.055554	0.059655	0.048624	0.028706	0.009377
0.191546	0.041513	0.004086	0.008502	-0.000147	0.054753	0.059232	0.047665	0.026729	0.009062
0.193229	0.042139	0.004049	0.008454	-0.000104	0.053884	0.058773	0.046802	0.024867	0.008771
0.195057	0.042809	0.004015	0.008416	-0.000024	0.052951	0.058275	0.046035	0.023115	0.008503
0.197028	0.043526	0.003983	0.008388	0.000096	0.051963	0.057735	0.045364	0.021470	0.008258
0.199142	0.044290	0.003954	0.008369	0.000258	0.050925	0.057151	0.044786	0.019928	0.008034
0.201398	0.045102	0.003928	0.008359	0.000467	0.049845	0.056525	0.044299	0.018487	0.007831
0.203800	0.045963	0.003906	0.008358	0.000724	0.048732	0.055855	0.043903	0.017142	0.007648
0.206351	0.046875	0.003887	0.008365	0.001033	0.047591	0.055144	0.043593	0.015889	0.007484
0.209056	0.047838	0.003871	0.008380	0.001397	0.046430	0.054392	0.043366	0.014726	0.007337
0.211923	0.048853	0.003858	0.008402	0.001820	0.045254	0.053601	0.043220	0.013648	0.007207
0.214959	0.049920	0.003849	0.008431	0.002305	0.044070	0.052775	0.043149	0.012653	0.007093
0.218171	0.051038	0.003843	0.008466	0.002856	0.042882	0.051918	0.043150	0.011737	0.006993
0.221562	0.052211	0.003841	0.008507	0.003476	0.041696	0.051034	0.043217	0.010898	0.006908
0.225133	0.053437	0.003842	0.008553	0.004170	0.040515	0.050128	0.043344	0.010131	0.006837
0.228886	0.054720	0.003846	0.008604	0.004940	0.039344	0.049207	0.043526	0.009435	0.006778
0.232819	0.056063	0.003853	0.008660	0.005792	0.038186	0.048273	0.043755	0.008805	0.006732
0.236932	0.057468	0.003864	0.008720	0.006728	0.037043	0.047333	0.044023	0.008238	0.006697
0.241224	0.058936	0.003877	0.008784	0.007753	0.035919	0.046389	0.044323	0.007733	0.006672
0.245699	0.060471	0.003894	0.008853	0.008870	0.034816	0.045444	0.044645	0.007285	0.006659
0.250357	0.062074	0.003914	0.008927	0.010084	0.033736	0.044504	0.044980	0.006892	0.006654
0.255199	0.063745	0.003936	0.009004	0.011397	0.032681	0.043569	0.045318	0.006552	0.006660
0.260223	0.065486	0.003961	0.009087	0.012814	0.031653	0.042646	0.045649	0.006260	0.006674
0.265424	0.067296	0.003989	0.009173	0.014338	0.030654	0.041735	0.045963	0.006016	0.006698
0.270794	0.069174	0.004019	0.009265	0.015973	0.029684	0.040842	0.046250	0.005814	0.006729
0.276323	0.071120	0.004051	0.009361	0.017722	0.028746	0.039969	0.046500	0.005653	0.006767
0.281998	0.073132	0.004085	0.009462	0.019588	0.027840	0.039119	0.046708	0.005529	0.006812
0.287808	0.075208	0.004121	0.009567	0.021576	0.026966	0.038295	0.046866	0.005439	0.006863
0.293736	0.077344	0.004157	0.009677	0.023687	0.026125	0.037497	0.046969	0.005380	0.006919
0.299765	0.079537	0.004195	0.009791	0.025925	0.025316	0.036728	0.047014	0.005348	0.006979
0.305873	0.081782	0.004234	0.009908	0.028291	0.024540	0.035988	0.046995	0.005340	0.007043
0.312036	0.084071	0.004273	0.010028	0.030789	0.023796	0.035277	0.046906	0.005353	0.007109
0.318227	0.086400	0.004313	0.010151	0.033420	0.023083	0.034595	0.046746	0.005384	0.007176
0.324415	0.088761	0.004352	0.010277	0.036186	0.022402	0.033942	0.046511	0.005430	0.007245
0.330569	0.091147	0.004392	0.010404	0.039088	0.021752	0.033316	0.046200	0.005489	0.007314
0.336662	0.093551	0.004432	0.010533	0.042128	0.021133	0.032718	0.045815	0.005558	0.007382
0.342666	0.095965	0.004471	0.010664	0.045307	0.020544	0.032145	0.045359	0.005635	0.007450
0.348558	0.098382	0.004510	0.010795	0.048624	0.019985	0.031598	0.044837	0.005719	0.007516
0.354317	0.100796	0.004548	0.010928	0.052080	0.019455	0.031075	0.044252	0.005808	0.007580
0.359923	0.103198	0.004586	0.011062	0.055674	0.018953	0.030575	0.043609	0.005902	0.007642
0.365359	0.105583	0.004622	0.011197	0.059403	0.018478	0.030099	0.042911	0.005999	0.007701
0.370612	0.107945	0.004658	0.011333	0.063265	0.018028	0.029644	0.042164	0.006098	0.007757
0.375663	0.110278	0.004692	0.011470	0.067258	0.017601	0.029211	0.041370	0.006197	0.007809
0.380497	0.112576	0.004725	0.011609	0.071378	0.017197	0.028797	0.040535	0.006297	0.007857
0.385092	0.114833	0.004756	0.011749	0.075619	0.016813	0.028402	0.039663	0.006395	0.007900
0.389423	0.117043	0.004787	0.011889	0.079976	0.016446	0.028024	0.038757	0.006490	0.007940
0.393466	0.119200	0.004816	0.012031	0.084444	0.016096	0.027662	0.037822	0.006583	0.007974
0.397197	0.121297	0.004844	0.012172	0.089015	0.015761	0.027315	0.036863	0.006672	0.008004
0.400598	0.123323	0.004871	0.012315	0.093683	0.015439	0.026982	0.035883	0.006757	0.008029
0.403654	0.125270	0.004897	0.012457	0.098438	0.015131	0.026661	0.034886	0.006835	0.008050
0.406358	0.127126	0.004921	0.012599	0.103271	0.014834	0.026349	0.033876	0.006907	0.008068
0.408708	0.128882	0.004944	0.012742	0.108174	0.014550	0.026046	0.032857	0.006972	0.008081
0.410711	0.130527	0.004965	0.012883	0.113136	0.014277	0.025749	0.031831	0.007030	0.008092
0.412376	0.132056	0.004985	0.013023	0.118147	0.014016	0.025457	0.030804	0.007080	0.008100
0.413717	0.133462	0.005004	0.013161	0.123194	0.013765	0.025167	0.029777	0.007121	0.008106
0.414752	0.134744	0.005021	0.013296	0.128265	0.013525	0.024879	0.028755	0.007154	0.008110
0.415495	0.135900	0.005037	0.013429	0.133345	0.013294	0.024591	0.027740	0.007179	0.008112
0.415962	0.136933	0.005052	0.013557	0.138421	0.013072	0.024303	0.026735	0.007195	0.008113
0.416160	0.137844	0.005066	0.013682	0.143478	0.012859	0.024014	0.025743	0.007204	0.008113
0.416096	0.138637	0.005081	0.013802	0.148502	0.012653	0.023725	0.024765	0.007205	0.008111
0.415768	0.139315	0.005095	0.013917	0.153478	0.012454	0.023436	0.023804	0.007200	0.008109
0.415175	0.139880	0.005108	0.014026	0.158390	0.012261	0.023146	0.022861	0.007188	0.008107
0.414312	0.140333	0.005122	0.014130	0.163220	0.012074	0.022856	0.021936	0.007172	0.008104
0.413177	0.140674	0.005135	0.014229	0.167951	0.011891	0.022567	0.021032	0.007150	0.008101
0.411769	0.140900	0.005148	0.014322	0.172567	0.011713	0.022277	0.020148	0.007125	0.008099
0.410090	0.141007	0.005160	0.014409	0.177049	0.011539	0.021988	0.019285	0.007095	0.008096
0.408151	0.140990	0.005171	0.014491	0.181379	0.011370	0.021698	0.018445	0.007062	0.008095
0.405964	0.140843	0.005181	0.014567	0.185541	0.011206	0.021406	0.017628	0.007027	0.008094
0.403549	0.140561	0.005190	0.014636	0.189523	0.011047	0.021112	0.016836	0.006988	0.008094
0.400927	0.140143	0.005198	0.014700	0.193315	0.010893	0.020815	0.016069	0.006947	0.008096
0.398124	0.139587	0.005203	0.014756	0.196916	0.010746	0.020515	0.015328	0.006903	0.008099
0.395168	0.138898	0.005207	0.014806	0.200322	0.010604	0.020212	0.014615	0.006856	0.008104
0.392083	0.138078	0.005210	0.014849	0.203536	0.010470	0.019906	0.013930	0.006806	0.008111
0.388893	0.137136	0.005210	0.014885	0.206565	0.010343	0.019598	0.013274	0.006754	0.008121
0.385616	0.136080	0.005209	0.014914	0.209420	0.010225	0.019287	0.012647	0.006698	0.008134
0.382266	0.134919	0.005206	0.014936	0.212122	0.010114	0.018976	0.012050	0.006639	0.008150
0.378852	0.133664	0.005201	0.014952	0.214691	0.010012	0.018665	0.011482	0.006578	0.008170
0.375379	0.132321	0.005193	0.014961	0.217144	0.009918	0.018356	0.010945	0.006514	0.008194
0.371852	0.130899	0.005184	0.014965	0.219501	0.009833	0.018048	0.010438	0.006448	0.008224
0.368277	0.129403	0.005173	0.014964	0.221778	0.009757	0.017744	0.009961	0.006379	0.008260
0.364661	0.127837	0.005159	0.014958	0.223990	0.009690	0.017443	0.009514	0.006309	0.008302
0.361014	0.126206	0.005142	0.014947	0.226152	0.009631	0.017146	0.009096	0.006237	0.008350
0.357347	0.124511	0.005123	0.014931	0.228277	0.009581	0.016854	0.008709	0.006164	0.008404
0.353675	0.122756	0.005101	0.014911	0.230377	0.009538	0.016564	0.008350	0.006091	0.008466
0.350014	0.120943	0.005075	0.014887	0.232461	0.009504	0.016279	0.008020	0.006017	0.008534
0.346380	0.119076	0.005047	0.014858	0.234535	0.009478	0.015997	0.007719	0.005944	0.008609
0.342792	0.117161	0.005017	0.014826	0.236603	0.009459	0.015719	0.007445	0.005872	0.008692
0.339264	0.115204	0.004983	0.014789	0.238666	0.009446	0.015444	0.007199	0.005801	0.008782
0.335809	0.113213	0.004948	0.014748	0.240724	0.009441	0.015174	0.006981	0.005733	0.008880
0.332437	0.111195	0.004909	0.014704	0.242774	0.009441	0.014907	0.006788	0.005666	0.008985
0.329151	0.109159	0.004869	0.014657	0.244811	0.009448	0.014645	0.006621	0.005602	0.009099
0.325953	0.107117	0.004826	0.014607	0.246829	0.009459	0.014388	0.006479	0.005541	0.009221
0.322840	0.105076	0.004781	0.014553	0.248818	0.009476	0.014137	0.006361	0.005483	0.009352
0.319808	0.103048	0.004735	0.014498	0.250770	0.009496	0.013892	0.006266	0.005428	0.009491
0.316849	0.101042	0.004686	0.014440	0.252677	0.009519	0.013654	0.006194	0.005376	0.009638
0.313954	0.099066	0.004635	0.014381	0.254531	0.009545	0.013423	0.006143	0.005328	0.009793
0.311113	0.097129	0.004583	0.014320	0.256325	0.009572	0.013200	0.006114	0.005282	0.009957
0.308315	0.095237	0.004529	0.014259	0.258051	0.009599	0.012986	0.006106	0.005239	0.010127
0.305550	0.093396	0.004474	0.014198	0.259703	0.009628	0.012779	0.006117	0.005199	0.010305
0.302806	0.091610	0.004418	0.014136	0.261279	0.009657	0.012582	0.006148	0.005162	0.010489
0.300075	0.089883	0.004361	0.014073	0.262773	0.009686	0.012394	0.006198	0.005127	0.010680
0.297350	0.088219	0.004304	0.014011	0.264181	0.009715	0.012215	0.006267	0.005094	0.010878
0.294622	0.086621	0.004247	0.013948	0.265494	0.009744	0.012045	0.006352	0.005064	0.011082
0.291883	0.085095	0.004190	0.013884	0.266705	0.009774	0.011884	0.006454	0.005035	0.011292
0.289121	0.083647	0.004134	0.013821	0.267802	0.009805	0.011733	0.006573	0.005007	0.011507
0.286324	0.082282	0.004078	0.013758	0.268777	0.009835	0.011592	0.006707	0.004981	0.011728
0.283476	0.081009	0.004023	0.013695	0.269620	0.009866	0.011460	0.006855	0.004956	0.011953
0.280564	0.079835	0.003970	0.013633	0.270328	0.009896	0.011338	0.007018	0.004931	0.012182
0.277575	0.078768	0.003919	0.013571	0.270898	0.009926	0.011226	0.007194	0.004907	0.012414
0.274499	0.077816	0.003869	0.013509	0.271330	0.009956	0.011124	0.007382	0.004884	0.012649
0.271329	0.076986	0.003821	0.013449	0.271624	0.009985	0.011033	0.007582	0.004861	0.012884
0.268062	0.076285	0.003776	0.013391	0.271787	0.010012	0.010950	0.007793	0.004839	0.013119
0.264696	0.075719	0.003734	0.013335	0.271826	0.010039	0.010878	0.008013	0.004818	0.013354
0.261232	0.075296	0.003694	0.013281	0.271756	0.010063	0.010815	0.008243	0.004797	0.013586
0.257671	0.075021	0.003657	0.013229	0.271586	0.010086	0.010761	0.008480	0.004778	0.013817
0.254013	0.074901	0.003623	0.013179	0.271331	0.010107	0.010716	0.008724	0.004759	0.014044
0.250255	0.074942	0.003591	0.013132	0.270999	0.010126	0.010679	0.008974	0.004741	0.014268
0.246394	0.075149	0.003563	0.013087	0.270600	0.010144	0.010650	0.009227	0.004723	0.014487
0.242422	0.075528	0.003538	0.013045	0.270142	0.010159	0.010630	0.009483	0.004706	0.014702
0.238337	0.076083	0.003515	0.013005	0.269630	0.010173	0.010616	0.009741	0.004690	0.014912
0.234135	0.076819	0.003496	0.012968	0.269068	0.010185	0.010609	0.009998	0.004675	0.015116
0.229813	0.077737	0.003479	0.012934	0.268461	0.010194	0.010608	0.010254	0.004660	0.015316
0.225375	0.078839	0.003466	0.012903	0.267817	0.010200	0.010613	0.010506	0.004645	0.015510
0.220823	0.080125	0.003455	0.012876	0.267142	0.010203	0.010623	0.010754	0.004631	0.015699
0.216161	0.081593	0.003446	0.012852	0.266445	0.010202	0.010636	0.010997	0.004618	0.015882
0.211396	0.083244	0.003440	0.012831	0.265737	0.010198	0.010652	0.011232	0.004605	0.016059
0.206537	0.085074	0.003437	0.012813	0.265028	0.010190	0.010671	0.011459	0.004592	0.016229
0.201590	0.087083	0.003436	0.012799	0.264328	0.010178	0.010691	0.011676	0.004579	0.016393
0.196566	0.089270	0.003437	0.012787	0.263647	0.010160	0.010712	0.011881	0.004566	0.016551
0.191472	0.091634	0.003441	0.012779	0.262993	0.010138	0.010734	0.012074	0.004554	0.016702
0.186312	0.094176	0.003447	0.012774	0.262377	0.010110	0.010756	0.012253	0.004541	0.016846
0.181092	0.096898	0.003455	0.012773	0.261814	0.010076	0.010777	0.012417	0.004529	0.016986
0.175815	0.099800	0.003466	0.012777	0.261323	0.010037	0.010797	0.012563	0.004515	0.017120
0.170481	0.102883	0.003480	0.012786	0.260922	0.009993	0.010817	0.012691	0.004502	0.017251
0.165096	0.106146	0.003495	0.012799	0.260627	0.009943	0.010835	0.012800	0.004487	0.017378
0.159665	0.109588	0.003513	0.012817	0.260453	0.009889	0.010851	0.012889	0.004472	0.017503
0.154196	0.113210	0.003533	0.012841	0.260415	0.009830	0.010866	0.012957	0.004456	0.017624
0.148702	0.117010	0.003556	0.012869	0.260524	0.009766	0.010879	0.013005	0.004439	0.017743
0.143197	0.120988	0.003580	0.012902	0.260791	0.009699	0.010890	0.013032	0.004422	0.017861
0.137698	0.125144	0.003607	0.012939	0.261221	0.009627	0.010899	0.013038	0.004404	0.017976
0.132220	0.129477	0.003635	0.012981	0.261821	0.009552	0.010906	0.013024	0.004386	0.018092
0.126781	0.133984	0.003666	0.013027	0.262592	0.009475	0.010911	0.012992	0.004368	0.018206
0.121394	0.138662	0.003698	0.013077	0.263535	0.009395	0.010914	0.012943	0.004350	0.018321
0.116071	0.143506	0.003732	0.013130	0.264649	0.009312	0.010916	0.012878	0.004334	0.018437
0.110825	0.148510	0.003767	0.013187	0.265926	0.009227	0.010916	0.012798	0.004318	0.018553
0.105665	0.153667	0.003804	0.013248	0.267363	0.009141	0.010915	0.012705	0.004305	0.018670
0.100601	0.158967	0.003842	0.013313	0.268950	0.009052	0.010913	0.012601	0.004295	0.018789
0.095641	0.164400	0.003881	0.013383	0.270685	0.008960	0.010911	0.012486	0.004287	0.018912
0.090791	0.169951	0.003921	0.013456	0.272563	0.008867	0.010908	0.012363	0.004283	0.019037
0.086057	0.175608	0.003962	0.013534	0.274579	0.008771	0.010905	0.012232	0.004282	0.019167
0.081444	0.181353	0.004004	0.013616	0.276728	0.008672	0.010902	0.012095	0.004284	0.019303
0.076957	0.187167	0.004048	0.013702	0.279004	0.008571	0.010899	0.011953	0.004291	0.019444
0.072599	0.193030	0.004092	0.013792	0.281402	0.008468	0.010897	0.011807	0.004302	0.019592
0.068373	0.198920	0.004138	0.013885	0.283925	0.008362	0.010895	0.011659	0.004317	0.019748
0.064281	0.204816	0.004185	0.013981	0.286578	0.008254	0.010893	0.011509	0.004337	0.019914
0.060327	0.210697	0.004232	0.014079	0.289368	0.008146	0.010891	0.011357	0.004362	0.020090
0.056511	0.216546	0.004281	0.014178	0.292301	0.008036	0.010888	0.011206	0.004391	0.020277
0.052835	0.222345	0.004331	0.014278	0.295382	0.007927	0.010884	0.011054	0.004426	0.020475
0.049300	0.228074	0.004381	0.014378	0.298613	0.007818	0.010879	0.010903	0.004466	0.020685
0.045906	0.233712	0.004433	0.014478	0.301994	0.007710	0.010874	0.010754	0.004511	0.020906
0.042653	0.239238	0.004487	0.014578	0.305522	0.007605	0.010868	0.010607	0.004561	0.021140
0.039541	0.244633	0.004542	0.014679	0.309191	0.007501	0.010862	0.010463	0.004617	0.021385
0.036569	0.249878	0.004599	0.014780	0.312998	0.007400	0.010856	0.010323	0.004679	0.021641
0.033735	0.254955	0.004658	0.014883	0.316933	0.007303	0.010850	0.010187	0.004746	0.021908
0.031039	0.259841	0.004720	0.014988	0.320987	0.007209	0.010844	0.010055	0.004819	0.022185
0.028478	0.264519	0.004783	0.015095	0.325149	0.007119	0.010838	0.009928	0.004897	0.022473
0.026052	0.268969	0.004848	0.015204	0.329406	0.007034	0.010831	0.009806	0.004981	0.022771
0.023757	0.273179	0.004915	0.015315	0.333746	0.006953	0.010824	0.009690	0.005071	0.023079
0.021591	0.277140	0.004984	0.015427	0.338159	0.006877	0.010816	0.009578	0.005166	0.023396
0.019551	0.280850	0.005055	0.015541	0.342634	0.006807	0.010806	0.009472	0.005267	0.023722
0.017635	0.284309	0.005128	0.015655	0.347156	0.006742	0.010795	0.009370	0.005373	0.024056
0.015838	0.287522	0.005201	0.015770	0.351711	0.006684	0.010781	0.009273	0.005485	0.024397
0.014157	0.290492	0.005276	0.015884	0.356279	0.006632	0.010765	0.009181	0.005602	0.024746
0.012589	0.293224	0.005352	0.015997	0.360841	0.006586	0.010745	0.009092	0.005725	0.025101
0.011129	0.295723	0.005428	0.016107	0.365372	0.006548	0.010722	0.009007	0.005853	0.025462
0.009772	0.297993	0.005505	0.016214	0.369844	0.006515	0.010695	0.008926	0.005987	0.025828
0.008516	0.300039	0.005583	0.016317	0.374229	0.006490	0.010665	0.008847	0.006125	0.026199
0.007355	0.301864	0.005661	0.016416	0.378503	0.006471	0.010632	0.008769	0.006267	0.026575
0.006285	0.303470	0.005739	0.016508	0.382637	0.006458	0.010597	0.008694	0.006414	0.026954
0.005302	0.304858	0.005817	0.016593	0.386608	0.006452	0.010559	0.008619	0.006565	0.027336
0.004403	0.306025	0.005896	0.016671	0.390390	0.006452	0.010519	0.008543	0.006719	0.027720
0.003583	0.306969	0.005974	0.016738	0.393964	0.006457	0.010476	0.008467	0.006875	0.028105
0.002838	0.307689	0.006052	0.016796	0.397323	0.006468	0.010432	0.008389	0.007034	0.028489
0.002166	0.308194	0.006130	0.016842	0.400465	0.006485	0.010385	0.008310	0.007194	0.028870
0.001561	0.308497	0.006206	0.016877	0.403396	0.006506	0.010335	0.008227	0.007356	0.029247
0.001020	0.308624	0.006280	0.016899	0.406122	0.006532	0.010284	0.008142	0.007517	0.029616
0.000540	0.308602	0.006352	0.016909	0.408647	0.006563	0.010229	0.008053	0.007678	0.029974
0.000117	0.308460	0.006422	0.016906	0.410973	0.006597	0.010172	0.007959	0.007838	0.030320
-0.000253	0.308228	0.006489	0.016891	0.413104	0.006636	0.010111	0.007861	0.007996	0.030652
-0.000572	0.307932	0.006553	0.016864	0.415046	0.006678	0.010047	0.007756	0.008152	0.030967
-0.000844	0.307594	0.006614	0.016823	0.416811	0.006723	0.009978	0.007645	0.008306	0.031265
-0.001072	0.307232	0.006671	0.016768	0.418414	0.006771	0.009905	0.007528	0.008456	0.031544
-0.001258	0.306863	0.006725	0.016699	0.419869	0.006823	0.009827	0.007404	0.008604	0.031805
-0.001406	0.306500	0.006776	0.016614	0.421190	0.006878	0.009744	0.007274	0.008748	0.032048
-0.001519	0.306156	0.006823	0.016514	0.422391	0.006935	0.009656	0.007137	0.008888	0.032271
-0.001599	0.305844	0.006868	0.016397	0.423484	0.006995	0.009564	0.006994	0.009025	0.032474
-0.001649	0.305574	0.006909	0.016264	0.424484	0.007057	0.009467	0.006845	0.009158	0.032657
-0.001671	0.305352	0.006947	0.016116	0.425399	0.007121	0.009367	0.006692	0.009286	0.032818
-0.001668	0.305182	0.006983	0.015953	0.426235	0.007187	0.009263	0.006533	0.009409	0.032957
