/forceset/addlong_r/activation	/forceset/recfem_r/activation	/forceset/vaslat_r/activation	/forceset/vasmed_r/activation	/forceset/tibant_r/activation	/forceset/bflh_r/activation	/forceset/semiten_r/activation	/forceset/gaslat_r/activation	/forceset/gasmed_r/activation	/forceset/soleus_r/activation
0.476560	0.164609	0.003596	0.015314	0.059835	0.025032	0.053894	0.012994	0.014689	0.026050
0.477358	0.164826	0.003597	0.015415	0.062960	0.024531	0.053378	0.012124	0.013802	0.027195
0.478466	0.165077	0.003602	0.015516	0.066231	0.024044	0.052893	0.011330	0.012970	0.028386
0.479860	0.165360	0.003608	0.015617	0.069649	0.023570	0.052438	0.010609	0.012190	0.029620
0.481514	0.165672	0.003618	0.015717	0.073215	0.023107	0.052012	0.009960	0.011460	0.030896
0.483401	0.166010	0.003629	0.015816	0.076928	0.022654	0.051611	0.009381	0.010778	0.032210
0.485493	0.166368	0.003643	0.015913	0.080790	0.022208	0.051235	0.008870	0.010140	0.033560
0.487761	0.166742	0.003660	0.016008	0.084800	0.021770	0.050880	0.008425	0.009546	0.034941
0.490180	0.167125	0.003678	0.016100	0.088957	0.021338	0.050545	0.008045	0.008993	0.036351
0.492730	0.167510	0.003698	0.016189	0.093260	0.020911	0.050229	0.007728	0.008478	0.037784
0.495394	0.167893	0.003720	0.016273	0.097709	0.020490	0.049929	0.007472	0.008001	0.039237
0.498163	0.168268	0.003744	0.016353	0.102302	0.020074	0.049645	0.007277	0.007558	0.040703
0.501031	0.168633	0.003770	0.016428	0.107036	0.019662	0.049375	0.007140	0.007150	0.042178
0.503998	0.168985	0.003797	0.016498	0.111910	0.019256	0.049119	0.007059	0.006774	0.043656
0.507065	0.169325	0.003825	0.016565	0.116921	0.018855	0.048876	0.007035	0.006428	0.045132
0.510232	0.169655	0.003855	0.016627	0.122065	0.018459	0.048648	0.007064	0.006112	0.046597
0.513496	0.169976	0.003886	0.016687	0.127335	0.018068	0.048434	0.007146	0.005823	0.048046
0.516851	0.170292	0.003918	0.016744	0.132725	0.017682	0.048234	0.007279	0.005561	0.049472
0.520283	0.170603	0.003951	0.016799	0.138226	0.017303	0.048050	0.007462	0.005325	0.050865
0.523772	0.170910	0.003985	0.016852	0.143827	0.016929	0.047880	0.007694	0.005112	0.052219
0.527297	0.171210	0.004020	0.016903	0.149518	0.016562	0.047725	0.007972	0.004924	0.053525
0.530834	0.171501	0.004056	0.016952	0.155286	0.016200	0.047583	0.008294	0.004758	0.054774
0.534364	0.171780	0.004093	0.017000	0.161119	0.015845	0.047453	0.008660	0.004614	0.055958
0.537873	0.172045	0.004130	0.017044	0.167009	0.015495	0.047333	0.009068	0.004491	0.057065
0.541352	0.172293	0.004169	0.017084	0.172945	0.015151	0.047222	0.009515	0.004390	0.058088
0.544801	0.172523	0.004209	0.017121	0.178918	0.014812	0.047117	0.010000	0.004308	0.059017
0.548224	0.172738	0.004250	0.017152	0.184918	0.014477	0.047019	0.010521	0.004247	0.059842
0.551633	0.172940	0.004293	0.017177	0.190933	0.014147	0.046925	0.011077	0.004205	0.060557
0.555044	0.173135	0.004336	0.017195	0.196950	0.013821	0.046835	0.011665	0.004181	0.061155
0.558477	0.173330	0.004381	0.017206	0.202955	0.013502	0.046748	0.012285	0.004174	0.061631
0.561951	0.173533	0.004426	0.017209	0.208934	0.013188	0.046665	0.012935	0.004185	0.061984
0.565488	0.173755	0.004473	0.017204	0.214874	0.012882	0.046585	0.013615	0.004213	0.062213
0.569103	0.174006	0.004522	0.017191	0.220761	0.012584	0.046508	0.014322	0.004256	0.062318
0.572808	0.174296	0.004571	0.017170	0.226582	0.012294	0.046436	0.015057	0.004313	0.062302
0.576608	0.174635	0.004621	0.017142	0.232322	0.012015	0.046367	0.015818	0.004385	0.062172
0.580499	0.175034	0.004672	0.017107	0.237965	0.011747	0.046304	0.016604	0.004470	0.061936
0.584474	0.175501	0.004723	0.017064	0.243496	0.011489	0.046245	0.017413	0.004568	0.061603
0.588517	0.176043	0.004776	0.017015	0.248906	0.011244	0.046192	0.018244	0.004678	0.061182
0.592614	0.176665	0.004828	0.016960	0.254187	0.011011	0.046144	0.019097	0.004798	0.060681
0.596746	0.177368	0.004881	0.016898	0.259333	0.010790	0.046100	0.019968	0.004930	0.060109
0.600894	0.178154	0.004935	0.016829	0.264339	0.010584	0.046060	0.020858	0.005070	0.059476
0.605041	0.179023	0.004988	0.016753	0.269200	0.010390	0.046021	0.021763	0.005220	0.058788
0.609171	0.179977	0.005042	0.016671	0.273913	0.010211	0.045983	0.022683	0.005378	0.058055
0.613271	0.181018	0.005095	0.016583	0.278478	0.010046	0.045942	0.023615	0.005544	0.057283
0.617330	0.182148	0.005148	0.016487	0.282897	0.009896	0.045898	0.024556	0.005716	0.056481
0.621346	0.183374	0.005200	0.016386	0.287175	0.009760	0.045849	0.025505	0.005896	0.055654
0.625315	0.184702	0.005251	0.016278	0.291316	0.009640	0.045792	0.026458	0.006081	0.054808
0.629242	0.186141	0.005300	0.016165	0.295322	0.009535	0.045726	0.027413	0.006273	0.053950
0.633133	0.187701	0.005348	0.016046	0.299195	0.009445	0.045650	0.028367	0.006469	0.053084
0.636995	0.189396	0.005393	0.015922	0.302934	0.009370	0.045562	0.029315	0.006670	0.052214
0.640833	0.191237	0.005437	0.015792	0.306539	0.009311	0.045460	0.030255	0.006876	0.051343
0.644652	0.193237	0.005478	0.015657	0.310015	0.009266	0.045344	0.031182	0.007085	0.050475
0.648448	0.195409	0.005516	0.015516	0.313372	0.009238	0.045213	0.032092	0.007297	0.049613
0.652211	0.197764	0.005552	0.015371	0.316622	0.009224	0.045067	0.032981	0.007512	0.048758
0.655923	0.200314	0.005586	0.015221	0.319778	0.009225	0.044905	0.033842	0.007729	0.047913
0.659559	0.203068	0.005616	0.015066	0.322856	0.009241	0.044728	0.034671	0.007948	0.047078
0.663087	0.206035	0.005644	0.014909	0.325877	0.009272	0.044536	0.035464	0.008167	0.046255
0.666472	0.209221	0.005669	0.014749	0.328860	0.009317	0.044328	0.036216	0.008386	0.045443
0.669681	0.212630	0.005692	0.014588	0.331824	0.009376	0.044105	0.036926	0.008605	0.044643
0.672679	0.216263	0.005711	0.014424	0.334787	0.009448	0.043865	0.037590	0.008822	0.043855
0.675437	0.220120	0.005728	0.014260	0.337764	0.009534	0.043608	0.038207	0.009036	0.043079
0.677930	0.224200	0.005741	0.014095	0.340770	0.009633	0.043331	0.038776	0.009248	0.042316
0.680132	0.228499	0.005752	0.013929	0.343818	0.009745	0.043032	0.039296	0.009455	0.041565
0.682025	0.233016	0.005760	0.013763	0.346919	0.009870	0.042709	0.039765	0.009657	0.040827
0.683591	0.237751	0.005764	0.013596	0.350082	0.010007	0.042363	0.040183	0.009853	0.040103
0.684818	0.242705	0.005766	0.013428	0.353314	0.010155	0.041991	0.040548	0.010043	0.039392
0.685698	0.247882	0.005764	0.013258	0.356618	0.010315	0.041593	0.040859	0.010225	0.038696
0.686230	0.253288	0.005759	0.013088	0.359996	0.010486	0.041171	0.041115	0.010399	0.038015
0.686419	0.258929	0.005751	0.012918	0.363446	0.010667	0.040725	0.041314	0.010563	0.037350
0.686268	0.264813	0.005740	0.012749	0.366962	0.010857	0.040258	0.041453	0.010719	0.036700
0.685783	0.270950	0.005727	0.012581	0.370539	0.011058	0.039773	0.041533	0.010864	0.036066
0.684959	0.277344	0.005713	0.012415	0.374167	0.011267	0.039272	0.041554	0.011000	0.035449
0.683788	0.283999	0.005697	0.012253	0.377838	0.011485	0.038758	0.041520	0.011125	0.034848
0.682254	0.290915	0.005680	0.012095	0.381547	0.011712	0.038233	0.041435	0.011242	0.034262
0.680340	0.298089	0.005663	0.011943	0.385295	0.011946	0.037701	0.041305	0.011350	0.033691
0.678030	0.305514	0.005646	0.011796	0.389093	0.012186	0.037162	0.041136	0.011449	0.033135
0.675312	0.313179	0.005630	0.011655	0.392951	0.012432	0.036618	0.040934	0.011540	0.032591
0.672177	0.321071	0.005614	0.011521	0.396879	0.012683	0.036070	0.040702	0.011622	0.032059
0.668626	0.329171	0.005599	0.011394	0.400882	0.012937	0.035520	0.040445	0.011696	0.031539
0.664668	0.337461	0.005586	0.011274	0.404959	0.013194	0.034968	0.040169	0.011763	0.031028
0.660319	0.345915	0.005573	0.011162	0.409106	0.013452	0.034416	0.039877	0.011821	0.030528
0.655603	0.354510	0.005562	0.011058	0.413314	0.013710	0.033864	0.039574	0.011873	0.030038
0.650551	0.363218	0.005553	0.010961	0.417574	0.013967	0.033313	0.039264	0.011918	0.029559
0.645192	0.372017	0.005545	0.010872	0.421880	0.014220	0.032766	0.038951	0.011958	0.029094
0.639555	0.380889	0.005538	0.010791	0.426230	0.014471	0.032224	0.038639	0.011992	0.028644
0.633661	0.389821	0.005534	0.010717	0.430624	0.014717	0.031689	0.038333	0.012023	0.028212
0.627527	0.398802	0.005532	0.010652	0.435064	0.014959	0.031163	0.038037	0.012049	0.027798
0.621165	0.407821	0.005533	0.010596	0.439551	0.015194	0.030650	0.037753	0.012071	0.027405
0.614587	0.416866	0.005537	0.010550	0.444086	0.015424	0.030150	0.037485	0.012091	0.027034
0.607805	0.425926	0.005544	0.010512	0.448672	0.015648	0.029667	0.037235	0.012109	0.026687
0.600834	0.434995	0.005553	0.010485	0.453314	0.015864	0.029201	0.037004	0.012126	0.026362
0.593696	0.444071	0.005567	0.010468	0.458014	0.016071	0.028756	0.036795	0.012142	0.026063
0.586412	0.453158	0.005583	0.010461	0.462773	0.016270	0.028331	0.036609	0.012159	0.025788
0.579011	0.462266	0.005603	0.010464	0.467593	0.016459	0.027928	0.036445	0.012177	0.025539
0.571520	0.471404	0.005627	0.010478	0.472476	0.016637	0.027549	0.036305	0.012196	0.025315
0.563966	0.480584	0.005654	0.010501	0.477429	0.016803	0.027195	0.036187	0.012219	0.025117
0.556369	0.489816	0.005686	0.010534	0.482459	0.016958	0.026866	0.036092	0.012244	0.024945
0.548747	0.499112	0.005720	0.010576	0.487577	0.017099	0.026563	0.036018	0.012274	0.024799
0.541117	0.508476	0.005759	0.010627	0.492788	0.017227	0.026287	0.035964	0.012309	0.024680
0.533494	0.517910	0.005801	0.010686	0.498095	0.017341	0.026038	0.035929	0.012349	0.024588
0.525899	0.527408	0.005847	0.010753	0.503495	0.017440	0.025816	0.035908	0.012395	0.024523
0.518357	0.536962	0.005895	0.010828	0.508980	0.017524	0.025620	0.035901	0.012447	0.024487
0.510896	0.546562	0.005947	0.010911	0.514536	0.017593	0.025451	0.035903	0.012505	0.024480
0.503544	0.556198	0.006001	0.011000	0.520150	0.017645	0.025308	0.035911	0.012570	0.024501
0.496330	0.565860	0.006058	0.011095	0.525806	0.017682	0.025190	0.035921	0.012641	0.024550
0.489276	0.575543	0.006117	0.011196	0.531488	0.017702	0.025096	0.035927	0.012719	0.024628
0.482401	0.585249	0.006177	0.011302	0.537179	0.017705	0.025025	0.035926	0.012802	0.024734
0.475720	0.594987	0.006239	0.011412	0.542869	0.017692	0.024975	0.035912	0.012891	0.024868
0.469245	0.604774	0.006302	0.011526	0.548559	0.017660	0.024945	0.035881	0.012985	0.025030
0.462991	0.614633	0.006366	0.011641	0.554254	0.017610	0.024933	0.035828	0.013083	0.025220
0.456977	0.624594	0.006430	0.011758	0.559964	0.017542	0.024937	0.035751	0.013187	0.025438
0.451228	0.634687	0.006494	0.011874	0.565693	0.017455	0.024954	0.035647	0.013295	0.025683
0.445771	0.644940	0.006558	0.011991	0.571447	0.017348	0.024983	0.035516	0.013408	0.025954
0.440632	0.655379	0.006621	0.012105	0.577231	0.017222	0.025021	0.035356	0.013526	0.026251
0.435834	0.666023	0.006683	0.012218	0.583057	0.017077	0.025066	0.035166	0.013648	0.026571
0.431397	0.676892	0.006743	0.012328	0.588944	0.016916	0.025115	0.034944	0.013775	0.026915
0.427338	0.688001	0.006802	0.012435	0.594912	0.016738	0.025167	0.034691	0.013905	0.027280
0.423671	0.699368	0.006858	0.012539	0.600981	0.016547	0.025218	0.034408	0.014039	0.027664
0.420405	0.711007	0.006911	0.012640	0.607167	0.016344	0.025266	0.034097	0.014177	0.028065
0.417544	0.722928	0.006962	0.012738	0.613484	0.016131	0.025311	0.033761	0.014318	0.028483
0.415085	0.735139	0.007011	0.012833	0.619944	0.015910	0.025352	0.033406	0.014462	0.028917
0.413023	0.747641	0.007058	0.012926	0.626554	0.015682	0.025387	0.033035	0.014610	0.029367
0.411342	0.760434	0.007104	0.013019	0.633317	0.015449	0.025417	0.032652	0.014760	0.029833
0.410025	0.773514	0.007149	0.013112	0.640231	0.015213	0.025442	0.032261	0.014915	0.030315
0.409047	0.786875	0.007194	0.013206	0.647288	0.014973	0.025463	0.031865	0.015073	0.030813
0.408382	0.800511	0.007239	0.013305	0.654475	0.014732	0.025481	0.031467	0.015236	0.031328
0.407998	0.814412	0.007284	0.013408	0.661771	0.014490	0.025495	0.031069	0.015402	0.031860
0.407862	0.828572	0.007331	0.013517	0.669146	0.014248	0.025507	0.030673	0.015574	0.032406
0.407937	0.842979	0.007379	0.013634	0.676567	0.014006	0.025515	0.030281	0.015750	0.032966
0.408187	0.857620	0.007428	0.013758	0.683996	0.013765	0.025519	0.029894	0.015930	0.033538
0.408574	0.872479	0.007479	0.013891	0.691390	0.013525	0.025520	0.029513	0.016115	0.034121
0.409060	0.887536	0.007532	0.014034	0.698695	0.013288	0.025516	0.029139	0.016304	0.034711
0.409610	0.902763	0.007587	0.014185	0.705858	0.013055	0.025507	0.028772	0.016496	0.035306
0.410186	0.918129	0.007644	0.014347	0.712825	0.012824	0.025491	0.028411	0.016691	0.035905
0.410755	0.933592	0.007703	0.014517	0.719549	0.012599	0.025469	0.028058	0.016888	0.036505
0.411285	0.949100	0.007764	0.014697	0.725998	0.012378	0.025439	0.027712	0.017087	0.037105
0.411745	0.964594	0.007827	0.014886	0.732144	0.012162	0.025400	0.027373	0.017287	0.037704
0.412109	0.980002	0.007892	0.015083	0.737966	0.011954	0.025351	0.027039	0.017487	0.038300
0.412347	0.995245	0.007961	0.015287	0.743442	0.011752	0.025292	0.026711	0.017688	0.038892
0.412430	1.010233	0.008032	0.015498	0.748562	0.011559	0.025222	0.026387	0.017887	0.039478
0.412327	1.024864	0.008106	0.015716	0.753318	0.011375	0.025140	0.026065	0.018084	0.040056
0.412011	1.039028	0.008184	0.015937	0.757704	0.011202	0.025044	0.025745	0.018278	0.040623
0.411449	1.052615	0.008264	0.016163	0.761706	0.011039	0.024936	0.025425	0.018467	0.041178
0.410613	1.065520	0.008348	0.016393	0.765304	0.010888	0.024815	0.025102	0.018650	0.041717
0.409472	1.077652	0.008434	0.016625	0.768473	0.010749	0.024680	0.024775	0.018824	0.042239
0.407992	1.088939	0.008524	0.016861	0.771193	0.010622	0.024533	0.024442	0.018989	0.042740
0.406146	1.099331	0.008617	0.017100	0.773449	0.010509	0.024374	0.024101	0.019141	0.043217
0.403904	1.108800	0.008713	0.017343	0.775234	0.010410	0.024202	0.023752	0.019281	0.043666
0.401246	1.117339	0.008811	0.017590	0.776542	0.010326	0.024018	0.023393	0.019406	0.044085
0.398157	1.124953	0.008912	0.017843	0.777370	0.010256	0.023823	0.023025	0.019515	0.044470
0.394627	1.131656	0.009014	0.018101	0.777724	0.010201	0.023614	0.022648	0.019609	0.044818
0.390655	1.137459	0.009118	0.018363	0.777622	0.010162	0.023393	0.022262	0.019685	0.045127
0.386243	1.142364	0.009221	0.018631	0.777100	0.010138	0.023159	0.021868	0.019744	0.045394
0.381400	1.146362	0.009325	0.018903	0.776202	0.010129	0.022911	0.021465	0.019785	0.045618
0.376137	1.149435	0.009428	0.019179	0.774977	0.010135	0.022650	0.021054	0.019807	0.045796
0.370467	1.151558	0.009529	0.019457	0.773475	0.010155	0.022375	0.020635	0.019809	0.045925
0.364404	1.152715	0.009629	0.019738	0.771748	0.010191	0.022085	0.020207	0.019791	0.046004
0.357958	1.152894	0.009725	0.020020	0.769847	0.010241	0.021781	0.019771	0.019752	0.046033
0.351137	1.152093	0.009818	0.020301	0.767822	0.010306	0.021463	0.019328	0.019694	0.046012
0.343954	1.150322	0.009907	0.020581	0.765715	0.010385	0.021132	0.018877	0.019615	0.045943
0.336422	1.147599	0.009993	0.020860	0.763561	0.010479	0.020787	0.018419	0.019517	0.045830
0.328563	1.143955	0.010076	0.021137	0.761389	0.010586	0.020431	0.017957	0.019402	0.045678
0.320404	1.139431	0.010154	0.021412	0.759229	0.010707	0.020065	0.017492	0.019270	0.045492
0.311980	1.134083	0.010230	0.021686	0.757110	0.010840	0.019691	0.017025	0.019123	0.045276
0.303329	1.127977	0.010302	0.021957	0.755056	0.010986	0.019310	0.016558	0.018963	0.045037
0.294495	1.121192	0.010372	0.022228	0.753086	0.011144	0.018924	0.016094	0.018790	0.044776
0.285518	1.113813	0.010437	0.022496	0.751212	0.011313	0.018534	0.015632	0.018607	0.044500
0.276439	1.105921	0.010499	0.022761	0.749442	0.011494	0.018142	0.015174	0.018413	0.044209
0.267297	1.097590	0.010557	0.023023	0.747788	0.011687	0.017748	0.014722	0.018210	0.043908
0.258128	1.088885	0.010611	0.023281	0.746258	0.011890	0.017354	0.014275	0.017998	0.043598
0.248963	1.079866	0.010660	0.023534	0.744863	0.012104	0.016961	0.013834	0.017778	0.043282
0.239834	1.070590	0.010704	0.023781	0.743609	0.012329	0.016570	0.013400	0.017551	0.042962
0.230766	1.061111	0.010742	0.024021	0.742505	0.012564	0.016183	0.012974	0.017319	0.042642
0.221782	1.051486	0.010776	0.024254	0.741564	0.012808	0.015799	0.012556	0.017083	0.042323
0.212901	1.041767	0.010805	0.024478	0.740798	0.013061	0.015421	0.012147	0.016843	0.042007
0.204140	1.032006	0.010829	0.024692	0.740219	0.013322	0.015048	0.011748	0.016603	0.041698
0.195514	1.022251	0.010849	0.024894	0.739838	0.013590	0.014683	0.011359	0.016362	0.041398
0.187035	1.012550	0.010866	0.025084	0.739674	0.013865	0.014324	0.010980	0.016122	0.041109
0.178714	1.002949	0.010880	0.025261	0.739745	0.014146	0.013974	0.010613	0.015884	0.040834
0.170561	0.993493	0.010892	0.025424	0.740068	0.014431	0.013631	0.010257	0.015649	0.040576
0.162583	0.984231	0.010901	0.025572	0.740655	0.014719	0.013297	0.009912	0.015419	0.040337
0.154788	0.975216	0.010908	0.025705	0.741508	0.015009	0.012972	0.009580	0.015194	0.040118
0.147182	0.966506	0.010913	0.025822	0.742626	0.015299	0.012655	0.009259	0.014974	0.039921
0.139770	0.958159	0.010916	0.025925	0.744003	0.015589	0.012347	0.008951	0.014761	0.039747
0.132558	0.950230	0.010916	0.026012	0.745622	0.015875	0.012048	0.008656	0.014556	0.039595
0.125550	0.942768	0.010913	0.026085	0.747462	0.016158	0.011759	0.008373	0.014359	0.039466
0.118751	0.935811	0.010906	0.026142	0.749498	0.016435	0.011479	0.008102	0.014171	0.039361
0.112165	0.929389	0.010896	0.026185	0.751700	0.016704	0.011208	0.007845	0.013992	0.039278
0.105794	0.923521	0.010882	0.026213	0.754036	0.016964	0.010947	0.007599	0.013821	0.039217
