time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,missing_grf_data,missing_grf_reason,tibia_r_probably_contacting_ground,tibia_l_probably_contacting_ground,tibia_r_contact_cop_x,tibia_r_contact_cop_y,tibia_r_contact_cop_z,tibia_r_contact_moment_x,tibia_r_contact_moment_y,tibia_r_contact_moment_z,tibia_r_contact_force_x,tibia_r_contact_force_y,tibia_r_contact_force_z,tibia_l_contact_cop_x,tibia_l_contact_cop_y,tibia_l_contact_cop_z,tibia_l_contact_moment_x,tibia_l_contact_moment_y,tibia_l_contact_moment_z,tibia_l_contact_force_x,tibia_l_contact_force_y,tibia_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
1.72,-0.721131,-0.0501384,0.114112,0.482929,0.743482,1.2373,0.52827,-0.0555777,-0.0351196,1.50977,-0.304416,-0.235513,-0.0004051,0.455499,-0.204234,0.0195267,1.44871,-0.119057,-0.019254,0.000470113,0.616177,-0.0635196,-0.00122592,-0.702655,-1.26473,-1.58591,1.97531,-0.331801,-1.54121,-1.56589,2.11075,-0.0540194,0.0020634,-0.0208516,0.0284259,-0.00844809,0.00524582,0.0157243,0.0124898,-0.0015633,-0.0229459,0.245537,0.465826,0.000222812,-0.00514736,-0.0235523,-0.0509844,-0.0492919,-0.0186918,0.0868326,9.49623e-05,0.0547112,0.00363568,0.00383894,-0.0998198,-0.013026,-0.00275126,-0.0169535,-0.243414,-0.047337,0.0462351,-0.00707628,31.6631,-1.68888,2.25151,-0.40687,-0.240914,0.0382005,2.26513,2.6495,2.98576,21.3786,0.0716781,0.535716,-0.0429363,-20.364,13.8838,8.05484,51.9471,-0.356652,0.0351358,0.0303942,23.3526,-0.10811,2.94926,1.27435,-3.29913,-2.34986,-0.0926787,0.953952,-3.89962,-1.0164,-0.468786,-1.11432,1.42666,4.13877,0.760684,-0.100492,-0.250842,2.58859,-5.68919,-3.78808,2.7894,72.4372,133.928,-2.25751e-05,1.65274,2.86041,3.80474,0.764608,-9.81596,8.87168,1.43296e-06,6.30148,-5.18771,0.767097,17.2554,1.27918,0.000899559,-4.77871,-6.32278,-9.01213,9.74714,-1.55166,0,0,1,1,0.334366,4.44089e-17,1.32344,-0.29452,-4.73629,-0.0313908,24.0607,386.93,2.56446,0.458286,4.44089e-17,1.09486,0.225302,-2.79138,0.0107353,-20.9975,260.148,-1.0005,0.000317794,0.0613506,31.7915
1.725,-0.721429,-0.0500924,0.114111,0.48309,0.743438,1.23732,0.528413,-0.0556575,-0.0352221,1.50973,-0.301378,-0.229836,-0.000403987,0.455515,-0.20428,0.0193669,1.44849,-0.119396,-0.0185981,0.000470588,0.616608,-0.0636312,-0.00118755,-0.702722,-1.26476,-1.58592,1.97511,-0.333176,-1.54168,-1.56541,2.11068,-0.059591,0.00919673,-0.000157775,0.0322293,-0.00895055,0.00399161,0.0286673,-0.0159562,-0.0205037,-0.00899892,0.607723,1.13547,0.000222699,0.00311632,-0.0092502,-0.0319606,-0.0454688,-0.0677716,0.131191,9.49694e-05,0.0862186,-0.0223028,0.00767442,-0.013543,-0.00663004,-0.00274676,-0.040847,-0.275028,-0.0923977,0.0949708,-0.0148346,28.4565,-1.22879,2.22233,-0.310607,-0.16388,0.0171772,1.95829,2.31753,3.19217,21.1167,0.00889944,0.445869,-0.0350689,-20.5161,13.5957,8.02479,52.1631,-0.33735,0.0237702,0.0267302,21.0581,0.457355,2.5145,1.11547,-3.26749,-2.17183,-0.0706678,1.0031,-3.83505,-1.06328,-0.497591,-0.840506,1.62116,4.09005,0.664161,-0.0877453,-0.273509,1.83758,-5.53893,-3.33539,2.08758,58.5286,108.431,-2.26507e-05,1.3066,3.16554,3.54308,0.617343,-8.30748,6.68191,1.39951e-06,5.30132,-5.07115,0.329748,12.1717,0.776695,0.000909514,-3.77468,-4.59917,-7.51245,8.18585,-1.6787,0,0,1,1,0.334003,4.44089e-17,1.32301,-0.275523,-4.54577,-0.0319105,23.452,386.928,2.71617,0.461301,4.44089e-17,1.0959,0.232266,-2.7673,0.0107072,-21.7579,259.231,-1.00302,0.000317364,0.0614461,28.5717
1.73,-0.721748,-0.0500059,0.114212,0.483268,0.743391,1.23733,0.528602,-0.0558757,-0.035408,1.50973,-0.296876,-0.221448,-0.000402874,0.455563,-0.204247,0.0192957,1.44827,-0.119942,-0.0177751,0.000471063,0.617171,-0.0638694,-0.00114093,-0.702486,-1.26477,-1.58594,1.97481,-0.334666,-1.54233,-1.56473,2.11056,-0.0637935,0.0173025,0.0202925,0.0355501,-0.00938928,0.00262407,0.0378552,-0.0436508,-0.0371807,0.00143898,0.900365,1.67762,0.000222586,0.00964932,0.0065775,-0.0142453,-0.0423821,-0.109309,0.164601,9.49764e-05,0.112725,-0.0476586,0.00932317,0.0473154,-0.00274657,-0.00274221,-0.0597204,-0.298024,-0.12996,0.1359,-0.0232281,19.6605,-1.74176,1.52978,-0.124965,-0.0529579,-0.00274792,0.0330652,1.82466,4.19665,21.3446,-0.127489,0.262494,-0.0181769,-20.501,13.8914,8.14359,51.9664,-0.298756,0.00121868,0.0190571,15.1679,1.19782,1.49089,0.910558,-3.20281,-1.93632,-0.0324882,0.980427,-3.74302,-1.03409,-0.556601,-0.283869,1.71509,3.76825,0.461901,-0.0172715,-0.255367,0.42679,-4.72154,-2.23562,0.650262,30.2345,57.2435,-2.2806e-05,0.708554,3.17843,2.85798,0.686253,-4.7724,2.6483,1.22697e-06,3.05783,-4.57918,-0.427757,6.52136,0.719652,0.000926295,-1.59084,-4.84354,-5.00668,4.30041,-1.93527,0,0,1,1,0.334157,4.44089e-17,1.32259,-0.280297,-4.63176,-0.0361306,23.4523,387.538,3.02303,0.460698,4.44089e-17,1.09436,0.221109,-2.62222,0.00703038,-21.9101,259.841,-0.696655,0.00031696,0.0615986,19.7971
1.735,-0.722074,-0.0498765,0.114408,0.483457,0.743343,1.23734,0.528802,-0.056212,-0.0356498,1.50976,-0.291618,-0.211628,-0.000401761,0.455629,-0.204135,0.0192959,1.44808,-0.120608,-0.0168859,0.000471538,0.617811,-0.0642222,-0.00110501,-0.702086,-1.26477,-1.58595,1.97447,-0.336278,-1.5431,-1.56394,2.1104,-0.0652128,0.025878,0.0391337,0.0378596,-0.00947563,0.00134723,0.0399892,-0.0672585,-0.0483588,0.00469029,1.05154,1.96384,0.000222472,0.0131921,0.0224696,4.46522e-05,-0.0389509,-0.133171,0.177842,9.49826e-05,0.128014,-0.0705545,0.00718438,0.0799222,0.000851687,-0.00273758,-0.0676746,-0.322241,-0.154993,0.157402,-0.0329044,5.67227,-2.97247,0.251531,-0.00369644,-0.0397438,-0.00352122,-3.12347,1.18941,5.52023,21.8636,-0.330291,0.000751157,0.00688949,-20.7422,14.082,8.02739,51.8184,-0.243248,-0.0311286,0.00802694,6.1215,1.6169,-0.163416,0.69726,-3.09043,-1.68398,0.020528,0.845129,-3.60548,-0.888009,-0.640565,0.499586,1.64587,3.12846,0.142684,0.0584695,-0.205528,-1.47223,-3.22089,-0.562011,-1.35105,-9.70029,-14.97,-2.33979e-05,-0.0444863,2.84028,1.85117,1.04891,0.582772,-2.77561,5.21235e-07,-0.274774,-3.69044,-1.44581,1.67102,1.19364,0.000950245,1.52239,-8.30601,-1.74659,-1.90438,-2.26963,0,0,1,1,0.334654,4.44089e-17,1.32312,-0.281986,-4.60698,-0.0340909,23.758,388.149,2.87224,0.460994,4.44089e-17,1.09461,0.229248,-2.69696,0.00883707,-22.0612,259.536,-0.850415,0.000316715,0.0618274,6.40899
1.74,-0.722387,-0.049706,0.114682,0.48365,0.743297,1.23734,0.528965,-0.0566288,-0.0359057,1.50975,-0.286603,-0.202183,-0.00040065,0.455694,-0.203952,0.0193424,1.44791,-0.121259,-0.016066,0.000472012,0.618445,-0.0646673,-0.00110523,-0.701645,-1.26473,-1.58596,1.97417,-0.338096,-1.54392,-1.5632,2.11018,-0.0627149,0.0341074,0.054776,0.0385731,-0.00918329,0.00031959,0.032628,-0.083363,-0.0511688,-0.00206497,1.00304,1.88899,0.000222355,0.0129697,0.036671,0.00930052,-0.0337063,-0.130257,0.163964,9.49852e-05,0.126641,-0.0890067,-4.46578e-05,0.0882773,0.00681987,-0.00273283,-0.0600627,-0.363771,-0.163726,0.14788,-0.0442526,-9.80833,-4.79777,-1.69492,-1.15179,-0.312132,0.0270517,-6.34194,-0.0729798,7.21176,22.0394,-0.572017,-0.29995,0.0366884,-20.8951,13.8635,7.89079,51.5993,-0.180372,-0.0670595,-0.00454627,-4.36168,1.65812,-2.31412,0.503515,-2.93441,-1.45552,0.0789592,0.605813,-3.42857,-0.635432,-0.7343,1.40288,1.40318,2.21168,-0.287142,0.133173,-0.108896,-3.53937,-1.23278,1.43319,-3.56187,-54.791,-96.8979,-2.71687e-05,-0.829288,2.19781,0.675328,1.63538,6.94413,-8.75613,-6.38033e-06,-4.22503,-2.49494,-2.62603,-1.85663,2.03801,0.000851385,5.06908,-14.971,1.90653,-9.69654,-2.58496,0,0,1,1,0.334539,4.44089e-17,1.323,-0.292385,-4.8113,-0.0318005,23.6066,388.456,2.56751,0.462133,4.44089e-17,1.09576,0.226475,-2.58673,0.0069894,-22.6694,258.924,-0.699618,0.000316507,0.06201,11.1139
1.745,-0.722666,-0.0495003,0.115011,0.483836,0.743255,1.23734,0.52904,-0.0570765,-0.0361257,1.50965,-0.282958,-0.195161,-0.000399539,0.455738,-0.203713,0.0194058,1.44778,-0.121737,-0.0154651,0.000472487,0.618972,-0.0651747,-0.00117111,-0.70125,-1.26465,-1.58598,1.974,-0.34029,-1.54469,-1.56271,2.10989,-0.0557005,0.0411232,0.0658344,0.0371374,-0.00851742,-0.000224892,0.0149312,-0.0895269,-0.0440029,-0.0198743,0.729081,1.4045,0.000222219,0.00882322,0.0476601,0.0126772,-0.0255295,-0.0955365,0.120183,9.49533e-05,0.105515,-0.101481,-0.0131748,0.0789942,0.0170099,-0.00272857,-0.0347173,-0.438627,-0.154194,0.0993975,-0.0571774,-26.375,-7.3117,-4.46616,-1.21651,-0.194037,-0.092145,-9.70882,-0.6086,8.52942,22.5463,-0.795473,-0.568893,0.0640321,-22.0398,14.873,8.09526,52.1955,-0.124248,-0.09883,-0.015704,-14.8,1.34051,-4.47588,0.348307,-2.7935,-1.26968,0.130166,0.345563,-3.25948,-0.362366,-0.821098,2.17061,1.00269,1.13092,-0.692366,0.198843,0.00128338,-5.26353,0.879154,3.30443,-5.42687,-94.5286,-169.819,-2.71647e-05,-1.49628,1.28201,-0.571536,2.1624,12.6662,-14.0134,-6.39593e-06,-7.92204,-1.13813,-3.71856,-4.09306,2.91164,0.000864555,8.24618,-22.0664,5.38734,-17.2435,-2.68747,0,0,1,1,0.334927,4.44089e-17,1.32392,-0.290355,-4.72808,-0.0293599,23.9117,389.373,2.41789,0.466841,4.44089e-17,1.09414,0.258202,-2.85526,0.0162697,-23.2766,257.398,-1.4667,0.000316335,0.0621663,27.7592
1.75,-0.72289,-0.0492697,0.115368,0.484004,0.743217,1.23734,0.528983,-0.0575021,-0.0362631,1.50941,-0.281676,-0.192384,-0.000398428,0.455745,-0.203443,0.0194549,1.44771,-0.121898,-0.0152145,0.000472962,0.619302,-0.0657105,-0.00132995,-0.700957,-1.26449,-1.58599,1.97403,-0.343034,-1.54533,-1.56264,2.10954,-0.0448475,0.0461367,0.071489,0.0336755,-0.0075232,-0.000218475,-0.0113865,-0.0851311,-0.0274807,-0.0470087,0.256438,0.555404,0.000222083,0.00134181,0.0540701,0.00981948,-0.0147175,-0.0322053,0.0501163,9.49213e-05,0.0659052,-0.107172,-0.0317676,0.0585289,0.0315681,-0.00272425,0.00651362,-0.548959,-0.127257,0.0131802,-0.0706147,-34.675,-7.42987,-5.2583,-1.29386,-0.0873032,-0.190337,-10.9822,-1.01395,9.06905,22.609,-0.89385,-0.677988,0.0755631,-22.4032,13.9364,7.85711,52.3218,-0.100586,-0.108886,-0.0202258,-20.4388,1.33014,-5.70473,0.256855,-2.70772,-1.16355,0.146382,0.228684,-3.1593,-0.239058,-0.852963,2.42026,0.461008,0.0507577,-0.941625,0.22527,0.130722,-5.73577,2.51308,4.29357,-5.94913,-110.306,-200.111,-2.71685e-05,-1.75068,0.22496,-1.58125,2.17813,15.1059,-15.9939,-6.30505e-06,-9.74679,0.173511,-4.19359,-5.54222,3.22887,0.000874294,9.68959,-25.0463,7.6165,-21.2591,-2.26175,0,0,1,1,0.335036,4.44089e-17,1.32331,-0.286837,-4.75773,-0.0332746,23.4562,389.066,2.72105,0.468462,4.44089e-17,1.09728,0.23981,-2.63474,0.0103315,-23.4279,257.397,-1.00932,0.000315905,0.0622936,35.8737
1.755,-0.723054,-0.0490274,0.115727,0.484149,0.743185,1.23734,0.528783,-0.057865,-0.0362931,1.50903,-0.283151,-0.19461,-0.000397318,0.455708,-0.203167,0.0194645,1.44769,-0.121681,-0.0153638,0.000473436,0.619388,-0.066242,-0.00159362,-0.700803,-1.26425,-1.586,1.9743,-0.346405,-1.54577,-1.56311,2.10913,-0.0327461,0.0484417,0.0717428,0.0289674,-0.00639685,0.000435137,-0.0400654,-0.0725657,-0.00601291,-0.0767544,-0.295094,-0.445149,0.000221947,-0.00741159,0.0551949,0.00191325,-0.00382679,0.0433241,-0.029853,9.48898e-05,0.0171712,-0.106304,-0.0527356,0.0308178,0.0477125,-0.00271988,0.0549616,-0.67419,-0.0891744,-0.0931151,-0.0819234,-27.1576,-7.65386,-5.28825,-1.29185,-0.128882,-0.169297,-10.1655,-0.582106,8.36057,22.8822,-0.79035,-0.539223,0.061704,-21.4248,14.7174,7.93188,51.9263,-0.123823,-0.0878811,-0.0147807,-15.6318,1.21023,-4.66928,0.291627,-2.77692,-1.20728,0.101199,0.442624,-3.20627,-0.459707,-0.77646,1.652,-0.25765,-0.84159,-0.776302,0.170693,0.185411,-4.22179,3.18144,3.79811,-4.55505,-89.8975,-165.043,-2.73643e-05,-1.18042,-0.719036,-1.91443,1.3254,12.0367,-12.933,-6.36496e-06,-7.46146,1.18586,-3.18475,-5.85637,2.2936,0.000880109,7.25942,-18.1463,6.94085,-16.7461,-0.671065,0,0,1,1,0.335286,4.44089e-17,1.3232,-0.296452,-4.82666,-0.0318469,23.9151,389.372,2.56913,0.46812,4.44089e-17,1.09566,0.247477,-2.63641,0.0118806,-24.1902,257.702,-1.1613,0.000314674,0.0623509,28.7367
1.76,-0.723176,-0.0487917,0.116065,0.484274,0.743157,1.23735,0.528477,-0.0581483,-0.0362283,1.50853,-0.286874,-0.200961,-0.000396209,0.455641,-0.202909,0.0194262,1.4477,-0.121164,-0.0158364,0.000473911,0.619287,-0.0667439,-0.00193692,-0.700795,-1.26396,-1.58602,1.97476,-0.35023,-1.54605,-1.56399,2.1087,-0.0244862,0.0471535,0.0675349,0.0250859,-0.00554339,0.00136219,-0.0611743,-0.0566585,0.0129776,-0.0995296,-0.744581,-1.27036,0.000221811,-0.0133137,0.0515997,-0.00765888,0.00280021,0.103508,-0.0945181,9.48579e-05,-0.0201361,-0.100375,-0.0686593,0.00153591,0.0591804,-0.00271548,0.0912587,-0.764921,-0.0544702,-0.176846,-0.0852788,-11.7227,-6.23531,-3.60946,-1.32491,-0.199644,-0.0912797,-6.90983,0.298752,6.58008,22.5182,-0.560788,-0.240678,0.0318086,-20.3603,14.7918,7.5915,51.418,-0.176783,-0.0480834,-0.00305587,-6.06463,1.31065,-2.6162,0.373765,-2.88732,-1.30499,0.0298633,0.832793,-3.30716,-0.862628,-0.653639,0.465998,-0.993919,-1.551,-0.463188,0.0469625,0.186637,-1.61026,3.14185,2.35834,-1.89062,-46.3858,-87.8878,-2.75e-05,-0.239181,-1.44568,-1.6912,0.0537187,5.81108,-6.7018,-6.09622e-06,-3.4646,2.02838,-1.59113,-5.77872,0.779923,0.000888693,3.24111,-6.09949,5.07145,-8.58888,1.3014,0,0,1,1,0.334812,4.44089e-17,1.32313,-0.285872,-4.71802,-0.0274153,23.6112,389.678,2.26433,0.468913,4.44089e-17,1.0982,0.278269,-2.87137,0.0216488,-24.797,255.871,-1.92915,0.000313576,0.0624169,13.8251
1.765,-0.723287,-0.0485808,0.116364,0.484388,0.743131,1.23736,0.528131,-0.058353,-0.0361044,1.50799,-0.291756,-0.20951,-0.000395101,0.455568,-0.202687,0.0193456,1.44772,-0.120501,-0.0164765,0.000474385,0.6191,-0.0671951,-0.00232,-0.700932,-1.26364,-1.58603,1.9753,-0.354207,-1.54619,-1.56509,2.10831,-0.0221562,0.0421839,0.0597799,0.0227699,-0.00530857,0.00229538,-0.0692256,-0.0409493,0.0247693,-0.108983,-0.97651,-1.7098,0.000221673,-0.0145096,0.0443713,-0.0161149,0.0030688,0.132563,-0.128027,9.48275e-05,-0.0374591,-0.0902333,-0.076615,-0.0273577,0.0630801,-0.00271103,0.107464,-0.795419,-0.0291129,-0.21979,-0.0787718,2.87512,-4.12168,-1.55754,-0.485747,0.0316805,0.01312,-4.14405,2.00783,4.81763,22.7308,-0.313771,0.0925245,-0.000570476,-19.8415,15.44,7.7346,51.5818,-0.237097,-0.00451281,0.00988735,3.73169,2.04303,-0.345795,0.458888,-3.01651,-1.40458,-0.04868,1.28517,-3.44777,-1.32907,-0.528598,-0.696502,-1.63822,-2.07069,-0.113525,-0.0348564,0.165681,1.10198,2.75758,0.64451,1.02258,1.96329,-1.10492,-2.48231e-05,0.703422,-1.87697,-1.11155,-1.22178,-0.986672,0.216916,-4.41386e-07,0.586674,2.76216,0.000962009,-5.7003,-0.805176,0.00099398,-0.838715,7.64445,3.14734,-0.00420509,3.23798,0,0,1,1,0.335425,4.44089e-17,1.32351,-0.288062,-4.69697,-0.0309544,23.9174,389.983,2.57011,0.46985,4.44089e-17,1.09777,0.288644,-2.94925,0.0274326,-25.102,256.483,-2.38569,0.000312446,0.0623937,5.28371
