Time	Left	Right	Total	Trigger
0	-0.001	0.025	0.024	1
0.100000000000001	0.007	0.021	0.029	1
0.199999999999999	0.008	0.018	0.026	1
0.300000000000001	0.009	0.014	0.024	1
0.400000000000002	0.005	0.007	0.012	1
0.510000000000002	0.001	0.008	0.009	1
0.609999999999999	0.001	0.012	0.013	1
0.710000000000001	0.001	0.002	0.003	1
0.810000000000002	-0.004	-0	-0.004	1
0.91	-0.011	0.01	-0.001	1
1.01	0.001	0.012	0.013	1
1.11	0.007	0.01	0.017	1
1.21	0.01	0.013	0.024	1
1.31	0.012	0.022	0.035	1
1.41	0.002	0.021	0.022	1
1.52	-0.006	0.012	0.005	1
1.62	0	0.007	0.007	1
1.72	0.007	0.016	0.023	1
1.82	0.004	0.031	0.034	1
1.92	-0.003	0.036	0.033	1
2.02	0.008	0.03	0.038	1
2.12	0.086	0.026	0.111	1
2.22	0.238	0.02	0.258	1
2.32	0.414	0.013	0.427	1
2.43	0.416	0.016	0.432	1
2.53	0.953	0.026	0.979	1
2.63	2.937	0.034	2.971	1
2.73	5.467	0.035	5.502	1
2.83	7.68	0.037	7.717	1
2.93	9.907	0.041	9.948	1
3.03	11.489	0.026	11.515	1
3.13	13.807	0.013	13.82	1
3.23	17.046	0.014	17.06	1
3.33	18.835	0.014	18.849	1
3.44	19.787	0.013	19.8	1
3.54	21.053	0.006	21.059	1
3.64	20.868	0.003	20.871	1
3.74	8.736	0.018	8.754	1
3.84	3.7	0.025	3.725	1
3.94	1.208	0.014	1.222	1
4.04	0.568	0.013	0.58	1
4.14	0.398	0.004	0.402	1
4.24	0.251	-0.01	0.241	1
4.35	0.884	-0.016	0.868	1
4.45	3.536	-0.021	3.515	1
4.55	6.942	-0.015	6.927	1
4.65	11.037	-0.01	11.027	1
4.75	15.901	-0.008	15.893	1
4.85	19.489	0.004	19.493	1
4.95	21.839	0.02	21.859	1
5.05	23.129	0.01	23.139	1
5.15	18.767	-0.005	18.761	1
5.25	11.958	-0.017	11.94	1
5.36	7.072	-0.014	7.057	1
5.46	3.546	-0.002	3.544	1
5.56	1.2	-0.001	1.199	1
5.66	0.792	-0.007	0.785	1
5.76	0.69	-0.006	0.684	1
5.86	0.692	-0.011	0.681	1
5.96	1.07	-0.009	1.061	1
6.06	2.505	0.003	2.508	1
6.16	5.413	0.011	5.424	1
6.27	11.16	0.015	11.175	1
6.37	21	0.016	21.015	1
6.47	21.158	0.008	21.165	1
6.57	21.601	-0.001	21.6	1
6.67	20.51	0.004	20.514	1
6.77	17.021	0.006	17.028	1
6.87	11.932	0	11.932	1
6.97	8.034	0.009	8.042	1
7.07	4.91	0.018	4.927	1
7.17	1.584	0.005	1.589	1
7.28	0.154	-0.016	0.138	1
7.38	-0.162	-0.026	-0.187	1
7.48	-0.476	-0.021	-0.496	1
7.58	-0.457	-0.016	-0.472	1
7.68	-0.382	-0.021	-0.403	1
7.78	-0.329	-0.012	-0.341	1
7.88	-0.317	-0.028	-0.345	1
7.98	-0.309	-0.024	-0.333	1
8.08	-0.299	-0.018	-0.318	1
8.19	-0.295	-0.028	-0.323	1
8.29	-0.286	-0.032	-0.318	1
8.39	-0.275	-0.026	-0.301	1
8.49	-0.274	-0.023	-0.297	1
8.59	-0.282	-0.009	-0.291	1
8.69	-0.286	0	-0.286	1
8.79	-0.28	-0.014	-0.294	1
8.89	-0.273	-0.023	-0.297	1
8.99	-0.273	-0.017	-0.29	1
9.09	-0.274	-0.012	-0.286	1
9.2	-0.27	-0.009	-0.279	1
9.3	-0.266	-0.011	-0.277	1
9.4	-0.257	-0.022	-0.279	1
9.5	-0.247	-0.029	-0.275	1
9.6	-0.244	-0.03	-0.274	1
9.7	-0.243	-0.024	-0.267	1
9.8	-0.249	-0.02	-0.268	0
9.9	-0.256	-0.026	-0.282	0
10	-0.259	-0.021	-0.281	0
10.11	-0.262	-0.013	-0.275	0
10.21	-0.26	-0.013	-0.273	0
10.31	-0.25	-0.019	-0.269	0
10.41	-0.256	-0.016	-0.272	0
10.51	-0.252	-0.007	-0.258	0
10.61	-0.247	-0.005	-0.253	0
10.71	-0.241	-0.017	-0.258	0
10.81	-0.237	-0.031	-0.268	0
10.91	-0.247	-0.015	-0.262	0
11.02	-0.254	-0.026	-0.28	0
11.12	-0.257	-0.029	-0.286	0
11.22	-0.253	-0.023	-0.277	0
11.32	-0.242	-0.02	-0.262	0
11.42	-0.232	-0.019	-0.25	0
11.52	-0.228	-0.016	-0.243	0
11.62	-0.229	-0.012	-0.242	0
11.72	-0.242	-0.002	-0.245	0
11.82	-0.234	-0.004	-0.238	0
11.92	-0.233	-0.021	-0.254	0
12.03	-0.241	-0.022	-0.264	0
12.13	-0.245	-0.023	-0.268	0
12.23	-0.233	-0.029	-0.262	0
12.33	-0.229	-0.027	-0.256	0
12.43	-0.229	-0.02	-0.25	0
12.53	-0.221	-0.02	-0.24	0
12.63	-0.218	-0.022	-0.24	0
12.73	-0.221	-0.019	-0.241	0
12.83	-0.225	-0.021	-0.246	0
12.93	-0.232	-0.026	-0.258	0
13.04	-0.241	-0.017	-0.258	0
13.14	-0.237	-0.004	-0.241	0
13.24	-0.225	-0.008	-0.233	0
13.34	-0.226	-0.01	-0.237	0
13.44	-0.23	-0.007	-0.237	0
13.54	-0.227	-0.013	-0.24	0
13.64	-0.222	-0.011	-0.233	0
13.74	-0.227	-0.003	-0.23	0
13.85	-0.233	-0.02	-0.253	0
13.95	-0.225	-0.026	-0.251	0
14.05	-0.224	-0.017	-0.24	0
14.15	-0.233	-0.019	-0.252	0
14.25	-0.238	-0.028	-0.266	0
14.35	-0.234	-0.021	-0.255	0
14.45	-0.221	-0.012	-0.233	0
14.55	-0.225	-0.011	-0.235	0
14.65	-0.222	-0.017	-0.239	0
14.75	-0.221	-0.022	-0.243	0
14.86	-0.223	-0.02	-0.242	0
14.96	-0.22	-0.014	-0.234	0
15.06	-0.217	-0.005	-0.222	0
15.16	-0.215	-0.002	-0.217	0
15.26	-0.215	-0.009	-0.224	0
15.36	-0.222	-0.021	-0.244	0
15.46	-0.23	-0.019	-0.25	0
15.56	-0.229	-0.013	-0.242	0
15.66	-0.219	-0.012	-0.231	0
15.77	-0.22	-0.011	-0.23	0
15.87	-0.223	-0.009	-0.231	0
15.97	-0.212	-0.01	-0.222	0
16.07	-0.209	-0.021	-0.23	0
16.17	-0.221	-0.022	-0.243	0
16.27	-0.227	-0.014	-0.241	0
16.37	-0.223	-0.005	-0.228	0
16.47	-0.218	-0.005	-0.223	0
16.57	-0.214	-0.014	-0.228	0
